Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
81,47,HARD,32,107.06
16,44,HARD,28,107.067
63,45,HARD,33,106.628
4,42,MEDIUM,5,105.255
1,42,HARD,30,106.798
14,48,HARD,38,107.057
23,43,MEDIUM,12,106.947
43,44,HARD,34,107.274
44,48,HARD,36,107.236
50,47,HARD,33,107.048
27,42,HARD,27,107.691
10,47,HARD,47,108.018
3,39,HARD,40,108.38
24,43,MEDIUM,10,107.644
31,35,HARD,38,108.831
77,41,HARD,31,108.418
11,46,HARD,33,107.013
55,46,HARD,29,106.866
18,31,HARD,10,108.148
22,8,MEDIUM,9,110.887
