Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,50,HARD,43,91.773
11,37,HARD,30,92.273
16,50,HARD,43,91.632
81,45,HARD,39,92.31
14,43,HARD,37,92.387
63,42,HARD,35,92.254
38,50,HARD,43,92.186
4,40,SOFT,9,91.944
44,38,SOFT,5,91.746
27,49,HARD,16,92.366
23,50,HARD,43,92.307
20,47,HARD,40,92.338
31,48,HARD,41,93.481
2,49,HARD,42,93.026
22,44,HARD,37,93.523
3,47,HARD,40,93.323
77,49,SOFT,14,92.706
24,49,SOFT,8,92.208
18,5,MEDIUM,6,95.56
