Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
44,33,HARD,7,106.653
81,32,HARD,2,105.84
16,33,HARD,8,107.013
1,32,MEDIUM,4,106.128
4,31,HARD,2,105.563
55,44,HARD,16,106.364
11,44,SOFT,2,104.701
14,42,MEDIUM,29,108.051
31,43,HARD,13,106.957
3,37,SOFT,16,107.435
18,44,MEDIUM,32,108.105
23,44,HARD,21,107.996
10,30,HARD,2,107.418
20,44,HARD,27,107.848
77,37,MEDIUM,2,107.019
22,44,SOFT,29,107.969
2,43,HARD,19,107.49
27,44,MEDIUM,24,108.954
24,2,HARD,2,112.099
63,44,HARD,34,107.113
