Driver,LapNumber,LapTimeSeconds,Compound,TyreLife,Avg_Speed_mps,Avg_Throttle,Brake_Aggression,MeanAbs_Jerk_Long,MeanAbs_Jerk_Lat,Max_Lateral_g,Max_Longitudinal_g,Energy_Index
1,32,106.128,MEDIUM,4,65.3343077093851,73.43994108515577,0.3522762254613488,3955.5568850969985,478.1461431485375,117.13426767829806,362.73029900367135,49274690.981194146
2,43,107.49,HARD,19,64.3750412163668,71.29320184261343,0.3542475362840496,3905.3099056297906,480.53388452575155,166.32380231241945,439.6590156658771,50161364.35006809
3,37,107.435,SOFT,16,64.53340973022753,74.33735164773981,0.3427503540559679,3941.9095686986516,438.32460318338724,102.45533960284104,434.301764693756,51075699.468235105
4,31,105.563,HARD,2,65.67686084615603,69.39341757174878,0.35593564562826435,4061.4318118293313,421.3845419608324,98.47410838937284,283.93752227929286,49729105.568088055
10,30,107.418,HARD,2,64.74996330956066,73.751792954612,0.36504161527739165,3773.823958920012,487.63129398743797,115.9421747249434,288.80229992349956,47174260.51268354
11,44,104.701,SOFT,2,66.22291909848936,75.19189842464277,0.3372605080516722,4483.5756578446135,540.5037344647441,223.02335277057637,471.6366956252813,54800795.00845535
14,42,108.051,MEDIUM,29,64.23770734380894,71.26628472234609,0.3399588228498061,3780.1711280647332,468.9990398221241,137.5634334284244,315.9611411002918,48438813.570352994
16,33,107.013,HARD,8,64.79168508607044,76.27010020685238,0.342296824507051,4560.385499867515,524.2969796512941,169.31502135122213,590.8362890101552,58673813.03343953
18,44,108.105,MEDIUM,32,64.12131081911198,71.67968201144089,0.33982567473310327,4406.870733287866,514.7936942576698,201.31704223688274,504.8297714753271,55978626.765726104
20,44,107.848,HARD,27,64.35497305616083,71.07674081084313,0.34804993603189244,4379.433001736909,505.514333934089,130.9406073178471,497.88067478915525,54706127.53275961
22,44,107.969,SOFT,29,64.2313061653881,73.34078863501986,0.3266225416200371,4062.9041735867313,505.34607440419364,244.94192718325587,474.1250550873418,51103662.753499866
23,44,107.996,HARD,21,64.14132684471959,68.31263578001608,0.363479515684416,4174.190440242584,487.58281558198087,260.6166126027802,476.50415976650834,54095278.08502297
24,2,112.099,HARD,2,61.87080148464061,66.67841588517429,0.38303018064018657,3736.776659241741,421.8923490258258,121.52614167970398,370.09995480351193,46767860.39742304
27,44,108.954,MEDIUM,24,63.786950576216185,71.62905011036351,0.3540578899140185,4210.645795060007,421.820341968818,93.56760430494236,889.4951721007061,55080219.614641204
31,43,106.957,HARD,13,64.85908297801983,73.49228532879425,0.3700409613421172,3768.4499305873,504.2914568757139,121.43579167743871,341.7338599015218,49972243.443159215
44,33,106.653,HARD,7,65.00023614979246,75.37714017284586,0.3250700581157336,4576.8103908397225,499.40764132669,98.08437262055213,600.8594524313996,59579536.45723625
55,44,106.364,HARD,16,65.16750466583149,74.2085500871026,0.3717280817216579,4388.817026322193,505.5080296372718,94.40385121413175,786.10036878324,57664199.862738535
63,44,107.113,HARD,34,64.90025903107853,73.3336773402466,0.3391513252058055,4118.362789975888,497.3619886307016,88.8685282645975,487.9778101060712,52830972.69049968
77,37,107.019,MEDIUM,2,64.8928838708767,73.30015836454281,0.3519872737506238,3755.332100220055,442.7674411201272,107.3104788361025,521.6724408486843,50573196.161574654
81,32,105.84,HARD,2,65.59677756017919,70.88436654313523,0.3409086541145145,4123.102506511377,500.56478232711504,155.14049935273854,376.67696349359255,51365797.77230444
