Driver,LapNumber,Compound,TyreLife,Avg_Speed_mps,Avg_Throttle,Brake_Aggression,MeanAbs_Jerk_Long,MeanAbs_Jerk_Lat,Max_Lateral_g,Max_Longitudinal_g,Energy_Index,Year,Event,SessionType,PC1,PC2,PC3
77,30,MEDIUM,5.0,55.33582224375525,61.60110956706388,0.4363140106544202,1609.4208831115857,228.0544030094992,52.9598398991994,105.88756198516268,17818693.83292503,2021,Emilia_Romagna_Grand_Prix,R,-1.440231911322194,0.8840239720065951,0.8709877028869346
16,30,SOFT,2.0,62.86877948753866,71.990487472155,0.347425727846396,3833.2978802029,472.7457340646592,104.65610963379208,595.175270501386,47671530.805609934,2023,Belgian_Grand_Prix,R,0.4896826955323105,0.1146602728513463,-0.5883315588504986
4,24,HARD,6.0,66.8484180910136,73.21073007365744,0.33769522669816,4857.462068242628,324.29924570473577,93.35814832585004,768.5775048410278,48692910.52686445,2023,Italian_Grand_Prix,R,3.2881345499382038,0.3681402206814066,-1.1762591307532282
10,55,HARD,40.0,58.15234401588119,64.24760022768868,0.3321278924378861,3657.8776695317297,423.8208066646669,91.91051891983707,496.1441214377691,36946027.98343902,2023,Miami_Grand_Prix,R,0.4030687350769388,3.0539256532388985,0.5161911225232001
11,47,SOFT,8.0,63.6558004239056,73.77449750216249,0.358876941981132,3746.863762420548,517.5916904323366,108.9577430414073,246.39506476515115,40564559.31241487,2022,British_Grand_Prix,R,0.384291019762356,-1.222361823497447,-1.2702193400806232
18,64,MEDIUM,18.0,55.51159205852956,67.24894854621773,0.4031343398802244,3656.775836229513,341.5226270178785,54.05430183542912,464.7403838789224,28107364.92312077,2022,Canadian_Grand_Prix,R,-0.5350276313316237,1.593137208244224,-0.1783557535947644
16,62,MEDIUM,4.0,63.582981644326026,78.63704533192393,0.374710056659109,3818.7071704553714,451.3098421100734,186.3896995199384,500.0877906449125,30624913.6356382,2022,Austrian_Grand_Prix,R,2.585798938341195,0.7586897512354267,-1.3571226801952625
20,12,HARD,3.0,54.46652150806812,65.22022795064146,0.4184989566269828,4168.413281766459,358.93204034420154,226.0669601877452,784.7292228247046,47395390.00574157,2022,Azerbaijan_Grand_Prix,R,2.48694277014061,3.4426268648313005,-0.371537451503344
6,57,SOFT,10.0,56.21448952729958,65.9315069152506,0.391869124712525,1553.7628051874744,317.12699582168904,68.33262519070396,112.87681806499609,18453406.593222853,2021,Spanish_Grand_Prix,R,-0.4001667788456737,-0.578499586330369,-0.3607136515316931
20,11,HARD,3.0,58.045135137578335,65.42540485211937,0.4027480683529885,3539.712428703063,485.32495659134696,183.7468408269972,485.4242978114753,38547896.16412207,2022,French_Grand_Prix,R,-0.3572838203962856,1.3417915783565304,-2.695081153189498
81,73,HARD,73.0,42.987767778880496,48.64308286151771,0.4520502807409373,2514.912057681557,427.5393539449104,72.60783028419317,228.3099907165133,17839754.91598059,2024,Monaco_Grand_Prix,R,-2.194663654213393,-0.0801786559851514,-1.2112492172613454
3,66,HARD,39.0,51.30029556341267,54.79670019552597,0.4185699168440718,3481.8457580317104,355.7884810869092,118.59940156925802,425.7913059320114,27536546.935086016,2023,Mexico_City_Grand_Prix,R,-0.8081710796073046,-0.5654426545010208,0.9491949072043429
14,47,HARD,5.0,54.436016621334325,60.61640813355925,0.3893013685508382,3804.6564523183824,545.4179044084335,245.7216361616597,715.2620613691356,39089711.26660183,2023,United_States_Grand_Prix,R,-2.13911174310742,-0.1094164307740065,1.289183959599248
22,42,SOFT,7.0,55.17752465175523,66.14531272762706,0.3986436327286606,3185.8793327074686,322.6076828751664,87.97901250735343,379.1477160799738,34183137.443978645,2022,Azerbaijan_Grand_Prix,R,-0.5255451603006057,-2.8879913539562057,-0.0915959218227725
11,31,SOFT,2.0,63.085134959745794,68.65371467432529,0.3475574981784388,4349.00383819568,492.3262630788621,126.12472166079318,605.5464122188287,55215136.61428452,2023,Belgian_Grand_Prix,R,2.210524509790612,1.1761884182546152,0.0997234215160108
44,58,SOFT,13.0,57.24781931160207,67.41707758453121,0.3982277970481292,3546.8854800902723,679.09566237614,108.33802882063256,301.4674179845401,29894641.651055664,2023,Dutch_Grand_Prix,R,-1.5387976921495343,-1.7761123472436635,-0.3952824959530508
1,32,MEDIUM,4.0,65.3343077093851,73.43994108515577,0.3522762254613488,3955.556885097,478.1461431485375,117.13426767829806,362.73029900367135,49274690.98119415,2024,Belgian_Grand_Prix,R,-0.8849729370919208,0.2511510329646054,1.2313702853091295
11,47,HARD,12.0,64.93691722087654,76.16193167984385,0.3464784768666253,3982.9818616583366,545.2050592197057,116.16479961844068,317.54744029838133,38673374.48379077,2024,Australian_Grand_Prix,R,1.3772991885656527,1.0814124287595266,1.4996594676463697
22,70,MEDIUM,26.0,56.30069787047308,65.53753578204355,0.4107197683260922,3305.2678253957424,321.38053304605285,60.21985014064484,271.9576080714595,25094072.41694673,2024,Canadian_Grand_Prix,R,0.8326924273097819,-1.7992168699533586,-0.5504798045788806
4,43,HARD,10.0,64.12423690598214,71.86779061172074,0.3450580272037494,3963.138025455885,494.4728090229343,85.62425028581251,293.2732895461294,42596514.25985405,2023,British_Grand_Prix,R,0.4273606988943876,-1.063255198523081,-0.7637977254057053
18,36,HARD,2.0,53.84281563789969,61.5751397926064,0.4028425134943265,1556.0440954384642,299.2791208834735,79.7252279568316,126.75924336116344,21931535.68804783,2021,United_States_Grand_Prix,R,-0.4736498217421568,1.105673425425066,1.1032307066085476
4,55,HARD,24.0,55.7734749035207,64.41291745509082,0.39989731806203,3341.663935896912,555.3272082981172,105.5491418040078,298.7025750236354,35805618.49929713,2024,United_States_Grand_Prix,R,-1.5947893096894148,4.181381472392088,-0.0263678601686593
10,56,HARD,44.0,58.026339947554064,65.12835081245888,0.3827772649907229,4144.650499120245,445.11039031745617,79.65225717676846,532.107738055096,40598800.31166636,2024,Miami_Grand_Prix,R,0.3141145820621478,-0.9385666047842364,-0.9577278707536968
10,37,HARD,20.0,63.298078763098495,72.15583676682033,0.3577604087661712,3866.118710282101,345.9368019270791,89.50774323371185,300.1138046330741,41298056.19260786,2023,Las_Vegas_Grand_Prix,R,1.057194078948572,0.8007687580247894,0.6749183824057264
33,43,MEDIUM,8.0,53.677484649083816,61.13370196402413,0.4176367866777712,1558.0547240247167,295.2225932283942,65.39222050821189,109.16966854461228,17155835.975052744,2021,Hungarian_Grand_Prix,R,1.533601028335714,2.870459501301025,0.0806619399529135
24,68,MEDIUM,16.0,55.8796344588642,64.62113838158639,0.4275480281856382,3143.504446835967,344.4993575448089,139.2234577306593,351.44021295416303,23760892.74651109,2024,Canadian_Grand_Prix,R,1.6791242218934568,0.4053016979731783,-1.2824922816771356
4,31,HARD,2.0,65.67686084615603,69.39341757174878,0.3559356456282643,4061.4318118293313,421.3845419608324,98.47410838937284,283.93752227929286,49729105.568088055,2024,Belgian_Grand_Prix,R,-1.739821474574988,-1.015363005460805,0.9802230137991874
3,34,SOFT,2.0,62.819611712496815,68.80736165516034,0.3222883005517473,3469.3289730598885,490.55658635030215,82.20499662753458,267.4294207432762,37878280.93830006,2022,British_Grand_Prix,R,0.8342478709320851,-1.0164766512973258,-1.255163219564807
6,62,MEDIUM,44.0,59.88890680070318,68.93827732077253,0.4263234624869054,3603.390279893715,469.33057179653423,320.2251771720144,533.6691883369629,32198201.242031906,2022,Emilia_Romagna_Grand_Prix,R,2.497234367528931,-0.3436991961267228,1.6617388777301227
99,57,INTERMEDIATE,17.0,56.80568546072911,64.11564388742102,0.4041937293017505,1735.4274599832024,260.82116979283325,78.7766237034926,152.1465569145636,21891840.02020434,2021,Turkish_Grand_Prix,R,-0.1976604312915939,-1.2393899699334994,1.9198532629881688
31,2,MEDIUM,2.0,51.885983258745306,61.40479738044516,0.4140822244424367,3141.338511564868,433.550909311009,67.68262872694726,261.5995712763671,32599420.735903755,2023,United_States_Grand_Prix,R,1.9144962907721568,0.0351367776538712,-1.7589935042893836
18,28,HARD,28.0,55.919900463479685,68.01689014642469,0.4025684079585042,1745.670973370267,236.96117261274048,80.80268494368289,153.99039712217623,23949708.31563156,2021,Azerbaijan_Grand_Prix,R,2.0186019895970917,1.224757830357394,1.4018846526297033
63,70,MEDIUM,16.0,57.47140117886895,68.18952118922397,0.4014646937356836,3261.926238730789,345.7606173643828,58.61415507725413,452.2663539888404,24205337.76843575,2024,Canadian_Grand_Prix,R,3.448298536397086,0.7951640791194166,-1.5086641938009837
4,61,MEDIUM,42.0,60.2342287861506,70.81796176384172,0.3825617896075586,3697.6314752046887,456.1852747393461,146.29890720971906,655.4658664910274,32632672.068256125,2022,Emilia_Romagna_Grand_Prix,R,0.1971149340349761,-0.813890036593748,-1.2365395489000237
18,59,MEDIUM,20.0,56.43064734923585,68.09933738733518,0.4267479597352649,1675.0509277710005,349.127091043302,80.11140906390085,132.26927716790885,21017817.84552784,2021,Portuguese_Grand_Prix,R,-2.395323033941019,3.859250083440701,-1.3015192722726638
24,12,HARD,3.0,54.648038130333305,65.52209604705301,0.4154521460847866,4362.643118962787,330.94465908115,112.74883352664428,736.4235098897487,50252463.32826358,2022,Azerbaijan_Grand_Prix,R,1.8785467330666736,3.444556147178289,-0.6057974829003134
44,38,SOFT,5.0,66.53127112795471,76.26421870449688,0.3659140367000232,3882.194566750085,546.2232505027562,151.21799882161525,341.7209114981859,44877577.66447911,2024,Saudi_Arabian_Grand_Prix,R,4.06282381459181,3.045445409265432,0.4624307687193033
1,42,HARD,17.0,55.35035427457024,64.31856200188177,0.3960177735421041,3479.265226029502,483.29713175960416,103.37797936793244,435.6837272214696,37899762.11740443,2024,United_States_Grand_Prix,R,1.8197384331455289,0.1561076275533175,-2.3191514604481243
9,40,SOFT,8.0,55.34884388268118,64.52464614115743,0.4098685657762755,1677.1869138869413,227.3816229258825,83.51689022065528,122.29582319133554,22126510.19328736,2021,Azerbaijan_Grand_Prix,R,0.8759620988405507,0.0890888038259356,1.6957131666992744
77,65,SOFT,15.0,58.7132138935154,70.0614829978273,0.3843244382425583,1726.8822170549963,353.1978342449991,72.9361891881094,130.57635812668371,20620598.43770094,2021,Spanish_Grand_Prix,R,-1.4993653318446216,-1.4219373207692492,-0.9993089333563268
1,44,SOFT,5.0,62.78366166551686,70.49570449913674,0.3629039633689113,4147.289526504346,474.5916296288423,80.51717289213305,350.951826562352,43709341.92386961,2022,British_Grand_Prix,R,-4.083456772873123,0.3634524413525947,-1.9632684909392264
31,24,INTERMEDIATE,24.0,41.13245479725128,46.5671498185861,0.4667196511446294,2571.6545969509,279.4057139131432,57.34278714885734,233.3756032415045,23240860.146469504,2022,Singapore_Grand_Prix,R,-2.7380266563095006,0.0534202612416704,1.7655401864694755
5,69,MEDIUM,16.0,57.548820091710766,64.691308951771,0.4106720765776042,1761.4868423292787,279.7634222367476,79.40880169743427,128.12789300009894,18596332.246487714,2021,São_Paulo_Grand_Prix,R,0.0180939303269075,-0.2174090641317873,1.9646610537665463
5,13,INTERMEDIATE,8.0,54.215533518316086,61.429928171629,0.4313092208243085,3315.9009651435435,462.9373775247064,120.0024037304858,423.9101271690712,37191254.70514665,2022,Japanese_Grand_Prix,R,-0.3405764091628074,-0.4375336039800362,-1.7394429421853423
44,49,MEDIUM,2.0,55.215750818539895,67.75246933087489,0.411593230527507,1577.7904589049026,316.4336035794661,61.37762796959584,117.49853912273358,17964157.856023643,2021,Hungarian_Grand_Prix,R,0.3216775027312285,0.6812485165170705,1.1842424965160718
55,53,HARD,34.0,69.09197268157708,77.2638772254245,0.3631325461845019,4423.290216783872,351.0264415786125,108.75643525974432,739.7977708804043,42723976.59690853,2024,Italian_Grand_Prix,R,2.55410717566289,1.8669683661986012,0.4969662650007444
14,47,SOFT,5.0,50.44703016272234,60.5536961223369,0.4190726299281068,3251.565664152188,354.9094363201764,60.49588049652083,287.4868339694586,29390339.13395728,2023,Singapore_Grand_Prix,R,3.662158659679426,0.1030343932651948,-1.3140876006271782
4,56,MEDIUM,20.0,45.72801189290778,52.75148984449204,0.4314797312190829,2874.6621480390595,356.6858973655222,67.8847534879731,337.15653216546826,26185993.13393504,2022,Singapore_Grand_Prix,R,2.0624894789171635,-0.4111062793129302,-0.9018525986749109
4,39,HARD,5.0,54.464965585766784,59.77254843823113,0.3909076729981247,3587.077500143036,488.5136728074258,95.3431521422986,845.1037516178031,39335413.209416255,2023,United_States_Grand_Prix,R,-0.2169474798700147,-0.5752296233497197,1.6076730336371443
44,48,HARD,22.0,64.29311282440041,72.15437454382575,0.3777807655471143,4104.280926796002,385.0775848157997,97.28664694526148,377.3562201691904,43808860.76406057,2023,Las_Vegas_Grand_Prix,R,0.8346842777436805,0.6026698328201863,1.0715478040466246
20,42,MEDIUM,9.0,66.44166834311454,71.29118462221747,0.3486020916192873,5012.880621541082,323.4014561348418,179.76101024970714,590.6899249996751,55158875.45141986,2023,Italian_Grand_Prix,R,-3.022326907112358,0.2353103096873049,1.3328692130848083
77,48,HARD,12.0,64.2770438531349,76.81094565179728,0.3352222348379877,3818.56341398565,473.0458369062863,123.1195466601154,284.7538961521964,36818844.96327959,2024,Australian_Grand_Prix,R,-1.6765165088944989,0.3257399261316621,1.114704866012337
14,51,HARD,8.0,52.48813980627915,55.970469314798,0.4222904392453985,2999.651236663757,454.28863620982185,76.86599733426326,244.76186317929765,25181434.68545617,2023,Hungarian_Grand_Prix,R,1.8364282767065945,0.4440047806784276,1.2106817826038718
