Driver,LapNumber,Compound,TyreLife,Avg_Speed_mps,Avg_Throttle,Brake_Aggression,MeanAbs_Jerk_Long,MeanAbs_Jerk_Lat,Max_Lateral_g,Max_Longitudinal_g,Energy_Index,Year,Event,SessionType,PC1,PC2,PC3
1,61,SOFT,11.0,60.6769250229476,72.31190038452236,0.3445310824101677,3503.256720986299,550.7472203200773,93.19358932175687,242.63199912129468,30115829.67575133,2023,Spanish_Grand_Prix,R,-0.7195063133973012,2.822032470100747,-0.3423859712534123
4,46,HARD,38.0,64.39901483641235,72.52719296286237,0.371431561750746,3831.929283175033,450.4443898571157,90.14597373896603,274.82973524574146,35082309.31403617,2023,Australian_Grand_Prix,R,-1.8413686140583605,0.0101660739870203,0.9446072296521336
55,56,MEDIUM,9.0,62.06054766002402,71.84889863115248,0.3952197495296807,3472.844496239943,351.7234718576351,76.92881037884732,231.2793051788217,25212641.947050285,2024,Austrian_Grand_Prix,R,2.923659669296854,2.0712529322321807,0.1208200033095644
27,46,HARD,38.0,64.53227706938787,72.19660783382153,0.371431561750746,3716.307125230774,464.6081976680072,98.12663692874764,276.1219646301159,34570677.77529305,2023,Australian_Grand_Prix,R,-1.6450289433474607,-0.2706392583080527,1.1430352724477442
18,51,SOFT,5.0,52.49060620496586,59.138228821944494,0.4331001703714252,3399.143725036984,492.9801176289052,70.22872955486561,407.53201989280655,26452330.949222475,2022,Hungarian_Grand_Prix,R,-0.1479695673523519,-0.1827241785419937,1.566925144477317
2,26,HARD,4.0,55.913033383549006,61.33522472801806,0.4078038806163164,3760.965588244185,596.777151553392,101.60838534197786,577.1580102761785,30587425.496742107,2024,Dutch_Grand_Prix,R,1.4084645048130433,2.728783609225254,0.5448791818684177
22,15,HARD,6.0,55.07481755789952,66.06593688450343,0.4060697984465419,3470.757628386703,368.4621641290688,168.75489432976252,547.8253546157571,27281547.488826025,2022,Canadian_Grand_Prix,R,-2.2322701126242337,0.158304776516956,0.5737720869355808
11,40,HARD,14.0,63.91325514147304,69.27986342754853,0.3728722511478313,4142.361870831927,364.43671739214295,74.09398689034634,540.2730192417645,46416864.55399006,2023,Las_Vegas_Grand_Prix,R,0.990053067945006,1.0095609974766724,0.6890249284157324
77,65,SOFT,2.0,58.03325751165141,71.01134343028365,0.3877105599480591,1686.4148242581562,376.5549063962996,106.39017837694736,119.7981277897258,20146781.348792046,2021,Portuguese_Grand_Prix,R,-1.175313165430408,-0.3323124070219788,1.052359817429743
99,60,HARD,38.0,56.4428514823537,68.39229009537114,0.3998778823225473,1730.3287631288972,374.07514693164086,89.12003255363909,118.607558807066,20457648.262218986,2021,Portuguese_Grand_Prix,R,0.818749396331952,0.1926872660893427,1.0922090074265511
20,42,SOFT,5.0,64.71543175491497,73.91688588303698,0.3399636549963259,3887.424678393307,530.152486209134,88.59407713292954,268.70677334721915,41981822.613585256,2024,British_Grand_Prix,R,-1.4879153178188265,-1.7196119546169302,-0.8248293280303362
44,47,MEDIUM,29.0,65.76181225556859,77.29669228550644,0.3366027150509459,4536.161231389894,601.4308699271729,139.28960475579876,737.944957646185,52120467.27039024,2023,Saudi_Arabian_Grand_Prix,R,0.3665107047378463,0.4117126212585416,1.3039977506760194
3,43,MEDIUM,30.0,65.7228449538222,74.64010877129289,0.3357240458676966,1853.231274081216,365.6979365251118,110.64333663004584,115.73505503782796,28217303.9428834,2021,Saudi_Arabian_Grand_Prix,R,1.280840667350522,0.291294264985135,2.005597334422017
10,36,HARD,2.0,60.00053026767551,66.07199212419515,0.362665439796212,3637.321438431469,542.1723678019208,89.05258769490413,445.9946287790649,39760855.45334248,2023,Japanese_Grand_Prix,R,-0.7398381102171498,-0.9551148336610232,1.5033707830637717
9,41,SOFT,2.0,66.18557029488747,74.49778947638154,0.355071617549659,1904.639522940408,182.0408076787261,55.21473748285839,124.23711230950433,22791153.77489737,2021,Italian_Grand_Prix,R,0.6768037905408077,-0.0914681969737798,-1.190722972986087
7,62,MEDIUM,25.0,62.774359892953214,73.7316408510135,0.3698772448059418,1878.7106040382216,222.6055003083229,69.87508148089618,134.85617681635637,17884312.131542645,2021,Austrian_Grand_Prix,R,-1.6369183032670824,-1.66378720536951,-1.3361648505412729
24,51,HARD,24.0,53.487769401769874,62.29843337944329,0.4068144228408296,3681.755653400299,543.9011348916493,138.92101890954152,467.3960095254394,38163072.358310655,2023,United_States_Grand_Prix,R,1.5746503260007896,0.917212484753224,-1.315738787165725
22,57,HARD,28.0,52.02158498012941,59.98029984446457,0.4112839821080197,3174.8184594438494,446.819792852682,69.38252086881539,259.1650757212405,25619283.432923578,2024,Hungarian_Grand_Prix,R,-0.8170148851719757,0.7874112852501817,1.193617821491468
4,63,SOFT,9.0,56.53792318047046,61.672239139647786,0.3976351825177995,3360.0861503211136,534.3457769400134,103.28851513273447,269.1588133814388,29138774.058389373,2022,Dutch_Grand_Prix,R,-0.2346044340983075,-1.428817877655325,-0.5176540266989528
77,54,HARD,32.0,63.9726645723548,75.59133701487137,0.3602068322621101,3648.765736518396,520.7277125571459,88.41640609617102,251.58334543686468,34408232.5058855,2022,Australian_Grand_Prix,R,1.4661213823693502,0.704984673829024,-1.625564065313892
1,30,HARD,3.0,56.56780748801859,63.40539149806948,0.3721277332978518,3577.912317469228,596.9948483844136,88.86763713738462,422.6402311609097,28664366.758057613,2024,Dutch_Grand_Prix,R,-0.1258055634235494,2.694393811392821,-0.4079577383810526
22,55,HARD,27.0,58.12516838238942,65.21561949471602,0.3740160374456451,3956.468996484087,438.6759404545088,129.7287904971732,483.7938600411948,39579035.87403032,2024,Miami_Grand_Prix,R,1.273015293504502,-1.6750079093328274,-1.2816355550068177
24,55,HARD,34.0,63.21509377406844,73.65700035348418,0.3538101158290333,3712.1120043701817,434.8898929154476,82.0679675243555,267.93603394215705,34852941.321758665,2022,Australian_Grand_Prix,R,-1.1775141032619567,0.2131558372542624,1.357223292337272
44,46,HARD,3.0,58.86594929615136,69.11922708350285,0.3778359514146646,1761.852020595154,302.88957740017526,85.5466269365181,112.07078947722552,19112557.794211388,2021,São_Paulo_Grand_Prix,R,-1.5604977862850955,-0.0785729193846252,1.5222425665397683
55,49,SOFT,7.0,53.73325637985619,60.81950464377459,0.4053744579355572,3344.6369498236268,458.3647842493206,78.29442248571357,485.5196682090537,28249050.976318736,2022,Spanish_Grand_Prix,R,1.9178060860045103,0.4596173195272523,-1.1632607647031006
63,53,HARD,27.0,66.91314237483668,73.08602075464806,0.3684965468716011,2148.0893146288,192.0158244782808,58.593649445662535,480.2000187372768,27098291.889785822,2021,Italian_Grand_Prix,R,-1.8413795947560745,-2.2057979351170065,-1.1596976201220373
11,7,HARD,7.0,54.52596983994072,60.0913316546955,0.4190731366361763,3019.8594474517763,308.5511995144022,57.82309705222095,216.07093891182265,23543331.651809044,2022,Canadian_Grand_Prix,R,0.018487081561369,-1.1627872645368789,-1.1778169430066343
10,51,SOFT,8.0,53.10543831503527,60.14495383766436,0.3818979763099267,3273.153112566157,501.81234135332505,98.6972249937641,305.5278489306597,26800720.674599648,2022,Spanish_Grand_Prix,R,2.427969333705696,1.5037135240677184,-1.4563106258841982
22,61,MEDIUM,43.0,60.44374764651777,73.24343332415741,0.3725388543115116,3895.68604173604,467.958274629425,164.5358808537501,449.73850379137207,32613886.1475122,2022,Emilia_Romagna_Grand_Prix,R,-0.1378088132412809,-2.08872680612225,-0.7989527678841197
3,54,SOFT,23.0,61.84310048368644,73.37102210385822,0.3469964217668886,1886.4290367235271,287.6499416746776,66.63305009407568,127.68134683374711,21304045.65930573,2021,Emilia_Romagna_Grand_Prix,R,-4.858826616377823,0.2071479406311469,-3.52598205565372
3,40,HARD,10.0,56.9247087914818,62.87418943601623,0.3678459912869928,1658.616012268022,292.9446024393532,66.61676364653586,145.6036026544354,18257290.75980797,2021,São_Paulo_Grand_Prix,R,1.6955141421533984,-0.2216505807983315,1.5947293448723967
21,41,MEDIUM,3.0,59.0729016231024,67.5180237508437,0.3860356416662629,3601.25918201178,540.4833052584379,84.48142358521794,240.0130976195557,30977134.772244845,2023,Spanish_Grand_Prix,R,-1.9496588317423875,-1.600243004907414,-0.2132926018093547
1,37,MEDIUM,2.0,54.58701607933217,61.22475978348794,0.4183860912527527,3259.2027571160465,464.9006757271046,110.14506721414128,212.5552268113664,33925015.71532568,2022,United_States_Grand_Prix,R,-3.568775548160075,-0.9347056808884284,-2.031797897322735
99,66,HARD,33.0,56.50960932683497,65.35750117110571,0.4104665675436703,1689.177107888481,370.36610572435694,80.08912584524751,137.00398971723445,19709252.28192211,2021,Dutch_Grand_Prix,R,0.961056239343882,1.3210103904460009,0.8389247195253088
77,49,MEDIUM,25.0,62.96904698280787,70.64568329427118,0.3731744129717998,3870.695588331607,312.38840567077773,78.59027860247001,319.4752354537707,39500465.89481056,2023,Las_Vegas_Grand_Prix,R,1.437036930234192,-1.0170840443040374,-1.60078274549044
55,63,HARD,36.0,60.77328601571694,70.808898705834,0.4147905399953561,3740.415928314178,444.7789303505225,143.01848455367931,269.05875712010027,32749397.099008955,2024,Emilia_Romagna_Grand_Prix,R,0.9811874407647592,-3.9052175834971408,-0.0134320427618007
18,21,INTERMEDIATE,2.0,55.03380945025971,61.69880281111514,0.4067352248414511,3196.7756665152974,439.7930235692573,100.7896119162063,226.8579900159162,34694751.613450766,2022,Japanese_Grand_Prix,R,0.9446380659041004,0.1460598580662382,-1.8107223344332268
4,50,MEDIUM,6.0,53.185785081631614,57.12336653709966,0.4248454614034628,3248.6695014235897,409.4406674113156,82.54977305345582,229.83415579353067,26302348.980248667,2024,Hungarian_Grand_Prix,R,-0.6660145650142731,-2.2319065305618118,-0.7554311984394344
24,46,HARD,12.0,63.6890282224545,71.00141048618904,0.3873667490644847,3954.628604712831,330.7980082817564,70.07729565498185,289.6348065450219,42963444.19210924,2024,Las_Vegas_Grand_Prix,R,-0.2136517870433135,-0.2183527709467259,1.3804937434275664
11,8,HARD,6.0,57.745767195553526,61.044934540614776,0.3838447602600504,4155.595562530454,558.5513220146472,124.1374100041226,749.0634456795509,46410448.1764973,2023,Japanese_Grand_Prix,R,2.1505694425881847,0.3701439542197711,0.8057965770010982
2,13,SOFT,13.0,54.62848330135368,60.3947355585786,0.4098173975652479,3265.8972906791664,587.7163797913803,100.59675829735912,264.87143034885304,26889662.766800176,2023,Dutch_Grand_Prix,R,1.8886567708185444,-0.704208150605067,-0.5753316197173355
23,50,HARD,34.0,62.9447597020892,67.41765083185729,0.3866612374035865,3631.3937488588135,332.1060715347859,75.06945793826121,383.5997090801071,40516428.15819919,2023,Las_Vegas_Grand_Prix,R,-1.2674570009353154,-1.2006734436580244,-2.046359263289921
47,32,MEDIUM,2.0,53.09018295660821,59.952896167875714,0.414869109360139,3373.1716657022243,452.723051166345,81.30648666653153,486.1664881185962,30925686.516908083,2022,Spanish_Grand_Prix,R,-0.4566153018303512,-1.080366153306641,-0.7000344932861339
55,63,HARD,10.0,58.33163267220376,67.06449057258219,0.3820985338479502,1644.583324973454,276.5105741009531,58.39763706210154,110.26568520421716,18217693.9809346,2021,São_Paulo_Grand_Prix,R,-1.3782713150397776,2.2172550537470217,0.1367028340462605
16,63,SOFT,20.0,56.99513663776348,66.18091179361713,0.3902379575300472,3032.410247511365,456.2920497562527,82.18606000126597,263.2962425847361,26149358.76951592,2022,São_Paulo_Grand_Prix,R,-0.2964065267881194,-2.54337587175186,-0.7375343199832453
81,51,HARD,43.0,56.1738220632197,64.89139058846209,0.4088622903452772,3438.265772782969,299.9172296967058,111.3907170777364,443.71296382118777,38584081.38311704,2023,Azerbaijan_Grand_Prix,R,1.759771277539221,1.054026421212438,1.4020020235072386
47,56,HARD,22.0,61.97074966689043,67.17807943881206,0.3733761397240284,1789.4869163335557,228.31341130901188,73.56242345899544,119.87368193586828,17037438.63554405,2021,Austrian_Grand_Prix,R,1.8704421931955744,-1.582144752257788,-0.3379420779238152
23,46,HARD,19.0,63.83042894085997,72.3292927667464,0.3613833908971997,3837.6134904710498,494.3815406468659,84.97101860898681,267.10901112831783,36989485.63540833,2024,Australian_Grand_Prix,R,-1.4624174467733186,0.1337300443335614,1.551123224700334
27,51,HARD,24.0,55.41205526171918,64.71451741541993,0.4061706775351221,3428.34868677863,537.5394536163179,148.4508232198626,429.5732395713734,38247379.68611464,2024,United_States_Grand_Prix,R,-3.1282879816384828,-0.3967352913271087,1.2910178342263186
22,41,HARD,15.0,61.60352079012423,70.1366502345179,0.4051564926120087,1712.2305647626251,215.4929551129881,79.32000078839795,107.87891097448076,16456029.874849511,2021,Styrian_Grand_Prix,R,1.5491031087290106,-0.5272256268735677,1.1995312615769105
22,53,SOFT,23.0,50.46758103799705,61.1414476547509,0.4034401666457491,3313.362768490196,365.8305528979173,73.02120087605775,340.8744375158604,28886204.665658765,2024,Singapore_Grand_Prix,R,-1.265080127283269,-0.1828889433845589,0.6922272454416805
23,44,HARD,21.0,64.14132684471959,68.31263578001608,0.363479515684416,4174.190440242584,487.58281558198087,260.6166126027802,476.50415976650834,54095278.08502297,2024,Belgian_Grand_Prix,R,-5.197430476090281,1.9812709200153171,-0.7700139149886697
24,63,HARD,14.0,56.34074545367445,66.29735533273023,0.407704516884812,3655.885495347117,383.29265484516856,140.08211077159677,334.9480530689983,27738272.564520337,2022,Canadian_Grand_Prix,R,0.5810291290846678,-0.4518019957428112,-1.480107304296287
63,16,HARD,9.0,62.892219306487256,76.37619907238121,0.3524175693354054,4862.524630891956,533.4941147199177,86.9308916983473,944.2049399014672,45696822.87107537,2023,Australian_Grand_Prix,R,2.14461548919676,5.535003646910054,-1.9119718861491823
31,63,HARD,27.0,56.02678261417336,67.19912386700912,0.4188799322636431,3124.741320384368,307.1507893965605,78.0142758309648,231.951759562108,24966859.46303141,2023,Canadian_Grand_Prix,R,0.056752733625681,-2.4461032091064934,-0.8524591513540214
55,9,MEDIUM,2.0,61.33105454405676,70.04321494251006,0.4702413201496923,4035.854039980546,419.5818857253568,97.95200051026926,700.3883358643415,54782443.24121328,2023,Belgian_Grand_Prix,R,-1.774646196906732,-2.438080300894364,-0.3117146400458011
11,55,SOFT,12.0,57.07014633255432,64.17862510591628,0.4077557092178759,3463.8451966138573,526.2786318657172,173.5287864250641,295.91617579530714,29000054.0595376,2023,São_Paulo_Grand_Prix,R,-0.6633474409025512,-1.4138579811968155,1.45802280707812
11,32,HARD,2.0,54.70126592024662,63.04462583402787,0.3807583124432104,1649.615083002527,312.0072771555768,93.56303078833614,111.13743056182638,23160382.23120937,2021,United_States_Grand_Prix,R,-0.6263884128362759,-2.4573969848226245,-0.5175363053761134
2,62,MEDIUM,5.0,43.3791677919396,48.37629019503933,0.4636852699553502,2635.3672420847097,509.5576384802517,92.4947122886328,406.3613769221632,19838611.35880489,2024,Monaco_Grand_Prix,R,0.5147921851758244,-0.2891610201944488,-0.612845003498743
11,37,HARD,30.0,66.02408562216112,76.31081752777736,0.3513767771071437,3848.629700910855,604.5845566545898,146.386897749213,219.1937716785676,41918995.16809417,2024,Saudi_Arabian_Grand_Prix,R,1.3063747687999694,1.8752404897826689,0.7611816003858406
14,66,HARD,26.0,57.06453704905777,67.93356598091178,0.3981966014500911,1676.7406910130908,367.9473298493258,75.84664815347361,138.43442981559969,20812874.162786867,2021,Portuguese_Grand_Prix,R,0.6008495683284288,-0.4411176417719623,-0.8480405193474881
63,55,HARD,2.0,54.11992521970344,62.728296875244105,0.4146050681100698,3241.762022281559,442.6217903582335,78.67158386209724,220.9124544425601,25874048.90847408,2024,Hungarian_Grand_Prix,R,-2.0729820021523087,-0.5128774166029849,0.5842976712871291
81,45,MEDIUM,6.0,52.38088674593848,57.54850402335334,0.4159909878208171,3330.2057612118497,454.1331044876481,84.913766366527,283.4787390458365,25925857.313908894,2023,Hungarian_Grand_Prix,R,0.6248847646021335,-1.533335904352291,-0.8409491997432347
40,47,HARD,27.0,49.21149779183041,57.36171761391297,0.4292247224203059,2971.851420905256,332.6878104532448,59.54003023772814,262.8194263340686,27351648.56318628,2023,Singapore_Grand_Prix,R,-1.149032551884691,2.01301454137729,0.5554855811616857
31,47,HARD,27.0,63.514622241339865,74.60797376345529,0.3699142008643652,4008.616118033647,387.6025619352396,125.79960300620216,397.5213886567643,43003438.61508898,2023,Las_Vegas_Grand_Prix,R,0.8833921113902129,0.244351936348326,1.3785541497939144
1,62,SOFT,9.0,57.40500077649695,64.88758100468759,0.3731333697114699,3590.473550839501,603.5059589310346,98.409379362648,387.0676022750559,29810379.35619509,2022,Dutch_Grand_Prix,R,2.68116581178069,-1.901330449983689,0.106465325809395
77,19,HARD,19.0,42.33552786876603,49.815266736190296,0.4498394542303626,2629.8540630898606,494.5101681132485,85.03579164598523,281.5393749540112,19289669.01026111,2023,Monaco_Grand_Prix,R,-1.0633377265764044,0.0101895310984698,1.8826580965440451
20,56,MEDIUM,18.0,55.52466836654367,64.6601051289805,0.3674709523895638,3834.915801788236,487.6425902214839,113.36854686813058,513.1944038592684,41701399.20098575,2024,United_States_Grand_Prix,R,1.6877292130525754,-0.1462329828843858,1.7454976426544462
5,47,MEDIUM,32.0,59.93986941349963,71.33242575199142,0.3777880901133779,3743.489366762244,402.56863904113845,90.95222080907764,491.7914522084914,31663021.3309779,2022,Emilia_Romagna_Grand_Prix,R,-0.0494913279178953,-0.4234257685608829,1.064395616531236
27,58,HARD,25.0,58.68013059975405,69.07324058519256,0.3669361448379576,3282.83043849153,410.2053168504755,114.35754058978412,222.50870892492927,31855845.22402645,2023,Abu_Dhabi_Grand_Prix,R,0.7020052495788813,1.2153727883522651,0.8331362143804175
10,30,HARD,13.0,66.22771055008906,74.18225574007111,0.3524664739336741,4691.484313486525,362.7042060131128,127.56208576630536,738.5177756947994,46888359.593813576,2022,Italian_Grand_Prix,R,5.699704155913148,0.4820104753401422,-1.1859510197729628
16,37,HARD,4.0,55.289649981002526,65.95244640185746,0.396768722896767,3660.337562374536,300.08130129416645,64.47865582890087,278.3796973730485,33428684.49693008,2023,Bahrain_Grand_Prix,R,0.3386689916373189,0.2144047609107612,0.8984720017389536
20,44,MEDIUM,2.0,59.3789980426057,68.3662274907555,0.385941768860341,3450.927505565324,501.7795639988166,70.35369483013835,329.15715924927747,30076939.7035804,2023,Spanish_Grand_Prix,R,-0.1130997073796639,-0.0272550909695177,-2.04280517981252
20,41,MEDIUM,12.0,53.59519781351782,62.32013770525478,0.3877199905185065,3371.3934288547584,503.23580044551215,149.87413915020286,438.9071637287896,35211888.394403294,2023,United_States_Grand_Prix,R,3.8122404945164834,-1.1615242659668727,-0.6345124796530561
27,43,MEDIUM,9.0,50.82919384641555,51.00429559507722,0.4302850356809148,3386.958723250072,298.4933763343108,49.67832600219291,920.5209935262548,29014656.663639084,2023,Mexico_City_Grand_Prix,R,1.154047010672533,0.2657536052344402,0.7980634494472076
22,44,MEDIUM,13.0,55.80380000080374,64.18080335667273,0.3839565705554387,1738.6713680371518,365.5551104526513,71.96831484884459,128.35979982653305,19340266.557964534,2021,Dutch_Grand_Prix,R,-0.3579649041780645,0.1426928678502577,-1.581517400252244
16,25,MEDIUM,4.0,53.09326138439482,61.27334892256896,0.4108470285763058,3211.325671432686,421.0782595789586,94.28649621934112,695.1229783427387,30602262.10545152,2022,Spanish_Grand_Prix,R,0.384535872358683,0.6943992249270854,-0.6368924931793699
1,10,INTERMEDIATE,3.0,55.25247238078096,60.4760636052232,0.3987542451473846,3665.505578602246,410.5316781276831,108.130467088516,726.1523902984536,40957529.77675019,2022,Japanese_Grand_Prix,R,-0.8162862712409303,-0.8332943283350683,-0.905159883412819
77,46,MEDIUM,13.0,50.02028835820985,57.8032465158496,0.4449697837482092,2991.7019936513634,338.0819166419837,83.47470760082241,345.56758905689856,28241149.065970425,2024,Singapore_Grand_Prix,R,0.8375201963393201,-0.4582484815870512,1.4243369801845849
22,43,HARD,25.0,66.24052609006917,75.02694436848581,0.3451928416478845,4696.723595775756,343.81795912673624,144.37806995554772,690.9880246119236,46360410.54203286,2022,Italian_Grand_Prix,R,-2.477256919866304,-0.0786619284163018,1.6160110485524468
1,44,HARD,18.0,64.14872961353589,72.75346931766418,0.3607582418963642,4458.374077897334,355.07688182940296,67.69131551759901,904.18162967925,51828355.66551337,2023,Las_Vegas_Grand_Prix,R,-0.8389274642002508,0.6911213028565624,0.5595111274596974
31,46,MEDIUM,8.0,64.02421214581767,76.76254095568827,0.3847469577844055,3862.5544599747536,557.4499122222079,84.3953628275536,256.57133088557686,41467218.76063561,2024,British_Grand_Prix,R,3.8039185897943866,0.5600667436574083,-0.7831696155852864
4,40,SOFT,9.0,66.29920009097617,77.74487303016538,0.3308987990820606,4155.6823971123695,597.1025655446207,149.51960253669714,548.0189795309725,45116644.541825406,2024,Saudi_Arabian_Grand_Prix,R,-0.9664430096242472,-0.944406119621478,1.58746069401066
47,61,HARD,29.0,56.06795209189543,61.88138000691459,0.3996969305570467,1691.191984794564,347.85566731004764,95.78387896765554,125.50843385301783,19849567.621278405,2021,Portuguese_Grand_Prix,R,0.7208599206429466,0.0209915738868771,-2.169797240153672
77,52,SOFT,20.0,63.26590513853903,71.86234876203838,0.3727185466005827,4069.903473797925,477.2781244942964,94.27057862738944,308.877482014856,43513726.60427268,2023,British_Grand_Prix,R,-0.4854386743786332,-1.9368053438354909,1.8103763051736772
23,24,HARD,7.0,63.64932161836883,66.70393689711257,0.3944454309116748,4062.811997827032,557.1596664106227,140.81709376654987,431.86242968964257,48062234.19732246,2023,Saudi_Arabian_Grand_Prix,R,-0.8920285846938482,0.0510946355662645,-1.6646982824923942
11,44,MEDIUM,11.0,57.5131803229202,69.51222820397071,0.4064599697657278,1654.1939569626395,231.3032774677129,59.625467404099446,115.56066248417562,19949174.002445176,2021,Bahrain_Grand_Prix,R,-2.622705644599081,-0.037700585985694,0.6553243775554256
63,52,HARD,35.0,58.71966979826907,65.59433188939491,0.39172709298187,1846.141502142017,286.35387902682663,68.84579507838242,132.09527627514794,25489801.323493183,2021,French_Grand_Prix,R,2.43612868635584,-0.0731492464796055,1.039845414524832
43,46,MEDIUM,7.0,55.66242394739174,63.34968321742711,0.4059254759866263,3380.6747781883605,477.05480022254113,126.38837317462742,710.59005538248,37273693.54505741,2024,United_States_Grand_Prix,R,-2.2242881301294277,0.8280101997967945,0.5912406655332273
23,6,MEDIUM,6.0,62.56699924144776,72.14989183051777,0.3606631814487814,3986.349758954655,494.4935554522342,110.87855869491617,271.93054947826806,37168773.30881081,2023,Australian_Grand_Prix,R,-2.073273777406343,1.2883239920468774,-3.2479249429268933
55,15,HARD,2.0,50.71323705614793,63.12827979818266,0.4404581346870767,3285.927218882593,374.2850283519383,122.32837282813522,775.7656509750811,31129956.115441084,2024,Singapore_Grand_Prix,R,-1.438402772218702,-0.2555793236712239,0.7890409259956149
5,4,MEDIUM,5.0,65.58607780654322,71.9526825425162,0.3837586624743938,4382.30872758962,268.47994331774106,52.84810473341847,804.8085654181847,45246121.13961872,2022,Italian_Grand_Prix,R,-2.495149754518909,-0.5719075072479544,0.4920188188434809
10,46,HARD,33.0,66.03801067836295,79.20112715613456,0.2938449712581819,1825.2605649993577,400.90336712208295,146.45179722392552,131.74187225775577,27892607.125385977,2021,Saudi_Arabian_Grand_Prix,R,-1.1966996594185062,0.1556062406627474,-2.223784773403146
4,2,MEDIUM,3.0,51.50750567710258,52.17314044346436,0.4339173359822805,3530.8511783817075,277.1369450673615,113.23897458015936,566.0645895026169,37739457.977890864,2023,Las_Vegas_Grand_Prix,R,-0.5291534741949406,-0.5943438090742973,1.549857929080087
7,43,HARD,12.0,53.57546910266003,61.317256469408704,0.4176908833671457,1571.2993521581363,307.3364705009193,73.89209081568703,172.89917619413993,22139475.25018648,2021,United_States_Grand_Prix,R,-1.940756628037848,1.5837167860903434,-2.8028497501638614
47,43,SOFT,10.0,67.3223614146337,76.6523009799561,0.3379277077184925,4791.380025469536,355.2415152340385,81.53319172905914,708.4589349243239,47430449.51941095,2022,Italian_Grand_Prix,R,-0.2774011268540775,-2.987835068044339,0.0075665739233459
77,11,INTERMEDIATE,5.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Japanese_Grand_Prix,R,1.301006774055044,0.5406593487847668,0.8600259816118752
44,53,HARD,16.0,70.41640470056139,79.22679002693644,0.3404074624134124,4304.753045290705,362.9183018978079,107.43306850713236,583.3429990574468,43044507.35972312,2024,Italian_Grand_Prix,R,0.7184866557626571,1.868670658093338,0.9842342550089004
4,35,HARD,2.0,56.82150356725384,64.49973429474937,0.4041279911546433,3508.0760076013203,359.3484003876809,68.61462930234114,608.6586921483809,34000326.194945335,2024,Bahrain_Grand_Prix,R,0.2688357387805308,3.4781928488589204,-0.7486920955291924
1,48,HARD,10.0,65.22391205347297,74.4789085434545,0.3578223083993164,3842.814355909337,574.9786183861853,80.66389549112696,242.74091421665668,41142751.460033976,2024,British_Grand_Prix,R,-1.6956238718260113,-1.516598311785475,-1.2192841763435058
18,44,SOFT,10.0,58.90887965470569,65.64898993624641,0.3940999620865245,1723.2125005739324,294.6261612129021,66.66245549925166,115.5152123581309,23922231.24925239,2021,French_Grand_Prix,R,-1.420900005603405,0.6563208331062734,0.3530750153713246
9,35,HARD,2.0,55.61651690104268,59.96288831917043,0.4132505139432521,1563.8267942922794,364.1307443620808,92.65710184489863,100.1248842156372,18455654.806177966,2021,Dutch_Grand_Prix,R,1.9819930929422105,1.63842186723725,-1.4527897558671616
4,55,MEDIUM,33.0,56.60291336797766,67.899503296823,0.4017072429647337,1636.7547065756874,356.98270132725844,80.9237924467193,108.31796444722448,19701927.743342496,2021,Portuguese_Grand_Prix,R,3.267783209331735,-3.474421331764136,0.0903028504226432
63,63,HARD,18.0,56.38629817186113,69.87471096451391,0.3972883138372841,4120.30161411075,387.01884520840406,69.643926066052,678.6931659998256,32985567.02253825,2022,Canadian_Grand_Prix,R,0.9689035411857898,0.4703109669088384,-2.0932016768544663
31,67,HARD,53.0,52.17890463735196,57.53362136251072,0.4263234624869054,1488.030754113544,221.4323560164041,50.57210322204511,114.31086625067876,15576876.907626793,2021,Mexico_City_Grand_Prix,R,0.9563140783434128,-0.7065021778821823,-1.4968171809332498
44,50,MEDIUM,32.0,59.76300300123774,71.5062218430676,0.4134173611160961,3426.1230585682965,421.3138036385153,92.96761228586428,230.6249650334212,29998552.960922822,2022,Emilia_Romagna_Grand_Prix,R,0.2069139275615899,3.18604929757114,-0.0134221511172763
20,49,SOFT,14.0,50.85256921350644,55.404789634428006,0.3976983593359015,3356.8949597366222,339.9883201939762,55.066687501192725,617.8014902337417,28396872.16175498,2022,Mexico_City_Grand_Prix,R,-0.8158760530019029,1.2488760571379565,-1.4440848921304557
11,50,MEDIUM,7.0,62.01638040848088,73.2711885972854,0.3437637745276772,3785.120504251172,509.2563291145695,114.43851761005097,235.9841478796512,37217175.75465606,2023,Qatar_Grand_Prix,R,-0.1341486490080781,-1.9569262141024084,2.034494378898281
4,50,SOFT,11.0,56.6731068801054,61.81442758271194,0.3822801977756984,3526.012423935392,647.6938668056686,105.70816411271434,420.9386232331027,31203032.83850544,2023,Dutch_Grand_Prix,R,-0.1025557258081542,-2.0049789538969827,-0.3784006917686487
30,67,INTERMEDIATE,38.0,51.72750128555541,58.87771844342369,0.4263906913809067,3248.123177145601,335.6471997348777,58.78010699730186,218.39843347499263,25195584.736711424,2024,São_Paulo_Grand_Prix,R,-0.1911239242297528,-1.050699974547106,-0.3581955776380944
1,58,SOFT,10.0,57.38720912695676,65.02519644679604,0.39105030163012,3529.4216633452043,639.7188334914592,140.83043101055293,581.8236361375606,29402091.531779982,2023,Dutch_Grand_Prix,R,-3.470291072140284,-0.3474651000527046,-1.2638822984516558
