Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
55,47,HARD,27,97.666
4,46,HARD,26,98.046
44,47,MEDIUM,3,95.867
16,46,HARD,26,98.275
1,61,MEDIUM,21,96.575
10,46,HARD,26,98.277
81,46,HARD,26,98.492
11,61,MEDIUM,22,97.108
40,47,HARD,27,99.028
20,48,SOFT,8,98.107
23,46,MEDIUM,3,97.342
24,46,MEDIUM,26,99.316
27,50,HARD,30,99.923
2,45,MEDIUM,2,98.531
14,47,SOFT,5,96.456
63,46,MEDIUM,2,96.273
77,51,MEDIUM,11,98.075
31,33,HARD,13,99.93
