RelativeTime_s,Speed,Throttle,Brake,nGear,RPM,DRS,Distance,RelativeDistance,X,Y,Driver,LapNumber,Compound,TyreLife
0.0,215.46153846153845,100.0,False,4,11319.030769230769,12,1.6527730968952419,0.0003044407256486995,-1279.8001407854913,-431.6115082904547,1,37,MEDIUM,2
0.1,218.0,100.0,False,5,11427.0,12,7.128888888888888,0.0013131409934486723,-1241.1581554324707,-461.41893498765927,1,37,MEDIUM,2
0.2,222.275,100.0,False,5,11557.625,12,11.906568647967168,0.0021931893772850347,-1204.0,-490.0,1,37,MEDIUM,2
0.3,227.0,100.0,False,5,11702.0,12,17.217777777777776,0.003171513845773165,-1154.874525891077,-527.6229521124222,1,37,MEDIUM,2
0.4,227.0,100.0,False,5,11702.0,12,17.217777777777776,0.003171513845773165,-1154.874525891077,-527.6229521124222,1,37,MEDIUM,2
0.5,229.0,100.0,False,5,11562.0,12,29.939999999999998,0.005514946572547994,-1011.5231250758242,-637.0170903895716,1,37,MEDIUM,2
0.6,230.66249813333334,100.0,False,5,11329.487761066666,12,33.628547491967225,0.006194376844709154,-971.0,-668.0,1,37,MEDIUM,2
0.7,236.0,100.0,False,6,10583.0,12,45.673333333333325,0.008413025822428479,-846.8643439990005,-763.1945565652351,1,37,MEDIUM,2
0.8,236.0,100.0,False,6,10583.0,12,45.673333333333325,0.008413025822428479,-846.8643439990005,-763.1945565652351,1,37,MEDIUM,2
0.9,241.2124992,100.0,False,6,10932.374976,12,57.527642516292374,0.010596589008750597,-760.0,-830.0,1,37,MEDIUM,2
1.0,241.2124992,100.0,False,6,10932.374976,12,57.527642516292374,0.010596589008750597,-760.0,-830.0,1,37,MEDIUM,2
1.1,243.0,100.0,False,6,10986.0,12,67.18444444444444,0.012375371463508015,-730.7117351003291,-852.5881192904968,1,37,MEDIUM,2
1.2,245.73999872,100.0,False,6,11125.05493504,12,76.55252576213547,0.01410097159558387,-695.0,-880.0,1,37,MEDIUM,2
1.3,247.0,100.0,False,6,11189.0,12,80.90666666666665,0.014903004142605755,-662.8524546204779,-904.6096099773484,1,37,MEDIUM,2
1.4,252.0,100.0,False,6,11251.0,12,92.10666666666665,0.01696604360862237,-540.2492420447753,-998.3733963524307,1,37,MEDIUM,2
1.5,252.0,100.0,False,6,11251.0,12,92.10666666666665,0.01696604360862237,-540.2492420447753,-998.3733963524307,1,37,MEDIUM,2
1.6,254.9142857142857,100.0,False,6,11353.971428571429,12,101.79419439772683,0.018750485754810548,-440.0,-1075.0,1,37,MEDIUM,2
1.7,258.0,100.0,False,6,11463.0,12,112.1733333333333,0.020662322651902144,-359.6316724940902,-1136.390117057278,1,37,MEDIUM,2
1.8,258.0,100.0,False,6,11463.0,12,112.1733333333333,0.020662322651902144,-359.6316724940902,-1136.390117057278,1,37,MEDIUM,2
1.9,258.0,100.0,False,6,11463.0,12,112.1733333333333,0.020662322651902144,-359.6316724940902,-1136.390117057278,1,37,MEDIUM,2
2.0,262.2124992,100.0,False,6,11233.4315872,12,133.7944157197817,0.024644924996655698,-246.0,-1223.0,1,37,MEDIUM,2
2.1,264.0,100.0,False,6,10480.0,12,144.28444444444443,0.026577187787604553,-188.35275104064516,-1266.8904830064807,1,37,MEDIUM,2
2.2,264.9624992,100.0,False,6,10544.808279466666,12,149.9689306355891,0.027624269872993653,-118.0,-1321.0,1,37,MEDIUM,2
