Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
16,39,HARD,13,97.834
55,42,HARD,21,97.763
1,42,HARD,17,98.117
4,55,HARD,24,97.679
81,42,HARD,10,97.883
63,42,MEDIUM,2,97.656
11,45,HARD,19,98.514
27,51,HARD,24,98.404
30,54,MEDIUM,18,98.091
43,46,MEDIUM,7,97.611
20,56,MEDIUM,18,98.21
10,55,HARD,37,98.311
14,52,HARD,27,99.261
22,54,HARD,36,99.193
18,54,MEDIUM,27,99.214
23,54,HARD,21,99.084
77,53,HARD,38,100.575
31,53,SOFT,5,97.33
24,53,HARD,18,99.272
