Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
44,43,HARD,17,97.575
33,28,MEDIUM,2,98.396
55,40,HARD,26,99.294
3,24,HARD,2,99.124
77,31,MEDIUM,3,98.216
14,44,MEDIUM,8,98.686
4,39,HARD,11,97.423
7,34,HARD,19,100.289
11,45,MEDIUM,9,99.215
63,40,HARD,27,100.596
18,35,HARD,23,100.464
5,44,HARD,18,99.251
10,35,MEDIUM,2,98.279
31,34,HARD,19,100.598
16,45,MEDIUM,10,98.994
99,39,MEDIUM,3,99.058
22,42,HARD,29,99.96
9,24,HARD,10,101.713
6,42,HARD,29,100.0
47,22,HARD,2,100.276
