Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
55,44,SOFT,5,90.813
11,47,SOFT,8,90.937
44,52,SOFT,13,90.51
16,52,HARD,27,91.282
14,47,SOFT,8,91.609
4,47,SOFT,7,91.645
1,44,SOFT,5,92.354
47,48,SOFT,9,92.109
5,52,MEDIUM,15,92.471
20,52,MEDIUM,30,92.661
18,52,MEDIUM,15,92.379
6,48,SOFT,10,93.286
3,34,SOFT,2,92.644
22,51,SOFT,13,93.832
31,37,HARD,15,93.537
10,18,HARD,3,94.614
77,19,MEDIUM,18,95.103
