Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
55,48,HARD,7,80.031
16,56,HARD,22,79.813
4,49,HARD,10,79.915
81,54,HARD,16,80.199
11,47,HARD,12,80.388
18,49,HARD,13,80.93
22,46,HARD,10,81.134
14,52,HARD,12,80.493
27,46,HARD,11,81.145
20,44,HARD,11,81.082
23,46,HARD,19,81.618
3,46,HARD,17,81.239
10,51,HARD,10,81.09
77,48,HARD,12,81.422
24,49,HARD,14,81.327
31,45,HARD,10,81.354
63,53,HARD,8,80.284
44,11,HARD,4,82.444
1,3,MEDIUM,3,83.115
