Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,68,SOFT,12,73.422
4,61,SOFT,5,72.486
14,54,SOFT,7,74.442
11,55,SOFT,12,74.124
18,67,SOFT,17,74.007
55,59,SOFT,11,74.406
10,48,SOFT,2,74.521
44,59,SOFT,16,74.739
22,64,SOFT,12,74.231
31,53,SOFT,2,74.206
2,51,SOFT,7,75.738
27,66,SOFT,23,75.036
3,68,SOFT,13,73.866
81,66,SOFT,19,74.31
63,55,SOFT,13,74.934
77,20,MEDIUM,2,75.731
24,17,MEDIUM,2,76.232
