Driver,LapNumber,Compound,Year,Event,SessionType,LapTimeSeconds,Energy_Index,MeanAbs_Jerk_Long,MeanAbs_Jerk_Lat,Avg_Speed_mps,Brake_Aggression,Max_Lateral_g,Max_Longitudinal_g,TyreLife,PC1,PC2,PC3
14,56,SOFT,2023,Dutch_Grand_Prix,R,73.837,27892209.903950773,3419.1475560048907,632.3682600571678,57.520939987933545,0.3888733031703777,101.48484592671775,318.4501725033302,10.0,0.9811470183629747,-1.2128775031594166,1.3511161620416379
16,33,SOFT,2023,Dutch_Grand_Prix,R,77.277,31839933.322950173,3837.478392636255,572.7486861612489,53.58611170456531,0.4253565781416729,94.79926749343906,505.2807866591462,22.0,1.226487726625398,-1.5280345001845743,0.14010508658307969
18,37,SOFT,2023,Dutch_Grand_Prix,R,75.171,29993724.61717724,3398.6157890539293,598.1237399811624,56.37140987720714,0.3639625874329039,123.34914654931208,334.85052068232164,3.0,1.2206864171469607,-1.149358012946695,1.7283668602570237
20,37,MEDIUM,2023,Dutch_Grand_Prix,R,75.489,29333780.318930563,3411.017006407347,620.3319394883983,56.23171251806152,0.4089397483909366,210.3363398153671,325.0459124167379,2.0,1.4562926268938203,-1.5473231417275009,0.7013402961940146
22,35,SOFT,2023,Dutch_Grand_Prix,R,76.253,28083528.43837496,3541.959166080577,625.7442365667823,55.6076309442672,0.3873185403685972,121.61330085004576,269.55882072202087,25.0,0.9900718337662409,-0.9814429451751543,0.8785136490518113
23,55,MEDIUM,2023,Dutch_Grand_Prix,R,74.468,29932883.07281799,3524.9585377572894,602.7541528233072,56.42189970325767,0.4164172595546325,112.76156926149524,223.907749114074,11.0,0.6355800436726907,-1.3907311378477822,0.5793000486431197
24,39,SOFT,2023,Dutch_Grand_Prix,R,75.417,29297255.398791708,3427.81745778145,627.5298080057555,56.34770805386942,0.4153246902668431,197.87264676449303,387.5440985892217,2.0,1.6591502501575985,-1.6807805779814091,0.9699145302037107
27,53,SOFT,2023,Dutch_Grand_Prix,R,74.472,28827663.060334485,3433.4719880883963,616.7344431149289,56.92932095729631,0.3961822573448437,114.76330930278442,232.5339690834336,5.0,0.8802313046661226,-1.3725544473262654,1.3885495470340976
31,51,SOFT,2023,Dutch_Grand_Prix,R,74.57,27919276.45329129,3471.205321463016,615.0606433382006,56.67690101273702,0.4321353005780132,135.08020888907447,299.0428922669871,8.0,0.9451709639295391,-1.6871047617174413,0.7543605658934723
40,49,SOFT,2023,Dutch_Grand_Prix,R,74.82,31872951.080123723,3737.681434040865,615.0004913763206,56.48856344545681,0.4004675519369317,100.05646750219772,589.0346014883086,3.0,1.7177294620965884,-1.5629500641388876,1.07217040464271
44,58,SOFT,2023,Dutch_Grand_Prix,R,73.904,29894641.651055664,3546.8854800902723,679.09566237614,57.24781931160207,0.3982277970481292,108.33802882063256,301.4674179845401,13.0,1.2439351687478188,-1.261034444841978,1.1492782881277166
55,54,SOFT,2023,Dutch_Grand_Prix,R,74.934,27784595.92749768,3235.9166645155624,591.1459835957583,56.46679671075558,0.4223906783775422,110.39507008653244,237.8041524823041,15.0,0.4921007478215826,-1.4277549184029177,0.7862106307183584
63,54,HARD,2023,Dutch_Grand_Prix,R,75.124,27113188.07146029,3194.9807012526235,543.1884233236958,56.33179923095712,0.390572150219773,98.59337473100727,241.5193582525289,38.0,0.09256901515837625,1.1576051913044292,-0.8303911903614858
77,49,SOFT,2023,Dutch_Grand_Prix,R,74.698,30751986.33942847,3824.316739316268,636.5074227820692,56.6729584477534,0.4123877211390646,153.8332862816868,426.9011902820395,2.0,1.7698209875164543,-1.6540434340270318,1.0290597526534984
81,54,MEDIUM,2023,Dutch_Grand_Prix,R,74.299,27715603.63759557,3341.485943570103,637.4120365190537,56.97919117323774,0.3743284918680373,113.752099053408,266.6525149972824,8.0,0.8250653267671851,-1.0852524406620867,1.1874492056415322
1,32,MEDIUM,2024,Belgian_Grand_Prix,R,106.128,49274690.98119415,3955.556885097,478.1461431485375,65.3343077093851,0.3522762254613488,117.13426767829806,362.73029900367135,4.0,2.495553367822909,0.0967049288898673,1.2325442277645098
2,43,HARD,2024,Belgian_Grand_Prix,R,107.49,50161364.35006809,3905.309905629791,480.5338845257516,64.3750412163668,0.3542475362840496,166.32380231241945,439.6590156658771,19.0,2.872189665284136,2.0671510029974574,-0.42933618839318277
3,37,SOFT,2024,Belgian_Grand_Prix,R,107.435,51075699.46823511,3941.909568698652,438.3246031833872,64.53340973022753,0.3427503540559679,102.45533960284104,434.301764693756,16.0,2.630570442608728,0.3594362732370881,1.3713126346795177
4,31,HARD,2024,Belgian_Grand_Prix,R,105.563,49729105.568088055,4061.4318118293313,421.3845419608324,65.67686084615603,0.3559356456282643,98.47410838937284,283.93752227929286,2.0,2.1027093745240832,1.8418291694583406,0.23094325463227267
10,30,HARD,2024,Belgian_Grand_Prix,R,107.418,47174260.51268354,3773.823958920012,487.631293987438,64.74996330956066,0.3650416152773916,115.9421747249434,288.8022999234996,2.0,2.1257111761098666,1.6290282125535853,-0.012572850300630465
11,44,SOFT,2024,Belgian_Grand_Prix,R,104.701,54800795.00845535,4483.5756578446135,540.5037344647441,66.22291909848936,0.3372605080516722,223.0233527705764,471.6366956252813,2.0,4.297479118835776,0.19657778260842554,1.7816258391609203
14,42,MEDIUM,2024,Belgian_Grand_Prix,R,108.051,48438813.570352994,3780.171128064733,468.9990398221241,64.23770734380894,0.3399588228498061,137.5634334284244,315.9611411002918,29.0,2.334104469546154,0.6869910271329497,0.7468548250648676
16,33,HARD,2024,Belgian_Grand_Prix,R,107.013,58673813.03343953,4560.385499867515,524.2969796512941,64.79168508607044,0.342296824507051,169.31502135122213,590.8362890101552,8.0,4.118427609652211,1.9824384439259917,-0.0818925724403122
18,44,MEDIUM,2024,Belgian_Grand_Prix,R,108.105,55978626.7657261,4406.870733287866,514.7936942576698,64.12131081911198,0.3398256747331032,201.3170422368828,504.8297714753271,32.0,3.8704891718175585,0.7424977546007535,0.49266711781899736
20,44,HARD,2024,Belgian_Grand_Prix,R,107.848,54706127.53275961,4379.433001736909,505.514333934089,64.35497305616083,0.3480499360318924,130.9406073178471,497.8806747891553,27.0,3.2906929832712493,2.289870692233634,-0.5484754694049122
22,44,SOFT,2024,Belgian_Grand_Prix,R,107.969,51103662.753499866,4062.9041735867313,505.3460744041936,64.2313061653881,0.3266225416200371,244.94192718325587,474.1250550873418,29.0,3.873496978367452,0.732972945258929,1.0988559704753926
23,44,HARD,2024,Belgian_Grand_Prix,R,107.996,54095278.08502297,4174.190440242584,487.58281558198087,64.14132684471959,0.363479515684416,260.6166126027802,476.50415976650834,21.0,3.813682100900944,2.0535788192905313,-0.6984139073443333
24,2,HARD,2024,Belgian_Grand_Prix,R,112.099,46767860.39742304,3736.776659241741,421.8923490258258,61.87080148464061,0.3830301806401865,121.52614167970398,370.09995480351193,2.0,1.9567581706942663,1.2988196430324512,-0.5721364536717309
27,44,MEDIUM,2024,Belgian_Grand_Prix,R,108.954,55080219.6146412,4210.645795060007,421.820341968818,63.786950576216185,0.3540578899140185,93.56760430494236,889.4951721007061,24.0,3.4537566390699905,0.3420865089730279,0.2451207582454798
31,43,HARD,2024,Belgian_Grand_Prix,R,106.957,49972243.443159215,3768.4499305873,504.2914568757139,64.85908297801983,0.3700409613421172,121.43579167743871,341.7338599015218,13.0,2.380319662149479,1.8274662744200456,-0.3407187397182047
44,33,HARD,2024,Belgian_Grand_Prix,R,106.653,59579536.45723625,4576.8103908397225,499.40764132669,65.00023614979246,0.3250700581157336,98.08437262055212,600.8594524313996,7.0,3.7419509181957085,2.1447468774916607,0.24012647028158368
55,44,HARD,2024,Belgian_Grand_Prix,R,106.364,57664199.862738535,4388.817026322193,505.5080296372718,65.16750466583149,0.3717280817216579,94.40385121413176,786.10036878324,16.0,3.6926784946180145,1.8299138673110273,-0.7095305961293135
63,44,HARD,2024,Belgian_Grand_Prix,R,107.113,52830972.69049968,4118.362789975888,497.3619886307016,64.90025903107853,0.3391513252058055,88.8685282645975,487.9778101060712,34.0,2.7914397559147783,2.538225919975084,-0.5044174444684054
77,37,MEDIUM,2024,Belgian_Grand_Prix,R,107.019,50573196.161574654,3755.332100220055,442.7674411201272,64.8928838708767,0.3519872737506238,107.3104788361025,521.6724408486843,2.0,2.579055452391638,0.025921099270339462,1.1472830759755557
81,32,HARD,2024,Belgian_Grand_Prix,R,105.84,51365797.77230444,4123.102506511377,500.56478232711504,65.59677756017919,0.3409086541145145,155.14049935273854,376.67696349359255,2.0,3.0403482852022656,1.9225906480654553,0.2954689580727288
1,51,SOFT,2022,Bahrain_Grand_Prix,R,95.44,35455635.99878505,3766.9027293634,353.7247790574136,56.0828130426585,0.4009932020518603,76.67441280420773,344.0631117142572,11.0,0.5198360423200409,-2.062995244943181,0.6382391048044603
3,50,SOFT,2022,Bahrain_Grand_Prix,R,97.261,32599889.695949733,3295.197977794411,345.5061110894025,54.92698804674698,0.3868156287968294,117.69733589663896,339.4068856961879,6.0,0.4243533799995008,-2.1141035843107874,0.8055293836369959
4,51,SOFT,2022,Bahrain_Grand_Prix,R,96.988,38274441.35830397,3851.9477092308,354.7763079916576,55.21286565537148,0.4120678083936822,209.51278989529808,621.785138258071,9.0,1.9793339564993209,-2.285812921592049,0.15488811563758897
6,51,SOFT,2022,Bahrain_Grand_Prix,R,98.251,35926935.53648026,3772.640469468337,337.0010126645886,54.33718694880128,0.4248459261316046,220.13527430036467,582.1873829645758,9.0,1.704686365222146,-2.4595526205134313,-0.07932445120421003
10,34,HARD,2022,Bahrain_Grand_Prix,R,97.324,39305899.234826185,3949.0562140310826,369.3601018036871,55.04523102536513,0.4026498644137517,177.06261121411964,769.9718002029931,2.0,2.0774345625311996,-0.6185972602938853,-1.1797878008385363
11,52,SOFT,2022,Bahrain_Grand_Prix,R,96.089,30692487.20654516,3268.167909159251,338.8990003560729,55.50579177029115,0.4023781412731085,72.42322159845484,222.49139069437035,12.0,-0.26672526107898126,-2.0891604506718253,0.636988707500489
14,44,SOFT,2022,Bahrain_Grand_Prix,R,96.733,33534025.745939884,3352.267153012677,311.57904095087974,55.39466561037505,0.4172524733516525,75.67503814625547,479.5066220808253,2.0,0.29222383763089843,-2.469987601737305,0.4724102429750777
16,51,SOFT,2022,Bahrain_Grand_Prix,R,94.57,36016198.80391755,3765.786491505213,386.3448683766424,56.55440398475143,0.4092745056731399,159.47311349458334,356.6532184312501,8.0,1.1636076890024376,-2.1750483194190697,0.5713308639865949
18,49,SOFT,2022,Bahrain_Grand_Prix,R,97.146,34127334.92388236,3456.962334408792,383.73695223296505,55.21451237476596,0.4096124448311132,168.1919493445539,424.9242611200585,4.0,1.0919458838964005,-2.3786866294856517,0.4694908423891363
20,53,SOFT,2022,Bahrain_Grand_Prix,R,96.623,29136117.63496403,3035.3322887350205,315.30062217118217,55.38324488071963,0.4139421070939458,75.32061932751948,205.0671635999049,10.0,-0.5814865153679989,-2.2365756506608867,0.5344057578538631
22,53,SOFT,2022,Bahrain_Grand_Prix,R,97.104,31113888.368472096,3250.225835202113,326.12041699017914,55.04833325934429,0.412468520232657,65.55641322617589,312.40727335807026,12.0,-0.21496340580723738,-2.2263186954211993,0.40063737018542134
23,50,SOFT,2022,Bahrain_Grand_Prix,R,97.355,34580987.974490374,3286.4867533846937,332.2639865651362,54.8178178214222,0.4135673370888456,189.45219585924275,443.3203663490778,7.0,0.9926805061818369,-2.3308638475911017,0.30986776220080364
24,39,MEDIUM,2022,Bahrain_Grand_Prix,R,96.685,31214129.823045608,3372.595594163909,317.2942607852917,55.47141151496282,0.3919058767960162,78.38230008215743,258.10014213883176,2.0,-0.23514933969746654,-2.1405535261842097,0.5767306293999495
27,49,SOFT,2022,Bahrain_Grand_Prix,R,98.201,32702635.672386102,3457.4964285595524,366.38648819554766,54.339531430188,0.4100783973153554,91.1819935487686,379.390368047984,5.0,0.39413859217827324,-2.425968410379391,0.4468436876521026
31,53,SOFT,2022,Bahrain_Grand_Prix,R,97.11,30515846.97519829,3116.3088545872474,319.165753633612,55.19152298862847,0.4117602184238378,78.36927938686375,267.01384866919966,13.0,-0.33348093056741934,-2.1717451606288876,0.42940019557889875
44,53,SOFT,2022,Bahrain_Grand_Prix,R,96.228,29819846.96691451,3111.280977460861,332.9787324328004,55.49815554763528,0.4035959674548046,69.17094629679443,267.0986932719823,12.0,-0.34530395134283276,-2.117225713878813,0.5878731401610617
47,37,SOFT,2022,Bahrain_Grand_Prix,R,96.956,32528167.379804373,3469.274459370716,321.42856531398905,55.36367029840692,0.4091970874019486,59.20398734385024,469.4882991519421,4.0,0.24293606167286655,-2.3779258901381364,0.5297909087733768
55,52,SOFT,2022,Bahrain_Grand_Prix,R,95.74,31038031.9530248,3296.481796476194,339.684131322509,55.84016400334778,0.407387073902451,72.08154628985719,240.6236813858125,11.0,-0.21256092086673295,-2.1384653706469305,0.6111014708227103
63,56,SOFT,2022,Bahrain_Grand_Prix,R,96.302,32189047.344333462,3473.2477795087043,355.3339826215825,55.51004239106408,0.4071941311034746,68.14124059533121,224.8936232691807,13.0,-0.08389509890555254,-2.114082024104894,0.5499485968785094
77,53,SOFT,2022,Bahrain_Grand_Prix,R,96.599,29919529.19289508,3102.428917547555,314.2297222671297,55.369592760810015,0.4267734951115859,84.78138254582589,240.67322428417663,10.0,-0.44151458710849684,-2.3573333660183327,0.3346281966314289
1,44,HARD,2023,Las_Vegas_Grand_Prix,R,95.614,51828355.66551337,4458.374077897334,355.07688182940296,64.14872961353589,0.3607582418963642,67.69131551759901,904.18162967925,18.0,2.9176871672717217,1.689986999949229,0.1287737056603918
2,32,HARD,2023,Las_Vegas_Grand_Prix,R,97.74,44873735.72734498,4009.107551519281,319.6621497126514,62.57747300012643,0.4005112347123699,67.46969376288132,329.9043908886268,17.0,1.0193788537110295,1.3245032857783632,-0.06917781793456551
3,50,HARD,2023,Las_Vegas_Grand_Prix,R,97.108,39668624.28925792,3650.7455351635913,345.32298372563986,63.20320924852445,0.380074644021064,88.02882094727428,290.11228763775034,33.0,0.7755649536274891,1.8359663087731968,-0.12750762732544
4,2,MEDIUM,2023,Las_Vegas_Grand_Prix,R,119.327,37739457.977890864,3530.8511783817075,277.1369450673615,51.50750567710258,0.4339173359822805,113.23897458015936,566.0645895026169,3.0,0.8668442025860811,-1.825704812759013,-0.3774056740752124
10,37,HARD,2023,Las_Vegas_Grand_Prix,R,96.913,41298056.19260786,3866.118710282101,345.9368019270791,63.298078763098495,0.3577604087661712,89.50774323371185,300.1138046330741,20.0,1.1165741920237169,1.788071984800455,0.4601310595615058
11,40,HARD,2023,Las_Vegas_Grand_Prix,R,95.939,46416864.55399006,4142.361870831927,364.43671739214295,63.91325514147304,0.3728722511478313,74.09398689034634,540.2730192417645,14.0,1.868150676120417,1.5251516674244927,0.30023882116059236
14,42,HARD,2023,Las_Vegas_Grand_Prix,R,96.559,44607783.66861192,4190.116779640345,380.62875367062986,63.27244973485498,0.3887421764235609,94.5134296166884,493.9379889199587,16.0,1.8203103625555344,1.3622877856772917,-0.006443193786663757
16,50,HARD,2023,Las_Vegas_Grand_Prix,R,95.669,40222208.92585748,3795.0767087769273,333.17530238914185,64.17436727471802,0.4006788484126978,79.08111697732055,306.9487884614334,29.0,0.7577810564779849,1.6257916051016572,-0.22236862428539203
18,45,HARD,2023,Las_Vegas_Grand_Prix,R,96.584,42902740.064211465,3874.621492149501,365.90437922666575,63.43636322114679,0.3836254627796988,90.083368600345,288.5083960087147,19.0,1.1439927037501048,1.5425383830166395,0.1800078156603262
20,50,HARD,2023,Las_Vegas_Grand_Prix,R,97.455,41819975.960269615,3853.8377291873417,325.5658744468667,62.94161378228188,0.3580074378291445,80.09455917991087,348.6745110505051,24.0,1.0826935806146258,1.8518133456221761,0.30981553867741346
22,45,HARD,2023,Las_Vegas_Grand_Prix,R,97.587,42363609.84328742,3750.441669788479,320.6302517901837,62.90407502540031,0.3794589187754734,80.79902317362455,552.0005688879216,24.0,1.338187862411436,1.6011174691757508,-0.12645873662226007
23,50,HARD,2023,Las_Vegas_Grand_Prix,R,97.357,40516428.15819919,3631.3937488588135,332.1060715347859,62.9447597020892,0.3866612374035865,75.06945793826121,383.5997090801071,34.0,0.8222998617059477,1.7684110425950526,-0.3134589919233835
24,32,MEDIUM,2023,Las_Vegas_Grand_Prix,R,97.375,41828282.78480212,3801.2700210414328,333.5836168528763,63.052572161358455,0.4100248266987261,68.48238954275516,268.67760411643275,6.0,0.7425082166475585,-0.724190895428611,1.2483805109257602
27,43,HARD,2023,Las_Vegas_Grand_Prix,R,97.565,43522819.75542431,3850.997025592309,428.2727217211139,62.87362958042131,0.3758974129591169,122.4025620532541,469.7537266408806,17.0,1.9240321274286531,1.4526470746436437,0.09643063138811492
31,47,HARD,2023,Las_Vegas_Grand_Prix,R,96.637,43003438.61508898,4008.616118033647,387.6025619352396,63.514622241339865,0.3699142008643652,125.79960300620216,397.5213886567643,27.0,1.7371707743267981,1.8008519782075025,0.05557915484548802
44,48,HARD,2023,Las_Vegas_Grand_Prix,R,95.716,43808860.76406057,4104.280926796002,385.0775848157997,64.29311282440041,0.3777807655471143,97.28664694526148,377.3562201691904,22.0,1.600588614935763,1.6801804674543206,0.17654407546548534
55,47,HARD,2023,Las_Vegas_Grand_Prix,R,95.984,44203174.38063116,4251.785759322806,385.9005268705125,63.98353037365133,0.3862859680967178,76.3205062869294,392.7468929063468,21.0,1.5590623625496778,1.5510097490938382,0.06018339612004496
63,44,HARD,2023,Las_Vegas_Grand_Prix,R,96.071,49070926.79059594,4392.099334361536,416.64095233202187,63.99805388425155,0.3611426829675193,136.1055791898744,844.6560989103621,18.0,3.2636018026380613,1.634148046997677,0.07314200140473814
77,49,MEDIUM,2023,Las_Vegas_Grand_Prix,R,97.562,39500465.89481056,3870.695588331607,312.38840567077773,62.96904698280787,0.3731744129717998,78.59027860247001,319.4752354537707,25.0,0.8408208350986484,-0.013665678243437446,1.2162124112524053
81,47,MEDIUM,2023,Las_Vegas_Grand_Prix,R,95.49,43680829.01727375,4145.7899479658445,361.2603701657732,64.28275641121252,0.359046450271457,122.26173319113865,371.58898087973535,5.0,1.82744756405767,-0.21659670407003,1.914017129231539
1,33,HARD,2023,Italian_Grand_Prix,R,85.24,44646472.14866194,4262.911167066497,282.6824820747112,67.40357020157417,0.3641015530632079,68.88818562255626,830.7365723101617,13.0,2.122657652959327,1.7571868303156053,0.5652100986960769
2,16,HARD,2023,Italian_Grand_Prix,R,86.84,46922162.317563616,4481.057205568432,314.3367661996172,66.11064586741738,0.3534549452296386,141.9140731066362,740.1918123505681,5.0,2.7634047455225144,1.64905589643945,0.7909269583343956
4,24,HARD,2023,Italian_Grand_Prix,R,86.144,48692910.52686445,4857.462068242628,324.29924570473577,66.8484180910136,0.33769522669816,93.35814832585004,768.5775048410278,6.0,2.892387572863673,1.8482589007251953,1.0420519068944831
10,44,MEDIUM,2023,Italian_Grand_Prix,R,85.758,50783616.464342944,5183.257731730844,391.54742910508526,66.9483384574298,0.3396290564395234,205.8312813611684,624.6365276503445,13.0,3.7814874824024067,0.283996098982686,2.008293334384006
11,39,HARD,2023,Italian_Grand_Prix,R,85.522,41377510.45615249,4243.479097848487,309.45418402919046,67.17561806013417,0.3753175405859949,80.2297625062272,374.4128846331192,18.0,1.2096707588985738,1.8243251527033026,0.6144799352168108
14,43,HARD,2023,Italian_Grand_Prix,R,86.105,43880896.52911073,4437.692380010353,278.1599181292575,66.71347495464316,0.3557933332499104,102.02543593162272,450.7369873050723,25.0,1.6427954696306506,2.154120380695546,0.606049283091366
16,38,HARD,2023,Italian_Grand_Prix,R,85.58,41994681.7361727,4439.351973217713,359.1142541306337,67.22323894917874,0.3635808982527095,235.72478795010136,566.8273638461856,18.0,2.8542324089291538,1.8809236657462023,0.48392392278445084
18,31,HARD,2023,Italian_Grand_Prix,R,86.617,39517145.66641622,3924.68357028219,304.4500522849915,66.44089429802985,0.369240535320914,79.90400067392639,289.0278332142137,15.0,0.8106060482055041,1.7866793119979867,0.7662017463754378
20,42,MEDIUM,2023,Italian_Grand_Prix,R,86.278,55158875.45141986,5012.880621541082,323.4014561348418,66.44166834311454,0.3486020916192873,179.76101024970714,590.6899249996751,9.0,3.4236508962661123,0.1949157371998146,2.0470488482904043
23,33,HARD,2023,Italian_Grand_Prix,R,86.389,39486267.27749221,4123.828040916238,288.23581716374065,66.44318308135715,0.3622025972135827,87.5009117492831,462.7288326770182,21.0,1.2318724388834463,1.9344637840615746,0.5679713246389814
24,35,MEDIUM,2023,Italian_Grand_Prix,R,85.983,44019601.72651258,4570.568138536535,305.75960172553084,66.89936177415535,0.3514826905564995,220.16520238221355,555.1372390980532,2.0,2.8387443750671553,-0.03937950258255276,2.1368919718022856
27,50,MEDIUM,2023,Italian_Grand_Prix,R,85.894,45198734.66503421,4402.00725875376,326.3022450873025,66.8930962348696,0.3304156302076947,112.30476544302417,717.8071165755199,14.0,2.5548289801272395,0.33917799729859455,2.100085387824025
31,33,HARD,2023,Italian_Grand_Prix,R,86.963,37335300.61320909,3915.479585699587,327.0065110233865,66.16539248766244,0.3799395478547517,64.31207618782697,586.8644946219501,12.0,1.1979352564984143,1.4710520501471225,0.41741907208976414
40,44,MEDIUM,2023,Italian_Grand_Prix,R,85.842,51152085.02293198,4818.536597538626,347.28939547733285,66.83946428283916,0.3641631034430787,144.31685589620622,797.5913838249294,14.0,3.3157045461796146,0.04931721969500771,1.5953928254033856
44,29,MEDIUM,2023,Italian_Grand_Prix,R,85.582,44159102.86782746,4351.006136008847,297.15026978916615,67.2585309300942,0.3533407733859232,174.3726457735618,728.34330859022,2.0,2.7462319088377893,-0.08269786693555961,2.052992399187726
55,30,HARD,2023,Italian_Grand_Prix,R,85.501,42623677.238875054,4516.3886692450615,306.93940744139337,67.30116267139191,0.3509818051954995,77.43283597655255,607.4285045658378,11.0,1.930486647020054,1.8514413168647643,0.9086612722282383
63,38,HARD,2023,Italian_Grand_Prix,R,85.847,46330436.29834213,4576.12011219423,318.9503357565285,67.05350350358593,0.3597171232941986,84.02631702014925,716.4379717968546,22.0,2.338563117948705,1.988194466188382,0.45594277039268294
77,27,MEDIUM,2023,Italian_Grand_Prix,R,85.988,43932759.836380005,4700.206140422426,340.24826149805665,66.99387220013656,0.354983396350816,153.9664546431765,627.1755523202162,5.0,2.716858055869111,-0.06946053032809799,2.005923710022798
81,43,MEDIUM,2023,Italian_Grand_Prix,R,85.072,48157001.35797121,4726.628946841769,325.074310446699,67.58549845851631,0.3317447920264977,143.16392717476836,762.5640552916093,5.0,3.1575668460301864,0.203056588421218,2.298795072764604
1,54,HARD,2022,Abu_Dhabi_Grand_Prix,R,89.392,36532597.94318558,3850.3415652379495,420.5945866721538,58.15232547431695,0.367804796820064,144.2286101030767,687.9179011795269,34.0,1.7539344812662891,0.5270395504146168,-1.0821625332849498
3,45,HARD,2022,Abu_Dhabi_Grand_Prix,R,90.785,32606921.238052808,3512.576399796912,421.3601453970844,57.36484030956628,0.3715640299519224,101.92321379744756,280.7595242467294,26.0,0.3944517056420745,0.3474813556639848,-0.6769588528160169
4,44,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,88.391,34398932.10867244,3504.032789162544,464.9791096969696,58.86637581023881,0.3861673948728917,104.91436483523172,393.9381056713283,2.0,0.9007186802935162,-1.977009857472124,0.8518408166010094
5,35,HARD,2022,Abu_Dhabi_Grand_Prix,R,90.312,32248806.42113681,3324.1023555790894,428.68415605395296,57.66193354947096,0.374199001125184,76.90741294158114,228.0766589082721,11.0,0.09691729656627794,0.032135948062115664,-0.274706094374573
6,45,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,90.309,32988488.779547915,3363.472813812466,416.5256676820021,57.67174824793529,0.4028534333697806,88.71606724610119,432.7526604346921,7.0,0.4869491987192988,-2.0970635222214744,0.3961210596279743
10,16,HARD,2022,Abu_Dhabi_Grand_Prix,R,91.081,32603264.600555006,3428.538470289812,484.71747640518345,57.402836446112815,0.3576439470936527,89.44587445550867,242.3348130875574,2.0,0.5412202594817899,-0.0596206082867295,0.0833507438749833
11,52,HARD,2022,Abu_Dhabi_Grand_Prix,R,88.972,33140702.16882269,3476.0476434821253,490.7174538948331,58.38724392725533,0.3705245699281129,101.13641772746443,215.5091041196929,19.0,0.5343811249212942,0.25157532943625666,-0.36107896767281533
14,24,HARD,2022,Abu_Dhabi_Grand_Prix,R,90.579,31420904.031462766,3349.2236474361425,424.13730160003655,57.56631221002513,0.3870628726212938,82.50973213322737,229.0993556272753,5.0,0.06266443014041932,-0.22645211982182328,-0.3274547135733257
16,48,HARD,2022,Abu_Dhabi_Grand_Prix,R,89.719,37398509.02628541,4092.85960685524,433.1019560996436,58.03475006292992,0.3971829003504598,81.64824850576687,463.8799849253595,27.0,1.0644627273496896,0.14589830035785661,-1.0962310871594447
18,42,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,89.62,30800019.564590283,3158.4679096488608,421.2812016089234,58.16092446227019,0.3703727896923336,105.72645250537995,246.58463600897107,3.0,0.20414334032925044,-1.811316080611742,1.0829095685288233
20,40,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,91.158,31172814.596591853,3281.6319136007264,419.7288188760534,57.20007129995655,0.3709082621531944,85.22281761315266,223.13843880516689,12.0,0.06549423403967318,-1.6836790688057348,0.8126102154462596
22,40,SOFT,2022,Abu_Dhabi_Grand_Prix,R,89.489,34755121.71239784,3582.900782004217,481.4713923731557,58.00565621033704,0.3737175463759679,164.3992838822093,273.28370058996734,2.0,1.3410394738123885,-1.9287373718866725,1.3712961593075712
23,40,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,89.939,36304968.25577427,3734.4781299322376,494.156494810232,57.73412443434615,0.3647351966674569,228.16795371369457,593.5994360609733,5.0,2.3800202996240887,-1.8217804877934833,0.7039306108617879
24,53,SOFT,2022,Abu_Dhabi_Grand_Prix,R,89.6,36055243.42998068,3854.78384674933,433.5663719315637,58.20760309932604,0.3876566927308437,89.09229782003499,599.2142729095626,9.0,1.4564487776240918,-1.9710395694101701,0.842583221612508
31,45,HARD,2022,Abu_Dhabi_Grand_Prix,R,89.333,33697692.73152472,3539.15175907293,425.6601227674704,58.312238861072274,0.3667697408302374,95.22866488619285,328.20764356613654,4.0,0.6199765808706429,-0.01615563015843464,-0.052573582097989804
44,42,HARD,2022,Abu_Dhabi_Grand_Prix,R,89.788,32315444.620172583,3440.627035015296,424.78855415342,57.98231350500347,0.3542965803460988,91.30609706349932,244.52993700753964,24.0,0.30470986134625455,0.5102997455446923,-0.31211091444318273
47,39,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,89.833,34732711.22360983,3580.172543101448,444.47574288237945,58.07540559967765,0.3740427646979574,161.56512440413687,344.7132987393149,5.0,1.1742974190004347,-1.806502686499876,0.8668938249395495
55,50,HARD,2022,Abu_Dhabi_Grand_Prix,R,88.879,34598958.19418264,3624.360656205188,439.7647894349095,58.63400023270562,0.3943691314317392,94.47849858665552,260.7656212390116,11.0,0.49534085336586814,-0.08804290443924996,-0.48489914736500517
63,48,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,88.836,31939763.386304207,3472.770256600017,457.4404321989429,58.71361627554554,0.3655131380296678,92.9763400667307,238.21237050309512,9.0,0.44408865026759287,-1.6261786893645473,1.0610794001702784
77,47,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,90.352,37265516.08709851,4009.182953160585,437.944418237095,57.68097992691939,0.3661507700137711,83.86402647879657,649.8388485065606,17.0,1.559284384276796,-1.5913237499707935,0.46918342088838727
