Driver,LapNumber,Compound,Year,Event,SessionType,LapTimeSeconds,Energy_Index,MeanAbs_Jerk_Long,MeanAbs_Jerk_Lat,Avg_Speed_mps,Brake_Aggression,Max_Lateral_g,Max_Longitudinal_g,TyreLife,PC1,PC2,PC3
81,46,HARD,2023,Singapore_Grand_Prix,R,98.492,25611848.211531416,2917.1947013642152,315.86513988771543,49.56505182862035,0.418710886516648,63.64430510994179,234.8452376364449,26.0,-1.0995217581191266,0.35490094239116693,-1.576561808299542
1,49,HARD,2023,Australian_Grand_Prix,R,80.342,39628821.84810285,4303.9311974966295,488.05434336862993,64.9642374723448,0.3302178401994062,89.7195613607281,321.9315892329073,41.0,1.6744950769402034,2.457897943371666,0.524988765863302
2,50,HARD,2023,Australian_Grand_Prix,R,81.456,36988582.27277428,3826.2930710167902,475.27634500304777,63.99420081811919,0.3593841003869249,96.39589891228796,257.60646916764966,21.0,1.1280458501846837,1.7151274846549998,0.5694722987702391
4,46,HARD,2023,Australian_Grand_Prix,R,81.173,35082309.31403617,3831.929283175033,450.4443898571157,64.39901483641235,0.371431561750746,90.14597373896603,274.82973524574146,38.0,0.8660332624382081,1.9736713577066636,0.03879479180170174
10,47,HARD,2023,Australian_Grand_Prix,R,80.995,37873632.88504596,3868.4282512440254,467.500110246514,64.55689335869256,0.3305727375073043,84.43228145580073,255.92365746128863,39.0,1.154341443254864,2.410673221095917,0.5986941943317291
11,53,HARD,2023,Australian_Grand_Prix,R,80.235,37020457.0753103,4003.579250729417,551.4083957540689,65.13946837956993,0.3453580470960082,105.23383029634682,364.3618728670041,46.0,1.7101002479128427,2.354008826720418,0.16496495562539593
14,53,HARD,2023,Australian_Grand_Prix,R,80.476,37968836.43794154,4104.670836720389,508.217671532135,64.70544006757162,0.3286199939118556,114.25602036534572,272.3877200594438,45.0,1.6088358420578572,2.5317015228240405,0.4476512195436929
18,50,HARD,2023,Australian_Grand_Prix,R,80.934,39025628.03605174,4092.088510759408,489.899113195967,64.49912966791264,0.3374601474648258,108.56171545902431,329.4294448990465,42.0,1.6370311313760408,2.3808899744171437,0.3527032017318777
20,52,HARD,2023,Australian_Grand_Prix,R,81.685,36722537.024719216,3898.947434523391,499.2721034091296,64.08791422717992,0.3554194555958982,80.6345300250718,356.15564556314945,45.0,1.2589713413069676,2.2062620032156572,3.0205050203226565e-05
21,50,SOFT,2023,Australian_Grand_Prix,R,81.183,36241429.439587645,3781.529275167763,482.1231584513015,64.42063749923022,0.323075247684438,94.10159143284976,223.43772097867475,5.0,1.3941705885930276,-0.04773102467295456,2.969367408653014
22,52,HARD,2023,Australian_Grand_Prix,R,81.789,38348160.175388046,4023.107744746081,526.5051153613317,63.8696402523185,0.3053330177511079,108.10256286456212,430.70694578284514,44.0,1.9813679874830747,2.6195355294880347,0.5753866697945718
23,6,MEDIUM,2023,Australian_Grand_Prix,R,83.349,37168773.30881081,3986.349758954655,494.4935554522342,62.56699924144776,0.3606631814487814,110.87855869491617,271.93054947826806,6.0,1.4351279199169273,-0.45564708833987067,1.8506313865366322
24,48,HARD,2023,Australian_Grand_Prix,R,81.819,38277337.5747153,4045.570791459475,482.17907540642506,63.979634058568,0.3488896245730562,105.75880076115476,332.0741923806419,47.0,1.4759960690160294,2.3425695588368303,0.039389681168874965
27,46,HARD,2023,Australian_Grand_Prix,R,81.124,34570677.77529305,3716.307125230774,464.6081976680072,64.53227706938787,0.371431561750746,98.12663692874764,276.1219646301159,38.0,0.8846079550625375,1.9701204826528846,0.042029845177998446
31,44,HARD,2023,Australian_Grand_Prix,R,81.203,36355103.94119912,3814.826189003568,511.0199225006691,64.48228015895751,0.3667403883850392,102.1413454684434,269.9566013009289,43.0,1.1790282519353348,2.1036006855905347,-0.01255823739156404
44,49,HARD,2023,Australian_Grand_Prix,R,80.613,40816329.81208577,4351.086903208015,548.9987688206982,64.95706051524746,0.3296897298264274,104.92801929765268,348.47916538636565,41.0,2.0946580390538134,2.426459518240727,0.49203357247836454
55,53,HARD,2023,Australian_Grand_Prix,R,80.467,36419949.66295708,4035.526559700438,545.3304791552808,65.0856890801042,0.3588098052950679,98.15030188778717,249.6175056024037,46.0,1.371839574980218,2.2540752465508422,0.07678945148658001
63,16,HARD,2023,Australian_Grand_Prix,R,82.68,45696822.87107537,4862.524630891956,533.4941147199177,62.892219306487256,0.3524175693354054,86.9308916983473,944.2049399014672,9.0,3.493324789761605,1.2850190361395053,0.2921524921250858
77,46,HARD,2023,Australian_Grand_Prix,R,82.233,37466863.35470295,4057.874878565234,468.3464112470589,63.68649035924087,0.3391771045970724,74.76370708283714,309.2371842739261,45.0,1.207702189117069,2.3723926199350873,0.22039352087758862
81,53,HARD,2023,Australian_Grand_Prix,R,81.335,33272054.94210699,3639.93669135798,555.39288502801,64.41674467487708,0.3256207511147728,114.16996565484185,202.99462108875804,45.0,1.1937517830503839,2.483573865468028,0.48809716056946106
1,62,SOFT,2022,Dutch_Grand_Prix,R,73.652,29810379.35619509,3590.473550839501,603.5059589310346,57.40500077649695,0.3731333697114699,98.409379362648,387.0676022750559,9.0,1.113073396996839,-2.003368405074341,1.192819856321338
3,52,SOFT,2022,Dutch_Grand_Prix,R,75.577,30760253.13719517,3630.070635836938,624.8987319542678,55.81929523115773,0.3843535753788155,140.7072838127887,458.3541545229151,5.0,1.5790437277447897,-2.309508499900764,0.9094529346890704
4,63,SOFT,2022,Dutch_Grand_Prix,R,74.706,29138774.058389373,3360.0861503211136,534.3457769400134,56.53792318047046,0.3976351825177995,103.28851513273447,269.1588133814388,9.0,0.4472572970595134,-2.202282551452724,0.9103391994357525
5,50,SOFT,2022,Dutch_Grand_Prix,R,74.862,26160067.72996585,3181.903574499866,590.9379711360826,56.48183185569759,0.4082541199174055,133.65384711164768,278.9970305603027,2.0,0.5881078034582092,-2.520229141330257,0.8684831361559601
6,62,SOFT,2022,Dutch_Grand_Prix,R,76.066,28230440.748297248,3308.361742019545,523.8397360803925,55.574756254222905,0.4029981353066714,88.63112671217561,318.08899345877813,8.0,0.31468908857728983,-2.3544200719540838,0.7437681011925656
10,65,SOFT,2022,Dutch_Grand_Prix,R,75.165,32637068.800503545,3804.743440726322,588.1110029003393,55.89466322231615,0.3884264079190889,107.54370013479122,689.6266708047531,9.0,1.8295558729120935,-2.290906465433448,0.625618035745343
11,63,MEDIUM,2022,Dutch_Grand_Prix,R,74.404,29354674.98341589,3359.185343562315,551.6698120125579,56.74953093165054,0.3992578089508418,113.16428198258924,236.49313315933705,7.0,0.3596131692544014,-2.190492446523377,0.586129323577518
14,51,SOFT,2022,Dutch_Grand_Prix,R,74.144,28589271.87221378,3306.7093524469688,560.7441617058232,56.91658607530902,0.4133904575521138,103.97474849320132,237.1720871482628,4.0,0.3849631202145763,-2.444988402202053,0.873074475564167
16,62,SOFT,2022,Dutch_Grand_Prix,R,74.413,29972491.28327668,3467.542983472201,616.1010190833622,56.80160679362544,0.386556959250746,200.65973798008687,305.21001829906004,9.0,1.5133531894673997,-2.1229160410634647,0.9616033868487212
18,65,SOFT,2022,Dutch_Grand_Prix,R,75.043,32249011.6598083,3683.156822431269,545.0386778873145,56.28576346776344,0.4000665723562902,93.18455599605964,692.8454759968354,12.0,1.486434119932819,-2.2863627900972805,0.45825489514659057
20,53,SOFT,2022,Dutch_Grand_Prix,R,75.369,29474299.94905692,3622.505121421536,600.7023234856591,56.0572075748473,0.3933353710642059,101.0841688190498,254.5616925525415,9.0,0.7753731044417267,-2.2399225741023296,0.9109426095907295
22,16,MEDIUM,2022,Dutch_Grand_Prix,R,77.138,26609552.36770483,3246.017502460437,607.1108575480378,54.87882101720286,0.3866236323715913,200.9583932128484,362.55367634349415,4.0,1.158423484453421,-2.3422533112534416,0.45112201384649575
23,65,SOFT,2022,Dutch_Grand_Prix,R,75.534,30493209.5389903,3530.640537795742,574.9472586703786,55.87170303449,0.4115160471886868,86.11207016093594,615.7423767172279,10.0,1.1935412166207608,-2.4787826768743413,0.3733227178616775
24,63,SOFT,2022,Dutch_Grand_Prix,R,75.94,27562807.448411908,3375.930879281378,544.6894313706468,55.422273085275314,0.4169872561828182,79.08154452491782,263.78758351507065,11.0,0.15597563917227442,-2.442390842548077,0.5202722643173348
31,64,SOFT,2022,Dutch_Grand_Prix,R,75.084,27762091.57310619,3257.736087026369,565.0754316805265,56.37650016369471,0.4059477903893193,121.37498978217914,250.2372332237025,11.0,0.4676235568347396,-2.2745472781318887,0.7305583670867883
