Driver,LapNumber,LapTimeSeconds,Compound,TyreLife,Avg_Speed_mps,Avg_Throttle,Brake_Aggression,MeanAbs_Jerk_Long,MeanAbs_Jerk_Lat,Max_Lateral_g,Max_Longitudinal_g,Energy_Index,Year,Event,SessionType
31,2,110.85,SOFT,2.0,53.62346747822721,62.88439616181633,0.4330777725518236,1588.6616017457477,210.41231474826975,83.65039466658199,112.35588852853328,21556222.227776088,2021,Azerbaijan_Grand_Prix,R
33,44,104.481,HARD,32.0,56.91759711105173,66.38182427391276,0.3972904987749807,1716.25651721818,242.00648559418477,83.50855062982372,145.0784446937872,23380185.93035068,2021,Azerbaijan_Grand_Prix,R
44,43,104.769,HARD,32.0,56.72116489583193,68.3887553253946,0.4074483154865965,1742.1731575740632,235.63152325607615,98.77638828900056,151.88399248487613,23888409.878283963,2021,Azerbaijan_Grand_Prix,R
47,41,107.624,SOFT,9.0,55.32392012692884,60.76683057903452,0.4125795793163158,1632.695913565628,226.4164620561303,104.55419118669188,112.95503414329546,22784349.578054715,2021,Azerbaijan_Grand_Prix,R
55,42,105.7,HARD,32.0,56.38588643139203,65.823556862656,0.4152323746634623,1638.592627062013,246.15780469076768,105.54078406622727,145.51919084730417,22905934.153608948,2021,Azerbaijan_Grand_Prix,R
63,43,105.959,HARD,9.0,56.12030895398077,65.67559378951175,0.3966055393196337,1620.9064884599536,243.1413517438108,101.44747012653546,112.92903262996616,22178313.062963948,2021,Azerbaijan_Grand_Prix,R
77,43,105.665,HARD,32.0,56.27388724079129,66.83311851696841,0.4006146548957829,1617.581252865374,237.759390964753,84.28884581059026,143.29413101885612,21709093.80724509,2021,Azerbaijan_Grand_Prix,R
99,44,105.575,HARD,10.0,56.31442549685355,65.58752834875027,0.4129483667278824,1696.5648488925667,234.0215400790879,80.71016742114075,137.3799643351805,23019173.628344383,2021,Azerbaijan_Grand_Prix,R
1,23,76.604,MEDIUM,23.0,42.94083731136404,47.45781909992155,0.4349768152173022,2728.367729391223,474.39037794900855,81.69954682261815,261.6694583350905,19278907.842120696,2023,Monaco_Grand_Prix,R
2,32,77.302,SOFT,9.0,42.39300972654615,46.603929477412215,0.442229337947529,2700.7724390103444,522.5003544516622,105.93885496759268,277.43128187051843,19382403.896942034,2023,Monaco_Grand_Prix,R
4,46,77.844,MEDIUM,46.0,42.150152753500976,47.57530344325069,0.4051806046764312,2708.1497863851578,455.298332009484,73.38277850616,232.7170700958038,18916455.63244897,2023,Monaco_Grand_Prix,R
10,49,75.831,MEDIUM,2.0,43.26273296185409,50.29950670296997,0.4393984645726564,2640.271907799466,458.1261356691836,84.89858508751678,205.17792194670224,18112754.74192361,2023,Monaco_Grand_Prix,R
11,5,76.269,HARD,4.0,42.94271477713672,51.98265252628847,0.451425859530867,2635.135237610686,485.0963132374055,110.55381008835596,408.834028730287,19318498.947610542,2023,Monaco_Grand_Prix,R
14,43,76.674,HARD,44.0,42.883193975196185,49.4449739097535,0.449445153881473,2416.683897218135,477.7854986970781,76.69292844367432,220.0961422784911,16934668.852950435,2023,Monaco_Grand_Prix,R
16,46,75.773,MEDIUM,2.0,43.36124715145294,55.85023842358644,0.4594762147602133,2725.7285149366435,477.5592165741552,74.6681127904812,261.68146513586845,18432213.61002675,2023,Monaco_Grand_Prix,R
18,18,77.769,HARD,19.0,42.177429974294334,46.52368542365972,0.4566189061650935,2573.1913817254595,443.85299216830913,74.86473581545941,207.25615438997872,17669317.605234474,2023,Monaco_Grand_Prix,R
20,41,78.351,HARD,41.0,41.90973426826294,48.222233265254445,0.4589943803770512,2594.895272899841,467.73964850399545,154.29812689726884,217.6733426921634,18485329.21557345,2023,Monaco_Grand_Prix,R
21,43,77.561,MEDIUM,43.0,42.38623993299144,49.87685633535126,0.4509901164490034,2212.536306752168,442.3440495469065,74.6873897002089,232.2963436297135,15828687.693644462,2023,Monaco_Grand_Prix,R
22,36,77.68,MEDIUM,36.0,42.242941854785805,48.09501326144778,0.4331055732502614,2658.388664910032,457.9763230237812,64.926105696519,231.7252097091812,19102912.660563547,2023,Monaco_Grand_Prix,R
23,24,76.672,HARD,6.0,42.80035012321659,46.05944078668664,0.4555948807601019,2572.3973956781824,438.4610311096442,84.91881496275961,202.4380617428468,17987956.83215112,2023,Monaco_Grand_Prix,R
24,5,76.926,HARD,4.0,42.73809142661054,49.74365874932436,0.4591204081208518,2551.742580818399,477.2659359417418,95.5326664826636,346.556085800408,18468716.19874312,2023,Monaco_Grand_Prix,R
27,6,76.991,HARD,5.0,42.54180322573609,48.985003801257065,0.4449856860856352,2546.310048781017,497.4688669311874,125.27536483776956,178.9363660431799,17311688.64583616,2023,Monaco_Grand_Prix,R
31,41,76.528,HARD,9.0,42.80232883828871,49.71708087129803,0.4682153180475147,2870.2554892325334,473.4617585112852,115.63048209333178,475.8974157828532,21604494.373697534,2023,Monaco_Grand_Prix,R
44,33,75.65,HARD,2.0,43.4237293183604,53.158979670231325,0.4579231954056078,2623.8017045048755,491.92356118149456,95.01761173059622,196.90470690134947,17962350.88847063,2023,Monaco_Grand_Prix,R
55,43,76.449,MEDIUM,10.0,42.82241985293312,51.93712573191965,0.4683750096993265,2548.0464236061066,471.817758533642,94.2480831080534,208.7647117174692,17694038.527309537,2023,Monaco_Grand_Prix,R
63,48,76.798,HARD,48.0,42.63189854138281,47.88934538247548,0.4588966008665043,2474.247409291759,479.4109971253326,86.44761632958766,268.06766293744687,17717099.05723563,2023,Monaco_Grand_Prix,R
77,19,77.824,HARD,19.0,42.33552786876603,49.815266736190296,0.4498394542303626,2629.8540630898606,494.5101681132485,85.03579164598523,281.5393749540112,19289669.01026111,2023,Monaco_Grand_Prix,R
81,47,77.513,HARD,47.0,42.28278822942321,46.39868785077004,0.4491113792010118,2427.5541002095647,526.476611816336,107.26173316263608,176.1998859158346,16979767.13053839,2023,Monaco_Grand_Prix,R
1,67,80.472,INTERMEDIATE,35.0,52.80614552735602,55.71148532920187,0.4201735858160101,3100.6397324122536,404.855773110528,58.65708930223376,269.2581753887664,25509974.840860438,2024,São_Paulo_Grand_Prix,R
4,67,81.517,INTERMEDIATE,39.0,52.06234790391266,54.39250772253736,0.4115498399716673,2949.598225072429,350.67552637921546,58.30117418019112,216.07822438766195,24896496.824788827,2024,São_Paulo_Grand_Prix,R
10,66,81.645,INTERMEDIATE,34.0,52.01253640302457,56.92157483836681,0.4113668025240128,3118.181320683057,392.6602341953987,103.1868101349555,222.49926583647127,24424079.51774721,2024,São_Paulo_Grand_Prix,R
11,67,82.143,INTERMEDIATE,35.0,51.73442237601216,54.509987105748415,0.4162636486627681,2984.6534662694203,357.2685092948097,52.24298371537937,231.18032857435472,24711990.938718565,2024,São_Paulo_Grand_Prix,R
14,59,82.293,INTERMEDIATE,27.0,51.48243092766393,53.61439421041469,0.4168919548339878,3362.4818329731497,457.5846957336725,159.2936187728287,398.0095469276656,27634712.84916801,2024,São_Paulo_Grand_Prix,R
16,60,81.631,INTERMEDIATE,31.0,52.15485082405689,58.08941086977055,0.422721622881343,3541.5448746689126,402.784811769963,53.99509321117837,351.0768515366072,28511343.311661854,2024,São_Paulo_Grand_Prix,R
22,69,81.828,INTERMEDIATE,40.0,52.00834215002232,57.76955498426592,0.4254242784358201,3196.9657887353465,391.7541794352106,53.97882880427471,261.14934604023125,25626616.98493013,2024,São_Paulo_Grand_Prix,R
24,65,83.058,INTERMEDIATE,34.0,51.1262142462325,54.48549244671256,0.4408168739198602,3215.4728447968505,387.4667843081922,94.62453268367022,256.63686465081656,26324777.264825974,2024,São_Paulo_Grand_Prix,R
27,21,83.764,INTERMEDIATE,21.0,50.8672860662622,53.01858608369165,0.4212828439018141,3084.2874575497,403.65202462911833,59.43276418649306,345.20363568977496,24636567.474604573,2024,São_Paulo_Grand_Prix,R
30,67,82.123,INTERMEDIATE,38.0,51.72750128555541,58.87771844342369,0.4263906913809067,3248.123177145601,335.6471997348777,58.78010699730186,218.39843347499263,25195584.736711424,2024,São_Paulo_Grand_Prix,R
31,64,81.771,INTERMEDIATE,34.0,51.86894994193854,57.14328262741367,0.4285887427880213,3088.0421455359383,414.0692520785725,56.95581652487806,202.01364035146693,24976445.314604715,2024,São_Paulo_Grand_Prix,R
43,21,84.296,INTERMEDIATE,21.0,50.25326232697181,50.3226773540148,0.4149247335983895,3089.82964307922,343.9679996458194,54.69988124463233,239.51888181619756,24711852.629183307,2024,São_Paulo_Grand_Prix,R
44,69,82.041,INTERMEDIATE,37.0,51.605821689633245,54.78169161189418,0.4243067802005893,3099.6834800414576,403.4853165803465,58.86233303574519,217.02636004433384,25496191.614543844,2024,São_Paulo_Grand_Prix,R
50,64,82.494,INTERMEDIATE,32.0,51.56747164331259,54.857721867156,0.4047198734113488,2860.0293000968127,366.4680145682525,55.49513394300987,241.78056670990568,23587964.327027157,2024,São_Paulo_Grand_Prix,R
55,19,84.201,INTERMEDIATE,19.0,50.544308056968895,56.71079900387506,0.4368082305199339,3190.7168958218986,372.2283237127348,54.82687089793148,305.9151560174136,25752748.90114753,2024,São_Paulo_Grand_Prix,R
63,66,81.645,INTERMEDIATE,37.0,51.96043795017107,55.05532617046068,0.4171709574588552,3085.3796463298945,379.1629766222974,61.39814310627251,199.36362538685967,24431827.420486502,2024,São_Paulo_Grand_Prix,R
77,67,82.877,INTERMEDIATE,35.0,51.23285957286851,55.07050769432628,0.4243942595970031,3105.424541775634,346.23257784851387,54.19129479641158,243.8265956993125,25688235.36132585,2024,São_Paulo_Grand_Prix,R
81,69,81.532,INTERMEDIATE,39.0,51.519690128698336,54.59813236422854,0.3972720644941889,3222.9653179460206,408.76158248517015,55.32773367562031,254.46247480865,24981208.701657,2024,São_Paulo_Grand_Prix,R
1,58,73.889,SOFT,10.0,57.38720912695676,65.02519644679604,0.39105030163012,3529.4216633452043,639.7188334914592,140.83043101055293,581.8236361375606,29402091.531779982,2023,Dutch_Grand_Prix,R
2,13,77.399,SOFT,13.0,54.62848330135368,60.3947355585786,0.4098173975652479,3265.8972906791664,587.7163797913803,100.59675829735912,264.87143034885304,26889662.766800176,2023,Dutch_Grand_Prix,R
4,50,74.39,SOFT,11.0,56.6731068801054,61.81442758271194,0.3822801977756984,3526.012423935392,647.6938668056686,105.70816411271434,420.9386232331027,31203032.83850544,2023,Dutch_Grand_Prix,R
10,55,74.441,SOFT,9.0,56.78264158360934,64.43241799066071,0.4032594342620564,3422.7276103683557,613.0046451398182,110.35379432004798,216.35686036859315,28534137.14815544,2023,Dutch_Grand_Prix,R
11,59,74.231,SOFT,15.0,56.8559659376609,65.76065036145513,0.3731296902247267,3603.823189227048,667.3729781469495,110.53961333233138,549.1060807453507,30441534.63011781,2023,Dutch_Grand_Prix,R
14,56,73.837,SOFT,10.0,57.520939987933545,66.46616653236254,0.3888733031703777,3419.1475560048907,632.3682600571678,101.48484592671775,318.4501725033302,27892209.903950773,2023,Dutch_Grand_Prix,R
16,33,77.277,SOFT,22.0,53.58611170456531,59.79622187050521,0.4253565781416729,3837.478392636255,572.7486861612489,94.79926749343906,505.2807866591462,31839933.322950173,2023,Dutch_Grand_Prix,R
18,37,75.171,SOFT,3.0,56.37140987720714,59.35612326270934,0.3639625874329039,3398.6157890539293,598.1237399811624,123.34914654931208,334.85052068232164,29993724.61717724,2023,Dutch_Grand_Prix,R
20,37,75.489,MEDIUM,2.0,56.23171251806152,63.62084185313783,0.4089397483909366,3411.017006407347,620.3319394883983,210.3363398153671,325.0459124167379,29333780.318930563,2023,Dutch_Grand_Prix,R
22,35,76.253,SOFT,25.0,55.6076309442672,64.07629079389838,0.3873185403685972,3541.959166080577,625.7442365667823,121.61330085004576,269.55882072202087,28083528.43837496,2023,Dutch_Grand_Prix,R
23,55,74.468,MEDIUM,11.0,56.42189970325767,60.548435795650136,0.4164172595546325,3524.9585377572894,602.7541528233072,112.76156926149524,223.907749114074,29932883.07281799,2023,Dutch_Grand_Prix,R
24,39,75.417,SOFT,2.0,56.34770805386942,65.3553200001814,0.4153246902668431,3427.81745778145,627.5298080057555,197.87264676449303,387.5440985892217,29297255.398791708,2023,Dutch_Grand_Prix,R
27,53,74.472,SOFT,5.0,56.92932095729631,65.58181276886933,0.3961822573448437,3433.4719880883963,616.7344431149289,114.76330930278442,232.5339690834336,28827663.060334485,2023,Dutch_Grand_Prix,R
31,51,74.57,SOFT,8.0,56.67690101273702,67.30824415793502,0.4321353005780132,3471.205321463016,615.0606433382006,135.08020888907447,299.0428922669871,27919276.45329129,2023,Dutch_Grand_Prix,R
40,49,74.82,SOFT,3.0,56.48856344545681,67.35573588547534,0.4004675519369317,3737.681434040865,615.0004913763206,100.05646750219772,589.0346014883086,31872951.080123723,2023,Dutch_Grand_Prix,R
44,58,73.904,SOFT,13.0,57.24781931160207,67.41707758453121,0.3982277970481292,3546.8854800902723,679.09566237614,108.33802882063256,301.4674179845401,29894641.651055664,2023,Dutch_Grand_Prix,R
55,54,74.934,SOFT,15.0,56.46679671075558,65.09656551368641,0.4223906783775422,3235.9166645155624,591.1459835957583,110.39507008653244,237.8041524823041,27784595.92749768,2023,Dutch_Grand_Prix,R
63,54,75.124,HARD,38.0,56.33179923095712,65.18228424243206,0.390572150219773,3194.9807012526235,543.1884233236958,98.59337473100727,241.51935825252892,27113188.07146029,2023,Dutch_Grand_Prix,R
77,49,74.698,SOFT,2.0,56.6729584477534,65.38534357949577,0.4123877211390646,3824.316739316268,636.5074227820692,153.8332862816868,426.9011902820395,30751986.33942847,2023,Dutch_Grand_Prix,R
81,54,74.299,MEDIUM,8.0,56.97919117323774,63.11900176560388,0.3743284918680373,3341.485943570103,637.4120365190537,113.752099053408,266.6525149972824,27715603.63759557,2023,Dutch_Grand_Prix,R
1,32,106.128,MEDIUM,4.0,65.3343077093851,73.43994108515577,0.3522762254613488,3955.5568850969994,478.1461431485375,117.13426767829806,362.73029900367135,49274690.98119415,2024,Belgian_Grand_Prix,R
2,43,107.49,HARD,19.0,64.3750412163668,71.29320184261343,0.3542475362840496,3905.309905629791,480.5338845257516,166.32380231241945,439.6590156658771,50161364.35006809,2024,Belgian_Grand_Prix,R
3,37,107.435,SOFT,16.0,64.53340973022753,74.33735164773981,0.3427503540559679,3941.909568698652,438.3246031833872,102.45533960284104,434.301764693756,51075699.46823511,2024,Belgian_Grand_Prix,R
4,31,105.563,HARD,2.0,65.67686084615603,69.39341757174878,0.3559356456282643,4061.4318118293313,421.3845419608324,98.47410838937284,283.93752227929286,49729105.568088055,2024,Belgian_Grand_Prix,R
10,30,107.418,HARD,2.0,64.74996330956066,73.751792954612,0.3650416152773916,3773.823958920012,487.631293987438,115.9421747249434,288.8022999234996,47174260.51268354,2024,Belgian_Grand_Prix,R
11,44,104.701,SOFT,2.0,66.22291909848936,75.19189842464277,0.3372605080516722,4483.5756578446135,540.5037344647441,223.0233527705764,471.6366956252813,54800795.00845535,2024,Belgian_Grand_Prix,R
14,42,108.051,MEDIUM,29.0,64.23770734380894,71.26628472234609,0.3399588228498061,3780.171128064733,468.9990398221241,137.5634334284244,315.9611411002918,48438813.570352994,2024,Belgian_Grand_Prix,R
16,33,107.013,HARD,8.0,64.79168508607044,76.27010020685238,0.342296824507051,4560.385499867515,524.2969796512941,169.31502135122213,590.8362890101552,58673813.03343953,2024,Belgian_Grand_Prix,R
18,44,108.105,MEDIUM,32.0,64.12131081911198,71.67968201144089,0.3398256747331032,4406.870733287866,514.7936942576698,201.31704223688277,504.8297714753271,55978626.7657261,2024,Belgian_Grand_Prix,R
20,44,107.848,HARD,27.0,64.35497305616083,71.07674081084313,0.3480499360318924,4379.433001736909,505.514333934089,130.9406073178471,497.8806747891553,54706127.53275961,2024,Belgian_Grand_Prix,R
22,44,107.969,SOFT,29.0,64.2313061653881,73.34078863501986,0.3266225416200371,4062.9041735867313,505.3460744041936,244.94192718325587,474.1250550873418,51103662.753499866,2024,Belgian_Grand_Prix,R
23,44,107.996,HARD,21.0,64.14132684471959,68.31263578001608,0.363479515684416,4174.190440242584,487.58281558198087,260.6166126027802,476.50415976650834,54095278.08502297,2024,Belgian_Grand_Prix,R
24,2,112.099,HARD,2.0,61.87080148464061,66.67841588517429,0.3830301806401865,3736.776659241741,421.8923490258258,121.52614167970398,370.09995480351193,46767860.39742304,2024,Belgian_Grand_Prix,R
27,44,108.954,MEDIUM,24.0,63.786950576216185,71.62905011036351,0.3540578899140185,4210.645795060007,421.820341968818,93.56760430494236,889.4951721007061,55080219.6146412,2024,Belgian_Grand_Prix,R
31,43,106.957,HARD,13.0,64.85908297801983,73.49228532879425,0.3700409613421172,3768.4499305873,504.2914568757139,121.43579167743871,341.7338599015218,49972243.443159215,2024,Belgian_Grand_Prix,R
44,33,106.653,HARD,7.0,65.00023614979246,75.37714017284586,0.3250700581157336,4576.8103908397225,499.40764132669,98.08437262055212,600.8594524313996,59579536.45723625,2024,Belgian_Grand_Prix,R
55,44,106.364,HARD,16.0,65.16750466583149,74.2085500871026,0.3717280817216579,4388.817026322193,505.5080296372718,94.40385121413176,786.10036878324,57664199.862738535,2024,Belgian_Grand_Prix,R
63,44,107.113,HARD,34.0,64.90025903107853,73.3336773402466,0.3391513252058055,4118.362789975888,497.3619886307016,88.8685282645975,487.9778101060712,52830972.69049968,2024,Belgian_Grand_Prix,R
77,37,107.019,MEDIUM,2.0,64.8928838708767,73.30015836454281,0.3519872737506238,3755.332100220055,442.7674411201272,107.3104788361025,521.6724408486843,50573196.161574654,2024,Belgian_Grand_Prix,R
81,32,105.84,HARD,2.0,65.59677756017919,70.88436654313523,0.3409086541145145,4123.102506511377,500.56478232711504,155.14049935273854,376.67696349359255,51365797.77230444,2024,Belgian_Grand_Prix,R
1,51,95.44,SOFT,11.0,56.0828130426585,66.50075138682185,0.4009932020518603,3766.9027293634,353.7247790574136,76.67441280420773,344.0631117142572,35455635.99878505,2022,Bahrain_Grand_Prix,R
3,50,97.261,SOFT,6.0,54.92698804674698,64.53965304952534,0.3868156287968294,3295.197977794411,345.5061110894025,117.69733589663896,339.4068856961879,32599889.695949733,2022,Bahrain_Grand_Prix,R
4,51,96.988,SOFT,9.0,55.21286565537148,64.9551855009267,0.4120678083936822,3851.9477092308,354.7763079916576,209.51278989529808,621.785138258071,38274441.35830397,2022,Bahrain_Grand_Prix,R
6,51,98.251,SOFT,9.0,54.33718694880128,61.0506964571121,0.4248459261316046,3772.640469468337,337.0010126645886,220.13527430036467,582.1873829645758,35926935.53648026,2022,Bahrain_Grand_Prix,R
10,34,97.324,HARD,2.0,55.04523102536513,65.1060875855856,0.4026498644137517,3949.0562140310826,369.3601018036871,177.06261121411964,769.9718002029931,39305899.234826185,2022,Bahrain_Grand_Prix,R
11,52,96.089,SOFT,12.0,55.50579177029115,66.27356562255893,0.4023781412731085,3268.167909159251,338.8990003560729,72.42322159845484,222.49139069437035,30692487.20654516,2022,Bahrain_Grand_Prix,R
14,44,96.733,SOFT,2.0,55.39466561037505,64.87790463220782,0.4172524733516525,3352.267153012677,311.57904095087974,75.67503814625547,479.5066220808253,33534025.745939884,2022,Bahrain_Grand_Prix,R
16,51,94.57,SOFT,8.0,56.55440398475143,72.6099424814538,0.4092745056731399,3765.786491505213,386.3448683766424,159.47311349458334,356.6532184312501,36016198.80391755,2022,Bahrain_Grand_Prix,R
18,49,97.146,SOFT,4.0,55.21451237476596,63.16806270200328,0.4096124448311132,3456.962334408792,383.73695223296505,168.1919493445539,424.9242611200585,34127334.92388236,2022,Bahrain_Grand_Prix,R
20,53,96.623,SOFT,10.0,55.38324488071963,63.78480904429578,0.4139421070939458,3035.3322887350205,315.30062217118217,75.32061932751948,205.0671635999049,29136117.63496403,2022,Bahrain_Grand_Prix,R
22,53,97.104,SOFT,12.0,55.04833325934429,63.801643334140365,0.412468520232657,3250.225835202113,326.12041699017914,65.55641322617589,312.40727335807026,31113888.368472096,2022,Bahrain_Grand_Prix,R
23,50,97.355,SOFT,7.0,54.8178178214222,62.22423486556592,0.4135673370888456,3286.4867533846937,332.2639865651362,189.45219585924275,443.3203663490778,34580987.974490374,2022,Bahrain_Grand_Prix,R
24,39,96.685,MEDIUM,2.0,55.47141151496282,66.63452459045709,0.3919058767960162,3372.595594163909,317.2942607852917,78.38230008215743,258.10014213883176,31214129.823045608,2022,Bahrain_Grand_Prix,R
27,49,98.201,SOFT,5.0,54.339531430188,63.241758815663225,0.4100783973153554,3457.4964285595524,366.38648819554766,91.1819935487686,379.390368047984,32702635.672386102,2022,Bahrain_Grand_Prix,R
31,53,97.11,SOFT,13.0,55.19152298862847,66.71527506982999,0.4117602184238378,3116.3088545872474,319.165753633612,78.36927938686375,267.01384866919966,30515846.97519829,2022,Bahrain_Grand_Prix,R
44,53,96.228,SOFT,12.0,55.49815554763528,68.3615636121126,0.4035959674548046,3111.280977460861,332.9787324328004,69.17094629679443,267.0986932719823,29819846.96691451,2022,Bahrain_Grand_Prix,R
47,37,96.956,SOFT,4.0,55.36367029840692,64.48649147924426,0.4091970874019486,3469.274459370716,321.42856531398905,59.20398734385024,469.4882991519421,32528167.379804373,2022,Bahrain_Grand_Prix,R
55,52,95.74,SOFT,11.0,55.84016400334778,68.30083139737411,0.407387073902451,3296.481796476194,339.684131322509,72.08154628985719,240.6236813858125,31038031.953024797,2022,Bahrain_Grand_Prix,R
63,56,96.302,SOFT,13.0,55.51004239106408,66.63633815471957,0.4071941311034746,3473.2477795087043,355.3339826215825,68.14124059533121,224.8936232691807,32189047.344333462,2022,Bahrain_Grand_Prix,R
77,53,96.599,SOFT,10.0,55.369592760810015,65.57997137625341,0.4267734951115859,3102.428917547555,314.2297222671297,84.78138254582589,240.67322428417663,29919529.192895077,2022,Bahrain_Grand_Prix,R
1,44,95.614,HARD,18.0,64.14872961353589,72.75346931766418,0.3607582418963642,4458.374077897334,355.07688182940296,67.69131551759901,904.18162967925,51828355.66551337,2023,Las_Vegas_Grand_Prix,R
2,32,97.74,HARD,17.0,62.57747300012643,64.1971449648714,0.4005112347123699,4009.107551519281,319.6621497126514,67.46969376288132,329.9043908886268,44873735.72734498,2023,Las_Vegas_Grand_Prix,R
3,50,97.108,HARD,33.0,63.20320924852445,71.59000584162818,0.380074644021064,3650.7455351635913,345.32298372563986,88.02882094727428,290.11228763775034,39668624.28925792,2023,Las_Vegas_Grand_Prix,R
4,2,119.327,MEDIUM,3.0,51.50750567710258,52.17314044346436,0.4339173359822805,3530.8511783817075,277.1369450673615,113.23897458015936,566.0645895026169,37739457.977890864,2023,Las_Vegas_Grand_Prix,R
10,37,96.913,HARD,20.0,63.298078763098495,72.15583676682033,0.3577604087661712,3866.118710282101,345.9368019270791,89.50774323371185,300.1138046330741,41298056.19260786,2023,Las_Vegas_Grand_Prix,R
11,40,95.939,HARD,14.0,63.91325514147304,69.27986342754853,0.3728722511478313,4142.361870831927,364.43671739214295,74.09398689034634,540.2730192417645,46416864.55399006,2023,Las_Vegas_Grand_Prix,R
14,42,96.559,HARD,16.0,63.27244973485498,72.05261855573235,0.3887421764235609,4190.116779640345,380.62875367062986,94.5134296166884,493.9379889199587,44607783.66861192,2023,Las_Vegas_Grand_Prix,R
16,50,95.669,HARD,29.0,64.17436727471802,73.7371533816935,0.4006788484126978,3795.0767087769273,333.17530238914185,79.08111697732055,306.9487884614334,40222208.92585748,2023,Las_Vegas_Grand_Prix,R
18,45,96.584,HARD,19.0,63.43636322114679,71.8231270496184,0.3836254627796988,3874.621492149501,365.90437922666575,90.083368600345,288.5083960087147,42902740.064211465,2023,Las_Vegas_Grand_Prix,R
20,50,97.455,HARD,24.0,62.94161378228188,71.39455553492277,0.3580074378291445,3853.8377291873417,325.5658744468667,80.09455917991087,348.6745110505051,41819975.960269615,2023,Las_Vegas_Grand_Prix,R
22,45,97.587,HARD,24.0,62.90407502540031,70.26335624735303,0.3794589187754734,3750.441669788479,320.6302517901837,80.79902317362455,552.0005688879216,42363609.84328742,2023,Las_Vegas_Grand_Prix,R
23,50,97.357,HARD,34.0,62.9447597020892,67.41765083185729,0.3866612374035865,3631.3937488588135,332.1060715347859,75.06945793826121,383.5997090801071,40516428.15819919,2023,Las_Vegas_Grand_Prix,R
24,32,97.375,MEDIUM,6.0,63.052572161358455,67.854274362384,0.4100248266987261,3801.2700210414328,333.5836168528763,68.48238954275516,268.67760411643275,41828282.78480212,2023,Las_Vegas_Grand_Prix,R
27,43,97.565,HARD,17.0,62.87362958042131,70.71537422350696,0.3758974129591169,3850.997025592309,428.2727217211139,122.4025620532541,469.7537266408806,43522819.75542431,2023,Las_Vegas_Grand_Prix,R
31,47,96.637,HARD,27.0,63.514622241339865,74.60797376345529,0.3699142008643652,4008.616118033647,387.6025619352396,125.79960300620216,397.5213886567643,43003438.61508898,2023,Las_Vegas_Grand_Prix,R
44,48,95.716,HARD,22.0,64.29311282440041,72.15437454382575,0.3777807655471143,4104.280926796002,385.0775848157997,97.28664694526148,377.3562201691904,43808860.76406057,2023,Las_Vegas_Grand_Prix,R
55,47,95.984,HARD,21.0,63.98353037365133,73.24482765367414,0.3862859680967178,4251.785759322806,385.9005268705125,76.3205062869294,392.7468929063468,44203174.38063116,2023,Las_Vegas_Grand_Prix,R
63,44,96.071,HARD,18.0,63.99805388425155,72.46329292655194,0.3611426829675193,4392.099334361536,416.64095233202187,136.1055791898744,844.6560989103621,49070926.79059594,2023,Las_Vegas_Grand_Prix,R
77,49,97.562,MEDIUM,25.0,62.96904698280787,70.64568329427118,0.3731744129717998,3870.695588331607,312.38840567077773,78.59027860247001,319.4752354537707,39500465.89481056,2023,Las_Vegas_Grand_Prix,R
81,47,95.49,MEDIUM,5.0,64.28275641121252,71.78326618995705,0.359046450271457,4145.7899479658445,361.2603701657732,122.26173319113865,371.58898087973535,43680829.01727375,2023,Las_Vegas_Grand_Prix,R
1,33,85.24,HARD,13.0,67.40357020157417,73.06802349009095,0.3641015530632079,4262.911167066497,282.6824820747112,68.88818562255626,830.7365723101617,44646472.14866194,2023,Italian_Grand_Prix,R
2,16,86.84,HARD,5.0,66.11064586741738,70.86156426947201,0.3534549452296386,4481.057205568432,314.3367661996172,141.9140731066362,740.1918123505681,46922162.317563616,2023,Italian_Grand_Prix,R
4,24,86.144,HARD,6.0,66.8484180910136,73.21073007365744,0.33769522669816,4857.462068242628,324.29924570473577,93.35814832585004,768.5775048410278,48692910.52686445,2023,Italian_Grand_Prix,R
10,44,85.758,MEDIUM,13.0,66.9483384574298,76.57089552095808,0.3396290564395234,5183.257731730844,391.54742910508526,205.8312813611684,624.6365276503445,50783616.464342944,2023,Italian_Grand_Prix,R
11,39,85.522,HARD,18.0,67.17561806013417,73.56104866007126,0.3753175405859949,4243.479097848487,309.45418402919046,80.2297625062272,374.4128846331192,41377510.45615249,2023,Italian_Grand_Prix,R
14,43,86.105,HARD,25.0,66.71347495464316,75.02998747621801,0.3557933332499104,4437.692380010353,278.1599181292575,102.02543593162272,450.7369873050723,43880896.52911073,2023,Italian_Grand_Prix,R
16,38,85.58,HARD,18.0,67.22323894917874,74.15025781366725,0.3635808982527095,4439.351973217713,359.1142541306337,235.72478795010136,566.8273638461856,41994681.7361727,2023,Italian_Grand_Prix,R
18,31,86.617,HARD,15.0,66.44089429802985,72.4399568457175,0.369240535320914,3924.68357028219,304.4500522849915,79.90400067392639,289.0278332142137,39517145.66641622,2023,Italian_Grand_Prix,R
20,42,86.278,MEDIUM,9.0,66.44166834311454,71.29118462221747,0.3486020916192873,5012.880621541082,323.4014561348418,179.76101024970714,590.6899249996751,55158875.45141986,2023,Italian_Grand_Prix,R
23,33,86.389,HARD,21.0,66.44318308135715,69.80210505837394,0.3622025972135827,4123.828040916238,288.23581716374065,87.5009117492831,462.7288326770182,39486267.27749221,2023,Italian_Grand_Prix,R
