Driver,LapNumber,LapTimeSeconds,Compound,TyreLife,Avg_Speed_mps,Avg_Throttle,Brake_Aggression,MeanAbs_Jerk_Long,MeanAbs_Jerk_Lat,Max_Lateral_g,Max_Longitudinal_g,Energy_Index,Year,Event,SessionType
22,42,107.523,SOFT,7.0,55.17752465175523,66.14531272762706,0.3986436327286606,3185.8793327074686,322.6076828751664,87.97901250735343,379.1477160799738,34183137.443978645,2022,Azerbaijan_Grand_Prix,R
23,48,107.966,HARD,19.0,54.80578322826376,63.47167781699521,0.407628784681584,3498.057093672616,318.8914691121957,104.7782986636807,452.7272914477824,39410782.08520721,2022,Azerbaijan_Grand_Prix,R
24,12,108.723,HARD,3.0,54.648038130333305,65.52209604705301,0.4154521460847866,4362.643118962787,330.94465908115,112.74883352664428,736.4235098897487,50252463.32826358,2022,Azerbaijan_Grand_Prix,R
31,36,108.297,MEDIUM,3.0,54.79635884011926,65.26764266940378,0.4130188260660898,3737.4585020209415,324.332798549922,100.91621163300054,303.33888354162383,40544014.39183257,2022,Azerbaijan_Grand_Prix,R
44,39,107.044,HARD,7.0,55.408764709082334,68.79482272773446,0.4048731489318661,3620.195081052497,312.6217225266405,94.09449179984844,250.5106446290669,37279868.39644936,2022,Azerbaijan_Grand_Prix,R
47,40,108.41,HARD,17.0,54.71556622990185,65.24824331614684,0.3966847839630474,3816.75627773009,337.475604587849,279.09310105694254,715.8671402360324,43233869.362659015,2022,Azerbaijan_Grand_Prix,R
55,3,108.978,MEDIUM,3.0,54.4807572495124,63.846948787955,0.4151788078830943,3767.024483452829,319.52567787813,91.96327430777498,641.8556195525714,41902541.028748766,2022,Azerbaijan_Grand_Prix,R
63,42,107.177,HARD,10.0,55.391139926312384,67.19221758739579,0.4087418958556945,3378.2571617772564,300.3243604224524,86.22703360144034,285.13384810192434,34871423.77894556,2022,Azerbaijan_Grand_Prix,R
77,42,108.179,MEDIUM,9.0,54.9678680278936,66.30447186094891,0.4205158679964801,3350.547551164437,319.73401896317085,90.25284379097404,412.9246904750261,36386095.00225344,2022,Azerbaijan_Grand_Prix,R
1,61,96.575,MEDIUM,21.0,50.47500724323292,59.373737120400506,0.4161855319710985,3262.047103035522,338.2169774384236,72.9177327855598,238.04693397325363,29956060.351023477,2023,Singapore_Grand_Prix,R
2,45,98.531,MEDIUM,2.0,49.46283871488262,53.070994849083945,0.42053722344883,2878.650740359888,328.68268355434986,58.08256630616763,221.2789488140965,25606260.54963721,2023,Singapore_Grand_Prix,R
4,46,98.046,HARD,26.0,49.66991433709252,55.2680109237045,0.4348408001311932,3026.049812731487,342.5219126285489,75.06264249121591,238.95241822381405,26130804.494473323,2023,Singapore_Grand_Prix,R
10,46,98.277,HARD,26.0,49.57665062583405,58.95251714027467,0.41358743592232,3022.8840651802666,350.1189218434876,72.28358667815117,213.7464520338251,25313330.437447585,2023,Singapore_Grand_Prix,R
11,61,97.108,MEDIUM,22.0,50.21758914499792,60.264407946371286,0.4206787675958071,3087.574931259141,346.35383833188644,78.87804803533817,223.9352967398632,27845119.38011116,2023,Singapore_Grand_Prix,R
14,47,96.456,SOFT,5.0,50.44703016272234,60.5536961223369,0.4190726299281068,3251.565664152188,354.9094363201764,60.49588049652083,287.4868339694586,29390339.13395728,2023,Singapore_Grand_Prix,R
16,46,98.275,HARD,26.0,49.7288104127659,59.41384130489507,0.4285821824900209,2959.215489099746,355.19090758971686,63.21242445284158,221.7946958812768,25992851.153540585,2023,Singapore_Grand_Prix,R
20,48,98.107,SOFT,8.0,49.85408860298105,56.31216019247323,0.4109397658070258,3103.8241567086475,345.53435167613605,58.67970214512616,236.1752986065044,27675229.83060364,2023,Singapore_Grand_Prix,R
23,46,97.342,MEDIUM,3.0,50.17748767309618,53.20730867725806,0.4176953443824713,3008.1884465624967,365.212627087056,71.43549562246874,199.2662431391868,25368825.27330105,2023,Singapore_Grand_Prix,R
24,46,99.316,MEDIUM,26.0,49.22958231310992,57.86139947022148,0.4250959845398445,2767.9445254548605,317.9459601643298,66.62835526239105,218.71403387383637,24348692.82984683,2023,Singapore_Grand_Prix,R
27,50,99.923,HARD,30.0,48.89676482825065,55.72842305442466,0.4210430824479572,2962.6384530704395,324.0732230966628,71.49102285911519,229.8553609054676,26198126.02252986,2023,Singapore_Grand_Prix,R
31,33,99.93,HARD,13.0,48.66254691294932,54.87844012683003,0.4539891035103222,2961.115812575855,323.6268096351373,60.364298078421015,272.4395387697559,27252478.601251315,2023,Singapore_Grand_Prix,R
40,47,99.028,HARD,27.0,49.21149779183041,57.36171761391297,0.4292247224203059,2971.851420905256,332.6878104532448,59.54003023772814,262.8194263340686,27351648.56318628,2023,Singapore_Grand_Prix,R
44,47,95.867,MEDIUM,3.0,50.9707451295852,58.24112512451652,0.413058645554964,3081.368371476119,349.2031998996311,58.65513603860165,202.9773746684796,26932965.630525928,2023,Singapore_Grand_Prix,R
55,47,97.666,HARD,27.0,49.98354354389987,62.00798991850839,0.4212384331244614,3059.3437283670837,334.5697215920913,69.13340448753112,251.1072863862097,27507557.034576967,2023,Singapore_Grand_Prix,R
63,46,96.273,MEDIUM,2.0,50.81125058582898,58.71357243773826,0.4259563447197751,3183.627852962624,364.4208541595073,69.7787126645507,261.02430238777447,27393181.37351642,2023,Singapore_Grand_Prix,R
77,51,98.075,MEDIUM,11.0,49.73502597015906,59.02278161081688,0.414581627043601,2801.046096955188,333.46547510272177,56.86777634856113,196.13795482337568,24947093.945199896,2023,Singapore_Grand_Prix,R
81,46,98.492,HARD,26.0,49.56505182862035,55.5408347669656,0.418710886516648,2917.1947013642152,315.86513988771543,63.64430510994179,234.8452376364449,25611848.211531416,2023,Singapore_Grand_Prix,R
1,49,80.342,HARD,41.0,64.9642374723448,77.53246763057649,0.3302178401994062,4303.9311974966295,488.05434336862993,89.7195613607281,321.9315892329073,39628821.84810285,2023,Australian_Grand_Prix,R
2,50,81.456,HARD,21.0,63.99420081811919,72.26057615951625,0.3593841003869249,3826.2930710167902,475.27634500304777,96.39589891228796,257.60646916764966,36988582.27277428,2023,Australian_Grand_Prix,R
4,46,81.173,HARD,38.0,64.39901483641235,72.52719296286237,0.371431561750746,3831.929283175033,450.4443898571157,90.14597373896603,274.82973524574146,35082309.31403617,2023,Australian_Grand_Prix,R
10,47,80.995,HARD,39.0,64.55689335869256,75.59136532801311,0.3305727375073043,3868.4282512440254,467.500110246514,84.43228145580073,255.92365746128863,37873632.88504596,2023,Australian_Grand_Prix,R
11,53,80.235,HARD,46.0,65.13946837956993,76.54897455302432,0.3453580470960082,4003.579250729417,551.4083957540689,105.23383029634682,364.3618728670041,37020457.0753103,2023,Australian_Grand_Prix,R
14,53,80.476,HARD,45.0,64.70544006757162,78.47894329084193,0.3286199939118556,4104.670836720389,508.217671532135,114.25602036534572,272.3877200594438,37968836.43794154,2023,Australian_Grand_Prix,R
18,50,80.934,HARD,42.0,64.49912966791264,77.44719693296763,0.3374601474648258,4092.088510759408,489.899113195967,108.56171545902431,329.4294448990465,39025628.03605174,2023,Australian_Grand_Prix,R
20,52,81.685,HARD,45.0,64.08791422717992,76.33086914594051,0.3554194555958982,3898.947434523391,499.2721034091296,80.6345300250718,356.15564556314945,36722537.024719216,2023,Australian_Grand_Prix,R
21,50,81.183,SOFT,5.0,64.42063749923022,78.85679306761371,0.323075247684438,3781.529275167763,482.1231584513015,94.10159143284976,223.43772097867475,36241429.439587645,2023,Australian_Grand_Prix,R
22,52,81.789,HARD,44.0,63.8696402523185,77.89580678420732,0.3053330177511079,4023.107744746081,526.5051153613317,108.10256286456212,430.70694578284514,38348160.175388046,2023,Australian_Grand_Prix,R
23,6,83.349,MEDIUM,6.0,62.56699924144776,72.14989183051777,0.3606631814487814,3986.349758954655,494.4935554522342,110.87855869491617,271.93054947826806,37168773.30881081,2023,Australian_Grand_Prix,R
24,48,81.819,HARD,47.0,63.979634058568,74.75989578711726,0.3488896245730562,4045.570791459475,482.17907540642506,105.75880076115476,332.0741923806419,38277337.5747153,2023,Australian_Grand_Prix,R
27,46,81.124,HARD,38.0,64.53227706938787,72.19660783382153,0.371431561750746,3716.307125230774,464.6081976680072,98.12663692874764,276.1219646301159,34570677.77529305,2023,Australian_Grand_Prix,R
31,44,81.203,HARD,43.0,64.48228015895751,78.40446412327074,0.3667403883850392,3814.8261890035674,511.0199225006691,102.1413454684434,269.9566013009289,36355103.94119912,2023,Australian_Grand_Prix,R
44,49,80.613,HARD,41.0,64.95706051524746,80.5039208590634,0.3296897298264274,4351.086903208015,548.9987688206982,104.92801929765268,348.47916538636565,40816329.81208577,2023,Australian_Grand_Prix,R
55,53,80.467,HARD,46.0,65.0856890801042,79.40215535975813,0.3588098052950679,4035.526559700438,545.3304791552808,98.15030188778717,249.6175056024037,36419949.66295708,2023,Australian_Grand_Prix,R
63,16,82.68,HARD,9.0,62.892219306487256,76.37619907238121,0.3524175693354054,4862.524630891956,533.4941147199177,86.9308916983473,944.2049399014672,45696822.87107537,2023,Australian_Grand_Prix,R
77,46,82.233,HARD,45.0,63.68649035924087,77.15671375431525,0.3391771045970724,4057.874878565234,468.3464112470589,74.76370708283714,309.2371842739261,37466863.35470295,2023,Australian_Grand_Prix,R
81,53,81.335,HARD,45.0,64.41674467487708,76.77934589174224,0.3256207511147728,3639.93669135798,555.39288502801,114.16996565484185,202.99462108875804,33272054.94210699,2023,Australian_Grand_Prix,R
1,62,73.652,SOFT,9.0,57.40500077649695,64.88758100468759,0.3731333697114699,3590.473550839501,603.5059589310346,98.409379362648,387.0676022750559,29810379.35619509,2022,Dutch_Grand_Prix,R
3,52,75.577,SOFT,5.0,55.81929523115773,59.96421884720353,0.3843535753788155,3630.070635836938,624.8987319542678,140.7072838127887,458.3541545229151,30760253.13719517,2022,Dutch_Grand_Prix,R
4,63,74.706,SOFT,9.0,56.53792318047046,61.672239139647786,0.3976351825177995,3360.0861503211136,534.3457769400134,103.28851513273447,269.1588133814388,29138774.058389373,2022,Dutch_Grand_Prix,R
5,50,74.862,SOFT,2.0,56.48183185569759,66.12118270771008,0.4082541199174055,3181.903574499866,590.9379711360826,133.65384711164768,278.9970305603027,26160067.72996585,2022,Dutch_Grand_Prix,R
6,62,76.066,SOFT,8.0,55.574756254222905,60.01869296501094,0.4029981353066714,3308.361742019545,523.8397360803925,88.63112671217561,318.08899345877813,28230440.748297248,2022,Dutch_Grand_Prix,R
10,65,75.165,SOFT,9.0,55.89466322231615,64.83636005915413,0.3884264079190889,3804.743440726322,588.1110029003393,107.54370013479122,689.6266708047531,32637068.800503545,2022,Dutch_Grand_Prix,R
11,63,74.404,MEDIUM,7.0,56.74953093165054,62.11780205422827,0.3992578089508418,3359.185343562315,551.6698120125579,113.16428198258924,236.49313315933705,29354674.98341589,2022,Dutch_Grand_Prix,R
14,51,74.144,SOFT,4.0,56.91658607530902,66.44693249191994,0.4133904575521138,3306.7093524469688,560.7441617058232,103.97474849320132,237.17208714826276,28589271.87221378,2022,Dutch_Grand_Prix,R
16,62,74.413,SOFT,9.0,56.80160679362544,67.60656337226571,0.386556959250746,3467.542983472201,616.1010190833622,200.65973798008687,305.21001829906004,29972491.28327668,2022,Dutch_Grand_Prix,R
18,65,75.043,SOFT,12.0,56.28576346776344,61.27598413014408,0.4000665723562902,3683.156822431269,545.0386778873145,93.18455599605964,692.8454759968354,32249011.6598083,2022,Dutch_Grand_Prix,R
20,53,75.369,SOFT,9.0,56.0572075748473,65.94145162885505,0.3933353710642059,3622.505121421536,600.7023234856591,101.0841688190498,254.5616925525415,29474299.94905692,2022,Dutch_Grand_Prix,R
22,16,77.138,MEDIUM,4.0,54.87882101720286,64.88396453361676,0.3866236323715913,3246.017502460437,607.1108575480378,200.95839321284836,362.55367634349415,26609552.36770483,2022,Dutch_Grand_Prix,R
23,65,75.534,SOFT,10.0,55.87170303449,59.10917767258504,0.4115160471886868,3530.640537795742,574.9472586703786,86.11207016093594,615.7423767172279,30493209.5389903,2022,Dutch_Grand_Prix,R
24,63,75.94,SOFT,11.0,55.422273085275314,63.23515278970206,0.4169872561828182,3375.930879281378,544.6894313706468,79.08154452491782,263.78758351507065,27562807.448411908,2022,Dutch_Grand_Prix,R
31,64,75.084,SOFT,11.0,56.37650016369471,65.40665395798281,0.4059477903893193,3257.736087026369,565.0754316805265,121.37498978217914,250.2372332237025,27762091.57310619,2022,Dutch_Grand_Prix,R
44,54,73.854,MEDIUM,6.0,57.225969961507005,66.93990201092895,0.3832930204174785,3409.344078838784,654.779862941589,132.26127309131607,297.50266849198937,27246327.08691787,2022,Dutch_Grand_Prix,R
47,51,75.233,SOFT,6.0,56.33163855419264,65.11545290698295,0.3914338405493633,3300.5781536999607,606.7135035520697,87.13725780750488,407.26372172202224,27799206.242664687,2022,Dutch_Grand_Prix,R
55,63,74.643,SOFT,9.0,56.6916947248762,66.26331027194514,0.4008695609829207,3462.740612621431,582.7817023787663,91.52372023808788,243.25290266182228,28707711.1764962,2022,Dutch_Grand_Prix,R
63,72,73.671,SOFT,17.0,57.35827248745113,67.72585140347073,0.3814111374675883,3370.4734738479297,581.5168127871581,122.02076484883924,314.66387987278137,28856596.47707321,2022,Dutch_Grand_Prix,R
77,51,76.844,MEDIUM,17.0,54.90536763917817,64.32578234378448,0.4323513535207224,3171.1081402445216,540.9235759977103,125.48654573660647,234.529666826332,26046734.121892422,2022,Dutch_Grand_Prix,R
1,68,75.594,MEDIUM,26.0,57.02779059827027,68.6952615455015,0.3832466000900796,3546.673816556905,360.6266815272267,62.30954416471484,326.40261875910375,26869244.990925662,2023,Canadian_Grand_Prix,R
2,4,78.437,MEDIUM,4.0,54.84950683717286,60.94507784109393,0.4130374026760278,3486.06284431813,341.3378367574137,115.96389503983455,267.4293590065417,26402717.75062592,2023,Canadian_Grand_Prix,R
4,65,76.374,HARD,31.0,56.51733910760382,65.14876627045871,0.4135580252320735,3739.566881682804,398.0641521649458,164.0840084624282,390.63300454935273,28388984.86524536,2023,Canadian_Grand_Prix,R
10,67,76.425,HARD,34.0,56.42027275524698,68.93875016870427,0.3825756986693388,3739.387455830571,329.4433902865577,71.19065873078239,697.2210481118835,29155042.586017285,2023,Canadian_Grand_Prix,R
11,70,74.481,SOFT,2.0,58.25483095865957,71.31709683899986,0.3820784987620745,3530.532212942423,386.9685605776877,135.14217441421113,294.1611373642121,26779744.3722428,2023,Canadian_Grand_Prix,R
14,62,75.779,HARD,21.0,57.07304082704756,65.5203428497507,0.3713422110340638,3391.6057938648564,307.9107623806024,87.83431708653076,353.0344974777144,27433309.996183783,2023,Canadian_Grand_Prix,R
16,47,75.907,HARD,8.0,56.90708261683914,71.7416326727884,0.3921425043362346,3117.566858253508,377.0645459252762,84.31188006874802,209.05896284766217,24325310.10303456,2023,Canadian_Grand_Prix,R
18,58,76.564,HARD,31.0,56.24473261735104,65.08306907581643,0.3930313293234934,3608.710039718252,320.0664865149212,77.43085860195796,304.3787674295258,28693113.854648218,2023,Canadian_Grand_Prix,R
20,55,76.126,MEDIUM,2.0,56.98871627564577,67.07765138137779,0.3998682273525286,3529.6608590860387,316.91042527126075,62.76885402153208,233.62521206257827,28159977.91522286,2023,Canadian_Grand_Prix,R
21,52,76.656,HARD,2.0,56.37514828569995,69.17991378872509,0.3928349877705243,3015.498471355384,300.1556139456601,60.789650929947136,241.4375792641884,23582210.579007726,2023,Canadian_Grand_Prix,R
22,68,76.666,,,56.33470392266907,69.9859331361881,0.3799637693943135,3286.4661702186995,331.2692861947416,73.96683786742119,316.79522733262274,26936919.37892244,2023,Canadian_Grand_Prix,R
23,68,76.917,HARD,56.0,56.00320463206607,65.77199727362473,0.4021961900439044,3181.5431520837974,328.2269219024978,71.0573588516645,294.5564316478683,25088797.37964429,2023,Canadian_Grand_Prix,R
24,58,77.09,HARD,26.0,56.06280141211362,67.1829634648747,0.4000648455868733,3706.003504932696,330.2689566722464,66.70231577881387,428.3911221594034,28707037.74285193,2023,Canadian_Grand_Prix,R
27,37,77.232,HARD,6.0,56.08540118391858,67.56014622942295,0.3967210720468802,3405.0816289408717,312.393407842454,65.02882052587576,266.289852901173,26827789.0262967,2023,Canadian_Grand_Prix,R
31,63,76.782,HARD,27.0,56.02678261417336,67.19912386700912,0.4188799322636431,3124.741320384368,307.1507893965605,78.0142758309648,231.951759562108,24966859.46303141,2023,Canadian_Grand_Prix,R
44,47,75.396,MEDIUM,7.0,57.27784517440501,70.91224961404113,0.3847516851917981,3431.254989438406,318.40649615174846,70.3326396700431,225.7542799375951,24175115.96134139,2023,Canadian_Grand_Prix,R
55,47,75.911,HARD,9.0,56.84861474993729,70.02042357464829,0.4022249333708337,3056.8191831236336,336.78364938709586,64.0151213133027,288.8705183322291,23509551.046271037,2023,Canadian_Grand_Prix,R
63,44,77.097,HARD,32.0,55.98601882681391,63.98584508104873,0.3951079560908994,3576.606108940315,318.0693084034063,73.06144710488665,585.9461481973764,27395216.883972228,2023,Canadian_Grand_Prix,R
77,52,76.625,MEDIUM,16.0,56.35447630074079,67.79579176712262,0.4164943537998872,3300.271888409108,337.35894429211305,70.48961042216096,224.46598683053588,25038428.33454004,2023,Canadian_Grand_Prix,R
81,59,76.598,HARD,22.0,56.50315959849722,67.19154608608807,0.3756255554772726,3545.645888333894,393.214110296955,259.0505146253839,482.7274856999514,26847055.659778297,2023,Canadian_Grand_Prix,R
1,61,76.33,SOFT,11.0,60.6769250229476,72.31190038452236,0.3445310824101677,3503.256720986299,550.7472203200773,93.19358932175687,242.63199912129468,30115829.67575133,2023,Spanish_Grand_Prix,R
2,41,79.247,HARD,5.0,58.44095043752851,63.804296417209805,0.3815236146178741,3449.9722983114807,497.2425396611909,100.6132688860702,427.38527305688257,30943865.678708863,2023,Spanish_Grand_Prix,R
4,55,77.182,SOFT,8.0,59.98891832433265,68.94175484186555,0.3833966668781863,3497.3548676977302,573.7126479617708,98.2042172454575,273.1362262067364,30434728.578156564,2023,Spanish_Grand_Prix,R
10,41,78.375,HARD,2.0,59.15609627191755,70.6041831740146,0.3651269572272768,3752.979167174981,543.7852736626496,88.07142055538502,296.4728998433996,32142176.00109642,2023,Spanish_Grand_Prix,R
11,52,76.666,SOFT,2.0,60.39157630228342,69.1289076205823,0.3788422284948956,3485.906469888746,560.1946773764909,88.66117735973965,222.0490287100386,29620805.361383885,2023,Spanish_Grand_Prix,R
14,49,78.083,HARD,5.0,59.24514483463934,68.94223752256687,0.3783644502912031,3549.6549908933875,537.7923118317709,80.88507412508878,313.6553981880444,30479707.63188868,2023,Spanish_Grand_Prix,R
16,52,78.357,HARD,36.0,59.21091544244774,71.07835048141467,0.3788942763158505,3541.7902213415623,525.9642166887708,75.89981323382109,220.7143982544221,29796487.509448715,2023,Spanish_Grand_Prix,R
18,56,78.722,HARD,22.0,58.85999309838534,69.24403459419518,0.3607489927681774,3418.078445010347,515.6169525041933,91.49132967904892,239.54238964965512,28850869.760285143,2023,Spanish_Grand_Prix,R
20,44,78.069,MEDIUM,2.0,59.3789980426057,68.3662274907555,0.385941768860341,3450.927505565324,501.7795639988166,70.35369483013835,329.15715924927747,30076939.7035804,2023,Spanish_Grand_Prix,R
21,41,78.594,MEDIUM,3.0,59.0729016231024,67.5180237508437,0.3860356416662629,3601.25918201178,540.4833052584379,84.48142358521794,240.0130976195557,30977134.772244845,2023,Spanish_Grand_Prix,R
22,59,78.904,MEDIUM,25.0,58.671590474513216,69.71469799399925,0.3490372763227311,3305.8198043121333,526.7008463651052,104.73077829670372,205.61212433168524,28519959.58904122,2023,Spanish_Grand_Prix,R
23,59,79.133,MEDIUM,22.0,58.25567126349144,64.69525931496699,0.3762692575658735,3614.648485144112,518.9197051902819,84.45484578662318,304.5044526102952,31221796.3070043,2023,Spanish_Grand_Prix,R
24,38,78.753,HARD,2.0,58.798761027323145,69.13035798555921,0.3770274753488641,3613.785760805795,539.563046406982,95.86237344465368,294.00062088851524,30981534.834464837,2023,Spanish_Grand_Prix,R
27,53,78.776,MEDIUM,10.0,58.93834994562564,65.86088263090129,0.3866995839386425,3505.1092249160256,497.6681307837352,86.71853939895666,271.8316375161178,30391365.33985157,2023,Spanish_Grand_Prix,R
31,54,78.946,HARD,19.0,58.7219401636037,68.87446220204001,0.4049258713088534,3252.540520637464,464.2601398621655,83.28374715227388,231.7933706547175,29874749.620589446,2023,Spanish_Grand_Prix,R
44,62,76.676,SOFT,15.0,60.36999080799796,73.91864711354313,0.3585150752584483,3631.84414370968,549.719765261601,101.2717976653324,258.06307957252426,33469545.610897865,2023,Spanish_Grand_Prix,R
55,60,78.403,HARD,19.0,59.128999964679245,69.96242173834965,0.379799970614018,3545.447498542748,532.684206102715,90.80720589725236,336.08606456333,30457879.98052164,2023,Spanish_Grand_Prix,R
63,48,77.875,SOFT,6.0,59.58979709253852,68.86400570656583,0.3684540510778897,3709.6778788486654,573.6548721180362,104.23773353405444,243.7800920538689,31217345.543652143,2023,Spanish_Grand_Prix,R
