Driver,LapNumber,Compound,Year,Event,SessionType,LapTimeSeconds,Energy_per_m,PC1,PC2,PC3
16,50,HARD,2023,Las_Vegas_Grand_Prix,R,95.669,6551.384481453975,-1.2265051545110244,-0.3351468326745405,1.6471551814159873
18,45,HARD,2023,Las_Vegas_Grand_Prix,R,96.584,7002.313737699731,-0.2580932484444061,-0.18616593642624235,1.2654574707401343
20,50,HARD,2023,Las_Vegas_Grand_Prix,R,97.455,6817.761102212917,-0.8662712181891358,-0.2722258950574652,1.543369152068742
22,45,HARD,2023,Las_Vegas_Grand_Prix,R,97.587,6901.161833400185,-0.9000717244574159,0.44268939523576994,1.1534667708069881
23,50,HARD,2023,Las_Vegas_Grand_Prix,R,97.357,6611.566783193288,-1.6251476684319512,-0.13171009743642048,1.8289962039471177
24,32,MEDIUM,2023,Las_Vegas_Grand_Prix,R,97.375,6812.707716386296,-1.2674570009353154,-1.2006734436580244,-2.0463592632899212
27,43,HARD,2023,Las_Vegas_Grand_Prix,R,97.565,7095.033390578006,1.0463266236009137,0.3670391475994653,1.204453329539959
31,47,HARD,2023,Las_Vegas_Grand_Prix,R,96.637,7006.256374759867,0.8896343157779373,0.3817213895176195,1.6900859458602937
44,48,HARD,2023,Las_Vegas_Grand_Prix,R,95.716,7118.901197854471,0.8833921113902129,0.244351936348326,1.3785541497939144
55,47,HARD,2023,Las_Vegas_Grand_Prix,R,95.984,7197.578577749318,0.8346842777436805,0.6026698328201863,1.0715478040466246
63,44,HARD,2023,Las_Vegas_Grand_Prix,R,96.071,7981.144639704403,3.6784660013857495,2.331886540550667,0.6857901656005734
77,49,MEDIUM,2023,Las_Vegas_Grand_Prix,R,97.562,6429.754675171517,-1.308744102931105,-1.2401733759993914,-0.9092971775152004
81,47,MEDIUM,2023,Las_Vegas_Grand_Prix,R,95.49,7116.041760630507,1.437036930234192,-1.0170840443040374,-1.60078274549044
1,33,HARD,2023,Italian_Grand_Prix,R,85.24,7770.711869345947,0.05772589290999993,-0.04259008932072043,1.179609671844146
2,16,HARD,2023,Italian_Grand_Prix,R,86.84,8173.0998131752085,-1.1935537378713377,2.2148133818856524,-0.27118253818444704
4,24,HARD,2023,Italian_Grand_Prix,R,86.144,8455.699996746067,0.874612002717044,1.2490571650404885,0.42634271073834645
10,44,MEDIUM,2023,Italian_Grand_Prix,R,85.758,8845.230973136795,3.2881345499382033,0.36814022068140667,-1.1762591307532282
11,39,HARD,2023,Italian_Grand_Prix,R,85.522,7202.360204780556,-1.2861899333893274,-0.9700065093905494,1.764110866648003
14,43,HARD,2023,Italian_Grand_Prix,R,86.105,7638.948081119499,-1.7679212881557929,0.45855416560849965,1.6264731475008303
16,38,HARD,2023,Italian_Grand_Prix,R,85.58,7299.659093080634,0.9881277868785863,-0.18474691143520483,1.8979664052983802
18,31,HARD,2023,Italian_Grand_Prix,R,86.617,6866.682398514644,-3.6227968024526067,-0.3833426805792175,1.1452880799663827
20,42,MEDIUM,2023,Italian_Grand_Prix,R,86.278,9622.209430213814,1.3015232532023884,1.489320163402699,-2.2429022039861803
23,33,HARD,2023,Italian_Grand_Prix,R,86.389,6879.188407634679,-3.0223269071123586,0.23531030968730496,1.3328692130848085
24,35,MEDIUM,2023,Italian_Grand_Prix,R,85.983,7652.644528459585,0.24942296515638973,-0.6963223556601176,-1.7986094858472528
27,50,MEDIUM,2023,Italian_Grand_Prix,R,85.894,7866.510935925669,0.47244602914912925,-0.6835257168304132,-0.9935822117275871
31,33,HARD,2023,Italian_Grand_Prix,R,86.963,6488.64846522317,-3.700443616536904,0.8686497223890584,0.3552165181322114
40,44,MEDIUM,2023,Italian_Grand_Prix,R,85.842,8915.18896574102,1.7592538420826873,1.1383652616636721,-1.8128332899884967
44,29,MEDIUM,2023,Italian_Grand_Prix,R,85.582,7671.679183560127,0.6139421344684689,-1.0784583534070546,-1.6571176037970412
55,30,HARD,2023,Italian_Grand_Prix,R,85.501,7407.252570581011,0.024455077189366646,-0.6359946038388927,1.4019633022701603
63,38,HARD,2023,Italian_Grand_Prix,R,85.847,8048.5897763827,0.15050709967142992,0.9576806360906909,1.3885003586680706
77,27,MEDIUM,2023,Italian_Grand_Prix,R,85.988,7626.329373435058,0.7452033468207458,-0.49915774745464836,-1.7051528090093797
81,43,MEDIUM,2023,Italian_Grand_Prix,R,85.072,8375.66449230684,2.7689211921755015,-1.360020131302469,-1.05487298233697
1,54,HARD,2022,Abu_Dhabi_Grand_Prix,R,89.392,7027.725935597326,1.7447228643609496,2.362195527952154,1.421361960237862
3,45,HARD,2022,Abu_Dhabi_Grand_Prix,R,90.785,6261.089437546689,-2.1024831056127544,1.2043491875892027,1.157357776017446
4,44,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,88.391,6611.037405911784,1.9007342681834443,-1.722454026897283,-1.1310948598719515
5,35,HARD,2022,Abu_Dhabi_Grand_Prix,R,90.312,6192.684921441955,-2.088576493782539,-0.05286474018347113,0.9977922176467436
6,45,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,90.309,6333.857242953638,-1.769823529981501,0.344673490855312,-2.2984501586797035
10,16,HARD,2022,Abu_Dhabi_Grand_Prix,R,91.081,6235.9115381695065,-1.2841718855029924,0.23613224270166647,0.7037046602141227
11,52,HARD,2022,Abu_Dhabi_Grand_Prix,R,88.972,6379.554868830048,0.8576997573704587,-0.9757078242843225,2.143649230385031
14,24,HARD,2022,Abu_Dhabi_Grand_Prix,R,90.579,6025.91145417544,-2.6137614688959965,0.20705577195314542,0.49947178779378704
16,48,HARD,2022,Abu_Dhabi_Grand_Prix,R,89.719,7182.6010669326015,1.0933014225440643,2.752669617776331,0.6213317390575067
18,42,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,89.62,5909.010365571043,-1.473416692285147,-2.273312278949098,-1.0892328402448967
20,40,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,91.158,5978.395717840242,-3.1344824123501156,-0.39711509022051794,-1.6947426955899325
22,40,SOFT,2022,Abu_Dhabi_Grand_Prix,R,89.489,6695.435249654121,1.6921249975892758,-1.1831597223614425,-0.7325210973752738
23,40,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,89.939,6991.742463425418,2.7507993188168367,1.1649718158061868,-1.857563295306933
24,53,SOFT,2022,Abu_Dhabi_Grand_Prix,R,89.6,6913.22523171463,1.6069867022991946,0.49350798092922177,-1.415422852757336
31,45,HARD,2022,Abu_Dhabi_Grand_Prix,R,89.333,6468.87159920294,0.06745216803098884,-0.44283990240281845,1.0980745411862642
44,42,HARD,2022,Abu_Dhabi_Grand_Prix,R,89.788,6207.207991044378,-1.050782602768518,-0.46491517185332587,1.9761710366033156
47,39,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,89.833,6657.490119882265,0.7195192793047606,-0.30032947924518466,-1.5995831571302053
55,50,HARD,2022,Abu_Dhabi_Grand_Prix,R,88.879,6639.1783899471875,0.6497589320297129,-0.24089510854326202,1.2365142268535527
63,48,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,88.836,6123.5584686965185,0.7043089378001036,-2.592385269127328,-0.45431550607159105
77,47,MEDIUM,2022,Abu_Dhabi_Grand_Prix,R,90.352,7150.505414448633,1.280055943024278,2.1018699894063637,-2.1631276657304745
1,50,HARD,2023,Saudi_Arabian_Grand_Prix,R,91.906,8120.2464903465125,0.7725273401179069,-0.625450513537701,1.6154986416657198
2,49,MEDIUM,2023,Saudi_Arabian_Grand_Prix,R,94.469,9213.207304950121,0.2993284677391904,2.607784876609609,-2.7844660076996477
4,49,MEDIUM,2023,Saudi_Arabian_Grand_Prix,R,94.122,9287.390647863873,1.3914144227321008,2.422475843660935,-2.527441238071734
10,50,HARD,2023,Saudi_Arabian_Grand_Prix,R,93.392,7874.971619992469,0.6608207727888427,-0.0763057934447751,1.877259220511418
11,38,HARD,2023,Saudi_Arabian_Grand_Prix,R,92.188,7872.716076978375,0.36016560407399,-1.4542555176971699,1.5697095243415702
14,50,HARD,2023,Saudi_Arabian_Grand_Prix,R,92.24,8931.408277275736,2.443645491537946,0.4493101598891107,1.4890793660687058
16,47,HARD,2023,Saudi_Arabian_Grand_Prix,R,93.056,8567.712502924815,1.7180319939942583,0.3988211425792522,1.4346990742603714
18,7,MEDIUM,2023,Saudi_Arabian_Grand_Prix,R,95.14,8615.725161191835,-0.4988807934062172,1.1860418850348156,-3.0184814627545022
20,44,HARD,2023,Saudi_Arabian_Grand_Prix,R,93.374,7212.596304309849,-2.5380191487118346,-1.364300948129196,1.8655546834048045
21,49,HARD,2023,Saudi_Arabian_Grand_Prix,R,93.609,8044.065291107529,0.10106602129640431,0.49923023032336744,1.1828828467925332
22,50,HARD,2023,Saudi_Arabian_Grand_Prix,R,93.931,7458.511025562205,-2.2475053799955003,-1.0576529970680095,1.7040876973328107
23,24,HARD,2023,Saudi_Arabian_Grand_Prix,R,95.567,7901.366796699766,-3.6179066764201973,1.3066827833542105,-0.683788029719454
24,49,MEDIUM,2023,Saudi_Arabian_Grand_Prix,R,93.894,8091.766526996484,-0.8920285846938482,0.05109463556626458,-1.6646982824923942
27,50,HARD,2023,Saudi_Arabian_Grand_Prix,R,93.78,7523.172664823875,-1.9237090466634097,-0.21730514459203487,1.5230869964523748
31,49,HARD,2023,Saudi_Arabian_Grand_Prix,R,93.222,9190.993141473158,2.2920239093469497,2.0325650543236615,0.7328098208747403
44,47,MEDIUM,2023,Saudi_Arabian_Grand_Prix,R,92.941,8527.607182308982,1.5143518934008393,-0.2539824568127163,-1.3021756550402297
55,50,HARD,2023,Saudi_Arabian_Grand_Prix,R,92.822,8183.331194900287,0.36651070473784636,0.4117126212585416,1.3039977506760194
63,50,HARD,2023,Saudi_Arabian_Grand_Prix,R,92.433,8123.331254476348,0.7672601056944237,-0.6903507779594672,1.7479645835625477
77,37,SOFT,2023,Saudi_Arabian_Grand_Prix,R,94.384,7873.3136393594405,-0.6895686992539991,-1.2259726879545807,-1.6740834913541947
81,48,HARD,2023,Saudi_Arabian_Grand_Prix,R,94.287,7499.376391081924,-1.7690305566503193,-0.19309074384536284,1.9831376726948347
3,48,HARD,2021,Abu_Dhabi_Grand_Prix,R,88.723,4350.0021898016,-0.6591627614569172,1.2124942718446179,0.9373739670180405
4,58,MEDIUM,2021,Abu_Dhabi_Grand_Prix,R,86.762,4163.2006549792795,1.9790639308710043,-2.1201774491779606,-0.5933476318513274
5,58,HARD,2021,Abu_Dhabi_Grand_Prix,R,88.303,4071.1783220926027,-1.6992562416009138,-0.13095799876704695,1.6046672473715105
6,30,HARD,2021,Abu_Dhabi_Grand_Prix,R,89.293,4250.49624322303,-1.1426602314185808,1.271140235259955,-0.22042469592333627
7,23,HARD,2021,Abu_Dhabi_Grand_Prix,R,89.698,4090.461425584856,-2.1827941615433293,1.0045447953147975,-0.13993209554521685
10,49,MEDIUM,2021,Abu_Dhabi_Grand_Prix,R,87.342,4541.966322467829,2.1557382748998464,0.20435435038566802,-1.546213116576981
11,51,HARD,2021,Abu_Dhabi_Grand_Prix,R,86.419,4444.642139712235,1.866806183758081,0.4927436638893415,0.9295569432584878
14,58,MEDIUM,2021,Abu_Dhabi_Grand_Prix,R,87.607,4361.521061937665,-0.003219779178246841,-0.8689974590477318,-1.1843121378386332
16,40,MEDIUM,2021,Abu_Dhabi_Grand_Prix,R,88.433,4089.640933433997,-1.16725714689108,-1.0660775972353727,-1.5930511947297075
18,48,HARD,2021,Abu_Dhabi_Grand_Prix,R,88.567,4241.164658052827,-0.8321020596778455,0.8855421995892314,0.9105254795658927
22,50,HARD,2021,Abu_Dhabi_Grand_Prix,R,87.496,4113.119368352268,0.1381335193897866,-0.6073003203729569,1.8127482195219071
31,58,HARD,2021,Abu_Dhabi_Grand_Prix,R,88.249,4175.462725595829,-0.8635177051474862,0.3866507476709382,1.8280420827872077
33,39,HARD,2021,Abu_Dhabi_Grand_Prix,R,86.103,4758.4206860914865,4.770317764330562,2.3419452813088144,-0.015073512485198485
44,43,HARD,2021,Abu_Dhabi_Grand_Prix,R,86.615,4183.955787612747,0.9953579639154135,-0.6259911144561748,1.9712509197151402
47,42,HARD,2021,Abu_Dhabi_Grand_Prix,R,89.457,4084.9852162179795,-2.745892692464389,0.7144519423682436,0.9356293250526537
55,51,HARD,2021,Abu_Dhabi_Grand_Prix,R,87.618,4303.783379160996,0.5301821054609028,-0.20129615748338003,1.899860714165911
63,23,MEDIUM,2021,Abu_Dhabi_Grand_Prix,R,90.647,4299.936116780911,-1.45444076107435,2.63858755142869,-2.8648151458890423
77,51,HARD,2021,Abu_Dhabi_Grand_Prix,R,86.862,4247.33244820797,1.1461141363136498,-0.6270519430908007,1.7487492591379494
99,33,HARD,2021,Abu_Dhabi_Grand_Prix,R,89.442,4027.4744397203826,-2.673104370255882,0.16602136241195148,0.6424145746175097
1,53,MEDIUM,2023,Hungarian_Grand_Prix,R,80.504,6358.30309761465,3.461916516995844,-1.701878489059392,-0.7668165242503202
2,36,HARD,2023,Hungarian_Grand_Prix,R,83.496,6120.609465126009,0.2394238426170751,1.0482175914529823,0.30195549503649727
3,67,MEDIUM,2023,Hungarian_Grand_Prix,R,83.934,5481.425269212115,-2.2603572107667422,0.33509858231944195,-0.7356629428576048
4,50,MEDIUM,2023,Hungarian_Grand_Prix,R,82.178,5538.238157116607,0.3728533787856806,-1.5312387962422187,-0.9840548855888781
11,53,MEDIUM,2023,Hungarian_Grand_Prix,R,82.295,5726.49784158091,-0.24582896047921624,-2.0708388523792567,-0.6124543482179647
14,51,HARD,2023,Hungarian_Grand_Prix,R,82.745,5797.9908830160975,-0.4068745998978611,-0.15510852261147978,1.0779474339432114
16,50,HARD,2023,Hungarian_Grand_Prix,R,82.469,6100.234543285346,1.8364282767065945,0.44400478067842764,1.2106817826038718
18,54,HARD,2023,Hungarian_Grand_Prix,R,83.425,5666.386518525633,-2.566856672375546,0.38651474990703477,1.1819054672968439
20,54,HARD,2023,Hungarian_Grand_Prix,R,83.864,5622.380994789775,-1.8968435440303912,0.4966472782209039,1.222203707316959
22,68,MEDIUM,2023,Hungarian_Grand_Prix,R,83.269,5842.7752379835865,-0.14318007028825644,0.9693988413846993,-1.5723372484814993
23,54,HARD,2023,Hungarian_Grand_Prix,R,84.051,5880.086858317495,-1.854103944876506,1.8210933450747973,0.6955675680669747
24,12,HARD,2023,Hungarian_Grand_Prix,R,83.743,5983.1839362489545,-1.3930627872569883,1.0681807590297654,0.2057969848996616
27,42,HARD,2023,Hungarian_Grand_Prix,R,83.573,6075.54301095923,-0.3847245821976213,1.732345573308242,0.23109580626345452
44,54,MEDIUM,2023,Hungarian_Grand_Prix,R,81.601,5607.94547137322,0.9889691369890281,-2.8176332673626927,-0.31768852265546405
55,54,HARD,2023,Hungarian_Grand_Prix,R,82.584,5730.784288200845,0.008746148556025504,0.6901018602010474,0.8998413859685216
63,48,MEDIUM,2023,Hungarian_Grand_Prix,R,82.158,5934.32053911412,1.997975685716861,-0.6829280357466719,-1.5449816259782396
77,42,HARD,2023,Hungarian_Grand_Prix,R,83.651,6039.931929225049,-0.3682751036626054,1.5253262355447528,0.13484146815978237
81,45,MEDIUM,2023,Hungarian_Grand_Prix,R,82.736,5982.266549874878,1.4593771427689555,0.39129279774516296,-1.8304349745554607
1,38,MEDIUM,2022,Italian_Grand_Prix,R,84.745,7221.167813486734,0.6248847646021335,-1.533335904352291,-0.8409491997432347
3,39,HARD,2022,Italian_Grand_Prix,R,86.603,7182.772887400028,-1.430770128615227,0.3667938807593942,1.3981382890434444
4,43,SOFT,2022,Italian_Grand_Prix,R,84.718,7733.29347672012,2.5075879526091955,-1.4350985942477328,-0.35202854656885013
5,4,MEDIUM,2022,Italian_Grand_Prix,R,87.501,7884.182664577999,-1.3168469887677814,1.4886985861484021,-2.9870812157703983
6,17,HARD,2022,Italian_Grand_Prix,R,86.798,6430.956505030216,-2.495149754518909,-0.5719075072479544,0.4920188188434809
10,30,HARD,2022,Italian_Grand_Prix,R,86.718,8164.245282598912,0.7833472595946783,2.145919532678705,0.41725663184073764
11,46,SOFT,2022,Italian_Grand_Prix,R,84.03,9999.938247160058,5.699704155913148,0.4820104753401422,-1.1859510197729628
14,7,MEDIUM,2022,Italian_Grand_Prix,R,87.203,7500.609974843128,-0.7145841440568622,0.8465794799549025,-2.4142477097793273
16,38,SOFT,2022,Italian_Grand_Prix,R,84.336,7207.918771523287,0.9394479519769757,-2.49395856404536,-0.4704405593338583
18,34,HARD,2022,Italian_Grand_Prix,R,87.467,7460.54667449593,-0.4103775595463163,0.7489384958077527,1.4597990383479265
20,37,HARD,2022,Italian_Grand_Prix,R,86.798,6349.3042765840755,-2.4474621100504903,-0.20807736723327008,1.0722727462528352
22,43,HARD,2022,Italian_Grand_Prix,R,86.857,8057.840660821311,0.4271479263321903,2.3637884862113845,1.081991638872781
24,41,HARD,2022,Italian_Grand_Prix,R,86.361,6670.60864690902,-2.4772569198663037,-0.07866192841630186,1.6160110485524468
31,37,HARD,2022,Italian_Grand_Prix,R,86.593,6384.67417902705,-2.5091151440303894,-0.4135806251349218,1.4879114772710675
44,43,SOFT,2022,Italian_Grand_Prix,R,84.434,7901.517578543499,2.384675784596335,-1.2718148866346979,-0.527813993633477
45,41,MEDIUM,2022,Italian_Grand_Prix,R,86.624,6521.2351357471725,-2.44229222468785,-0.7682273410633558,-0.9251384511051236
47,43,SOFT,2022,Italian_Grand_Prix,R,85.298,8259.600680741949,2.1698570715692007,-0.28378173404780516,-0.9702809739419783
55,41,SOFT,2022,Italian_Grand_Prix,R,84.446,6512.213096888204,-0.27740112685407753,-2.987835068044339,0.007566573923345942
63,40,HARD,2022,Italian_Grand_Prix,R,85.288,7726.242538673921,0.6408853511055086,0.9521598383143933,1.0936308480757164
77,45,SOFT,2022,Italian_Grand_Prix,R,85.706,7616.513458658804,1.6536932575426362,-0.43081602793045254,-0.8433828907528959
1,48,HARD,2024,Miami_Grand_Prix,R,91.261,6126.091505817496,-1.710446286937596,-1.930848199503938,1.9549153245698028
2,15,HARD,2024,Miami_Grand_Prix,R,93.452,6704.268504380152,-3.809236562384823,1.6627034537383594,-0.6432620949528117
3,57,MEDIUM,2024,Miami_Grand_Prix,R,92.122,7100.791873558774,-1.072392655419402,-0.4760200732815789,-1.0618729888102896
4,55,HARD,2024,Miami_Grand_Prix,R,90.98,7560.886514666947,1.5962185196508465,1.2392530325660052,0.879928836498916
10,56,HARD,2024,Miami_Grand_Prix,R,92.055,7600.473341932951,0.6268999775368622,2.3873235305649545,0.9413081236632707
11,55,MEDIUM,2024,Miami_Grand_Prix,R,90.855,7437.632217283022,0.3141145820621478,-0.9385666047842363,-0.9577278707536968
14,55,MEDIUM,2024,Miami_Grand_Prix,R,91.727,6874.554641518033,-0.4605114989411903,-0.346533591852078,-1.1123935545226176
16,56,HARD,2024,Miami_Grand_Prix,R,91.084,7629.276926964063,1.0622056857934687,0.9142342940145034,1.305785368086793
18,57,MEDIUM,2024,Miami_Grand_Prix,R,91.588,7320.212158566602,0.7405707021713656,-0.09692713923339809,-1.2415731769670766
20,33,MEDIUM,2024,Miami_Grand_Prix,R,91.774,7093.027587041058,0.19823269761263174,-0.37113609523249746,-2.132810869715373
22,55,HARD,2024,Miami_Grand_Prix,R,91.682,7427.059584928282,0.8098571507697486,1.2618696230701174,0.9317966935453567
23,55,SOFT,2024,Miami_Grand_Prix,R,90.849,7501.596947617944,1.273015293504502,-1.6750079093328274,-1.2816355550068177
24,56,SOFT,2024,Miami_Grand_Prix,R,91.991,7149.338619077311,1.2128494836635408,0.19095281900730487,-0.8371925329458005
27,56,MEDIUM,2024,Miami_Grand_Prix,R,91.941,7277.934314198987,0.005644503297337669,-0.05537947605082522,-1.4843219833444687
31,51,HARD,2024,Miami_Grand_Prix,R,92.037,6391.015127291089,-3.892013450869751,-0.355740560301096,0.9878302834480442
44,54,MEDIUM,2024,Miami_Grand_Prix,R,91.233,7233.833328291021,0.7123015218110667,-0.8147888613542417,-0.8820874369511832
55,55,HARD,2024,Miami_Grand_Prix,R,90.928,7727.777239872748,2.0061452988462283,1.0719822708937068,1.0557944362937952
63,43,HARD,2024,Miami_Grand_Prix,R,91.921,6490.683228218855,-1.3422073155813798,-0.6778746936806391,1.295425121796664
77,55,MEDIUM,2024,Miami_Grand_Prix,R,92.098,6789.457681201034,-2.37985179016939,-0.4232625454308483,-1.7496184089127418
81,43,MEDIUM,2024,Miami_Grand_Prix,R,90.634,7204.944112622228,3.839482849961922,-1.2197530744519216,-0.9681863953998607
1,43,MEDIUM,2024,Italian_Grand_Prix,R,81.745,6770.359512999426,-0.3810160059858323,-2.745812090599067,-1.0552379765738449
3,52,HARD,2024,Italian_Grand_Prix,R,84.219,7369.785291993577,0.4526811747859747,1.7209281306451134,1.5324136157949555
4,53,HARD,2024,Italian_Grand_Prix,R,81.432,6989.233133351801,0.8653315986500915,-1.6510247292407634,2.217489806622792
10,51,HARD,2024,Italian_Grand_Prix,R,83.755,7219.428223456213,-1.9698684630706704,0.4417225853441041,0.7988737491597488
11,47,MEDIUM,2024,Italian_Grand_Prix,R,82.971,8336.670530442121,2.7800394667654134,1.5644663542315347,-2.240078900999823
14,46,HARD,2024,Italian_Grand_Prix,R,82.944,7294.827538411385,-1.019093849724833,-0.42834650287698295,1.0806075802411852
16,33,HARD,2024,Italian_Grand_Prix,R,83.226,7285.937149051391,0.8124949334583933,0.7923780106972622,1.0025068270436075
18,52,SOFT,2024,Italian_Grand_Prix,R,82.232,7326.5029087567955,0.8182890376560288,-1.860239186445729,-0.8396337075889594
20,51,HARD,2024,Italian_Grand_Prix,R,83.437,6961.836253358789,-1.4858581541454152,-0.4696510193159672,1.8987154775048931
22,4,HARD,2024,Italian_Grand_Prix,R,86.198,6895.164561182163,-4.735429971933456,1.5423237703127881,-0.592981344555474
23,53,HARD,2024,Italian_Grand_Prix,R,83.918,6858.430319981763,-1.2169409109499865,0.38567758844459815,1.6006380780060534
24,17,HARD,2024,Italian_Grand_Prix,R,85.092,8015.009085477751,-0.13424578235685833,2.4198324772982454,-0.4303408081740146
27,44,HARD,2024,Italian_Grand_Prix,R,83.275,7697.096081934309,1.1175739552610908,0.7173324728325376,0.841642862660162
31,52,MEDIUM,2024,Italian_Grand_Prix,R,84.343,7455.505541983563,-0.2764713724340646,1.5869741059942897,-2.3515478901853157
43,53,HARD,2024,Italian_Grand_Prix,R,83.728,6927.441314498966,-1.882338778999649,0.4125883735012757,1.4414733678191436
44,53,HARD,2024,Italian_Grand_Prix,R,81.512,7499.32793790225,1.949829289006884,-0.40434246873547797,1.5927078556074015
55,53,HARD,2024,Italian_Grand_Prix,R,83.219,7430.560645311381,0.7184866557626571,1.868670658093338,0.9842342550089003
63,49,HARD,2024,Italian_Grand_Prix,R,82.036,8213.552002372166,2.55410717566289,1.8669683661986014,0.4969662650007444
77,52,MEDIUM,2024,Italian_Grand_Prix,R,83.609,6966.69404392737,-0.5279557594052601,-0.9276615702656055,-1.1365981807509113
81,53,HARD,2024,Italian_Grand_Prix,R,81.943,6953.695032758853,-0.11002870254174127,-1.7507668630184559,1.9520565074823926
1,40,HARD,2023,United_States_Grand_Prix,R,100.028,6726.677470548845,-0.1509869217584024,0.009869627134196163,0.9021977366869736
2,34,MEDIUM,2023,United_States_Grand_Prix,R,101.238,6246.777806549316,-1.058813049992255,-0.6353911285231502,-1.8796770600351014
3,49,SOFT,2023,United_States_Grand_Prix,R,99.366,6469.942774709145,1.3480776984218021,-2.9972440533177194,0.06530817410227299
4,39,HARD,2023,United_States_Grand_Prix,R,99.985,7223.233134082477,1.0930989494021806,1.2827672294843273,0.4683379478249328
10,47,HARD,2023,United_States_Grand_Prix,R,100.412,6401.94281337395,-0.2169474798700147,-0.5752296233497197,1.6076730336371445
11,40,HARD,2023,United_States_Grand_Prix,R,99.737,7257.700520273253,2.366623308708201,1.2199048772083851,0.6940388015528526
14,47,HARD,2023,United_States_Grand_Prix,R,99.954,7184.159171861051,2.694811860309198,1.3868631117010772,0.7721179102821701
16,38,HARD,2023,United_States_Grand_Prix,R,101.025,6331.928598935955,-2.1391117431074194,-0.10941643077400658,1.289183959599248
18,48,MEDIUM,2023,United_States_Grand_Prix,R,99.908,6777.568950888214,0.3360756728478748,-0.3257749594870581,-1.5926979112702915
20,41,MEDIUM,2023,United_States_Grand_Prix,R,101.506,6472.495011855289,-0.6569005708826675,-0.33908330592406566,-1.2946318605542653
22,56,SOFT,2023,United_States_Grand_Prix,R,98.139,7683.501258963172,3.8122404945164834,-1.1615242659668727,-0.6345124796530561
23,40,MEDIUM,2023,United_States_Grand_Prix,R,101.371,6034.664368398601,-3.0155553146009395,-1.291887324139136,-0.9342175576467849
24,51,HARD,2023,United_States_Grand_Prix,R,101.879,7003.323217857275,0.16968351890257885,1.9946608682465068,1.2017870978547442
27,45,MEDIUM,2023,United_States_Grand_Prix,R,100.925,7355.695516908463,1.5746503260007896,0.9172124847532241,-1.3157387871657247
31,2,MEDIUM,2023,United_States_Grand_Prix,R,104.789,5995.758557713138,-4.961348008615344,0.4753147209854734,-2.8774275674539815
44,42,MEDIUM,2023,United_States_Grand_Prix,R,99.582,7250.101899751833,1.9144962907721572,0.035136777653871236,-1.7589935042893836
55,51,HARD,2023,United_States_Grand_Prix,R,100.034,6367.146112173361,0.018035786233118627,0.3835903484101193,1.4381542600084232
63,48,MEDIUM,2023,United_States_Grand_Prix,R,99.393,7298.007169269175,2.2664088188246354,-0.14719888561060662,-1.2918024585896013
77,54,HARD,2023,United_States_Grand_Prix,R,101.972,6010.80018750214,-2.9615656149614424,0.32373373699909497,1.7235757805463379
81,5,MEDIUM,2023,United_States_Grand_Prix,R,102.705,5994.507973332036,-2.7020953147723366,-1.0998236061192304,-1.5825741958169401
3,59,HARD,2021,Dutch_Grand_Prix,R,74.92,4449.101925047991,-0.4992761299382639,-0.29964700178951376,1.9750092983848788
4,48,HARD,2021,Dutch_Grand_Prix,R,74.236,4652.701812041265,0.57122904917585,0.12168122234155267,0.9444970500467921
5,63,MEDIUM,2021,Dutch_Grand_Prix,R,73.958,4430.343636613185,0.5768414876350761,-0.2285261129808009,-1.3372407462983555
6,25,HARD,2021,Dutch_Grand_Prix,R,75.79,4482.911411998053,-2.4520119597401533,0.7869745475432754,-0.09873580425342457
9,35,HARD,2021,Dutch_Grand_Prix,R,76.066,4362.496511546897,-3.1567980179604302,-0.241609315364397,0.46333233554559766
10,57,MEDIUM,2021,Dutch_Grand_Prix,R,74.818,4753.39423746137,1.9819930929422105,1.63842186723725,-1.4527897558671616
11,59,SOFT,2021,Dutch_Grand_Prix,R,73.461,4637.243838439851,1.8575799250794816,-0.9214451435874089,-0.725438333117152
14,60,MEDIUM,2021,Dutch_Grand_Prix,R,74.323,4512.404169657619,0.042184374970364584,-1.5872028041554564,-0.35496203128587506
16,58,HARD,2021,Dutch_Grand_Prix,R,74.78,4687.858140547207,0.3594574791375128,1.0423619422100938,1.0755641955096642
18,57,HARD,2021,Dutch_Grand_Prix,R,75.611,4481.118917183292,-2.2552859356191184,1.1860890584826846,0.8651802239916758
22,44,MEDIUM,2021,Dutch_Grand_Prix,R,75.783,4573.270484644222,-0.8155977363031215,0.40401653747368155,-2.012747947187118
31,54,MEDIUM,2021,Dutch_Grand_Prix,R,74.675,4584.307364343702,-0.3579649041780645,0.14269286785025773,-1.5815174002522439
33,60,HARD,2021,Dutch_Grand_Prix,R,73.275,4819.388023306316,2.107026796674851,0.5440701375019621,1.3353695139922055
44,72,SOFT,2021,Dutch_Grand_Prix,R,71.097,4806.120390310953,5.318988788102657,-2.3061212563812643,0.02007508713665842
47,36,MEDIUM,2021,Dutch_Grand_Prix,R,75.927,4318.705576827578,-1.9516953823564138,-0.7793563432562493,-1.7993598378561435
