Driver,LapNumber,Compound,Year,Event,SessionType,LapTimeSeconds,Energy_per_m,PC1,PC2,PC3
31,62,MEDIUM,2022,Canadian_Grand_Prix,R,77.11,6449.791697880181,0.5810291290846678,-0.4518019957428112,-1.4801073042962867
44,69,HARD,2022,Canadian_Grand_Prix,R,76.167,6541.972886743197,2.262519433068111,-0.31179510571939406,2.2660654894205683
47,13,MEDIUM,2022,Canadian_Grand_Prix,R,78.967,5517.875790413263,-3.495385796329473,-1.132725301708568,-1.5514162557328797
55,63,HARD,2022,Canadian_Grand_Prix,R,75.749,7819.957092761528,3.2708008811539004,1.4570226777061666,0.6916299877320773
63,63,HARD,2022,Canadian_Grand_Prix,R,76.418,7655.167595992119,3.0233405641659505,1.573280847814946,0.9020633686317648
77,60,MEDIUM,2022,Canadian_Grand_Prix,R,76.927,7028.023790069058,0.9689035411857898,0.4703109669088384,-2.0932016768544663
1,32,MEDIUM,2022,Belgian_Grand_Prix,R,109.354,7040.389425745292,2.776266372707618,-2.4028915874637393,-0.5652648923168192
3,34,MEDIUM,2022,Belgian_Grand_Prix,R,113.08,6734.558921127962,-1.6189629571238757,-0.5846760892195791,-1.738937090231776
4,31,MEDIUM,2022,Belgian_Grand_Prix,R,111.678,7169.600504574042,1.5189858161728202,0.6078723009665405,-1.932502337804411
5,40,MEDIUM,2022,Belgian_Grand_Prix,R,112.515,7193.654792242344,1.3669206128570952,1.5455104232394428,-1.2589400024608812
6,38,SOFT,2022,Belgian_Grand_Prix,R,112.256,7091.644714328312,0.8147372399919008,0.8965603577980326,-1.5371723603762384
10,24,SOFT,2022,Belgian_Grand_Prix,R,113.002,6140.937143535231,-2.737415874676029,-2.3267655969105343,-0.6469768656038647
11,29,HARD,2022,Belgian_Grand_Prix,R,110.764,6729.035505985226,-0.036816116119605224,-1.1528265355553309,1.423675589622135
14,35,HARD,2022,Belgian_Grand_Prix,R,112.868,6723.633268434562,-1.5804871025275857,1.496742435486525,1.4796307992413278
16,44,SOFT,2022,Belgian_Grand_Prix,R,109.984,7039.839653372966,2.2250639177739733,-2.209678638935782,0.27408748415529066
18,29,HARD,2022,Belgian_Grand_Prix,R,112.88,6691.109696229069,-1.6022647531229155,1.1769687311798922,0.27277529785646965
20,29,MEDIUM,2022,Belgian_Grand_Prix,R,113.332,6888.675417613583,0.6367501808676733,0.36507725848116596,-1.8536685979521885
22,32,SOFT,2022,Belgian_Grand_Prix,R,112.436,6946.589412075139,1.1562327279952942,0.06722042309017406,-1.2469645607534705
23,28,MEDIUM,2022,Belgian_Grand_Prix,R,113.055,6891.9156448221565,-0.5340500582425785,1.5953244455410662,-2.7215930112041455
24,30,SOFT,2022,Belgian_Grand_Prix,R,112.317,6554.065721140001,-0.5600789438802996,-1.4019047265847975,-0.8271020929075965
31,36,MEDIUM,2022,Belgian_Grand_Prix,R,111.717,6288.674222853301,-1.2032053438745904,-3.331898825063792,-0.03537496292526781
47,35,MEDIUM,2022,Belgian_Grand_Prix,R,112.646,6589.290252981994,-1.1121850529473916,-0.11109306144508187,-1.4712493005137988
55,32,HARD,2022,Belgian_Grand_Prix,R,111.977,7377.995690692425,0.48578826039971235,1.345325308989954,1.2611794388059119
63,31,HARD,2022,Belgian_Grand_Prix,R,110.793,6775.720367431159,1.333961926541384,-0.42979122236100986,1.4346160852546346
3,36,HARD,2021,Bahrain_Grand_Prix,R,94.932,3807.058124303554,-0.1570581466585176,-0.24827887544204308,1.233924943593603
4,38,HARD,2021,Bahrain_Grand_Prix,R,94.396,3751.117120905169,0.08443108581586654,-0.4245157223846918,1.4234554384019975
5,26,HARD,2021,Bahrain_Grand_Prix,R,95.566,3743.5556903389333,-1.0735614943750915,0.9816648577595858,0.25533783703622365
6,16,MEDIUM,2021,Bahrain_Grand_Prix,R,96.602,3666.2704906329986,-3.1744324859037802,0.2578456405448236,-2.585858373394145
7,45,MEDIUM,2021,Bahrain_Grand_Prix,R,95.192,3633.1826738073814,-2.2601933355985553,-0.8830498867942866,-0.47972889295357063
10,48,HARD,2021,Bahrain_Grand_Prix,R,94.09,3828.0013592967953,0.8126880792568009,0.33455326521858963,1.496053526116597
11,44,MEDIUM,2021,Bahrain_Grand_Prix,R,93.97,3691.2062111848822,0.7206078101366957,-0.8987669879895244,-0.6677044004393873
14,31,HARD,2021,Bahrain_Grand_Prix,R,96.063,3628.6214957949464,-2.622705644599081,-0.03770058598569407,0.6553243775554256
16,39,HARD,2021,Bahrain_Grand_Prix,R,94.988,3791.1727834405124,-0.3849658632764314,1.1249345872976222,0.7816644154536788
18,31,HARD,2021,Bahrain_Grand_Prix,R,94.865,3667.074890899322,-1.1553758630428506,-0.6420128613002284,1.2102938611973348
22,38,HARD,2021,Bahrain_Grand_Prix,R,94.761,3646.3028761555474,-0.8744356038926506,-0.21570823752060664,1.1494436131428414
31,33,HARD,2021,Bahrain_Grand_Prix,R,95.25,3785.268193310718,-0.5832076860963646,1.5728257942436532,-0.0002587968513672965
33,41,HARD,2021,Bahrain_Grand_Prix,R,93.228,3857.5992654822785,2.0789321693085014,-0.40494404214366453,1.2549164563412427
44,44,HARD,2021,Bahrain_Grand_Prix,R,94.015,3779.193457654034,1.4849511396995412,1.2741002688660246,1.8278862106952716
47,38,HARD,2021,Bahrain_Grand_Prix,R,96.134,3719.606241613104,-1.575051346984696,2.4007919827388777,-0.18612359669980985
55,48,HARD,2021,Bahrain_Grand_Prix,R,94.509,3775.5396050312797,-0.6578524081635818,-0.36323748620162744,1.8823210230383722
63,40,MEDIUM,2021,Bahrain_Grand_Prix,R,95.036,3834.9542060097488,1.5657455079402853,0.8189362339028508,-1.9012382482710075
77,56,MEDIUM,2021,Bahrain_Grand_Prix,R,92.09,3919.5877013835393,6.116669531649159,-0.8358135850894127,-0.447659723522217
99,32,MEDIUM,2021,Bahrain_Grand_Prix,R,95.122,3819.7879301105713,-0.005967170781033796,0.38403519058376473,-2.2576741966856586
1,64,SOFT,2022,São_Paulo_Grand_Prix,R,74.195,6607.992836362491,1.6068566970645244,-0.9349741835080242,-0.5586271179641452
4,48,SOFT,2022,São_Paulo_Grand_Prix,R,75.855,6561.130390302946,0.43428697059726634,1.3205686162064096,-2.0600708717452214
5,64,MEDIUM,2022,São_Paulo_Grand_Prix,R,75.549,6501.206282539916,-0.643660747109843,0.8049943858622992,-1.7072575335938402
6,59,SOFT,2022,São_Paulo_Grand_Prix,R,75.327,6303.718555432143,0.30838605142658665,0.17199507689029558,-1.615663965090741
10,64,MEDIUM,2022,São_Paulo_Grand_Prix,R,75.327,6429.24311632344,-0.6843875494627757,-0.18818700676469774,-1.770224473439908
11,62,MEDIUM,2022,São_Paulo_Grand_Prix,R,74.283,6374.00060709931,1.7001801046524205,-1.0176274756687607,-0.9456041417845437
14,62,SOFT,2022,São_Paulo_Grand_Prix,R,74.164,6472.480134956084,1.5147719373571498,-1.5306345443471812,-0.6659370965325143
16,63,SOFT,2022,São_Paulo_Grand_Prix,R,74.253,6178.872583626151,-0.46556012936672436,-2.7191480381336564,0.41415206502802077
18,50,SOFT,2022,São_Paulo_Grand_Prix,R,74.831,6232.384492030379,-0.29640652678811946,-2.54337587175186,-0.7375343199832453
22,63,MEDIUM,2022,São_Paulo_Grand_Prix,R,75.508,6181.8223856340255,-0.8851109235934055,-0.40281735354635195,-1.8123271233104699
23,49,MEDIUM,2022,São_Paulo_Grand_Prix,R,75.613,6532.289414203009,-0.49864898728868173,0.35175025367989315,-2.6057822061090414
24,64,SOFT,2022,São_Paulo_Grand_Prix,R,75.802,6486.2600693481745,-0.8359110476006698,0.8273658012718885,-0.9356432490609636
31,65,SOFT,2022,São_Paulo_Grand_Prix,R,75.093,6216.561687701924,-1.2036852085206873,-1.1900604209117602,-0.36030780419476705
44,63,SOFT,2022,São_Paulo_Grand_Prix,R,73.942,6523.909378743651,2.922523801122623,-0.41760397421126727,-0.1778423551355933
47,63,SOFT,2022,São_Paulo_Grand_Prix,R,75.251,6132.532210136654,-2.6060899970919635,-2.1156693463742564,-0.052551764151147796
55,65,SOFT,2022,São_Paulo_Grand_Prix,R,73.953,6297.491036932263,0.06832274391304226,-2.491662760873313,0.15038679600712215
63,61,SOFT,2022,São_Paulo_Grand_Prix,R,73.785,6466.084758548801,3.6418912248210114,-2.131207491427141,0.8792844785731935
77,62,SOFT,2022,São_Paulo_Grand_Prix,R,75.511,6615.243333789086,0.6825986392312385,1.090636521078886,-1.4499093661106666
3,60,SOFT,2021,Spanish_Grand_Prix,R,81.853,4251.534121050259,0.5353392006331081,-0.9204230443916277,-0.26156247727855636
4,56,SOFT,2021,Spanish_Grand_Prix,R,81.279,4195.155505249468,0.5263557782014348,-0.9105508806001834,-0.8078463165763416
5,56,SOFT,2021,Spanish_Grand_Prix,R,82.82,4227.482527032836,-0.6233267799768635,-0.33135134667629035,-0.35461330551602577
6,57,SOFT,2021,Spanish_Grand_Prix,R,82.905,3959.5657225529612,-2.4023194363384515,-1.888308872020877,-0.5994138327166753
7,54,SOFT,2021,Spanish_Grand_Prix,R,82.868,4223.405205437239,-0.4001667788456737,-0.578499586330369,-0.36071365153169316
9,45,MEDIUM,2021,Spanish_Grand_Prix,R,84.04,4098.617188792267,-1.615612228251184,0.6980954509392248,-2.5748335265246163
10,64,SOFT,2021,Spanish_Grand_Prix,R,81.375,4225.5080881569265,0.6704943699481717,-1.4699495061366483,0.139391950348593
11,60,SOFT,2021,Spanish_Grand_Prix,R,79.483,4321.43235370614,3.409161698345839,-1.845703548029184,-0.060086207792478065
14,63,SOFT,2021,Spanish_Grand_Prix,R,81.182,4333.4832882583105,1.5401081224738473,-0.9913257120576422,-0.9006418462870046
16,64,SOFT,2021,Spanish_Grand_Prix,R,80.459,4465.008086991124,2.8408250537322792,-0.7882179681664676,-0.4240271894170942
18,47,SOFT,2021,Spanish_Grand_Prix,R,82.607,4316.826350734252,1.4794227974500946,2.235505655100439,-2.0047244947164446
22,5,SOFT,2021,Spanish_Grand_Prix,R,84.825,4168.781892183898,-2.661847037494447,-0.17988541381604728,-1.706334023617995
31,46,MEDIUM,2021,Spanish_Grand_Prix,R,83.311,4004.3971335177703,-2.976467484473683,-1.0738796079544821,-0.5891037988554096
33,62,SOFT,2021,Spanish_Grand_Prix,R,78.149,4366.904829207799,4.768491164255523,-2.036083884134599,-0.18378786476255102
44,54,MEDIUM,2021,Spanish_Grand_Prix,R,80.665,4457.715444591817,1.604696426207102,0.42272011736020393,-1.2004178469486604
47,54,MEDIUM,2021,Spanish_Grand_Prix,R,82.637,4016.465841701436,-1.6318946870787128,-1.4444388167429323,-1.571124787385066
55,53,SOFT,2021,Spanish_Grand_Prix,R,81.568,4243.707237145795,0.9782196040461693,-0.1924514808093828,-0.9931863881180313
63,30,MEDIUM,2021,Spanish_Grand_Prix,R,83.208,4005.0586033366185,-2.1346961351116858,-1.1714958176818735,-1.8585513364261887
77,65,SOFT,2021,Spanish_Grand_Prix,R,79.43,4421.614223184643,3.0573224843550144,-0.9546256501745822,-0.07860515085292805
99,42,SOFT,2021,Spanish_Grand_Prix,R,82.802,4059.589828987254,-1.4993653318446216,-1.4219373207692492,-0.9993089333563269
6,14,HARD,2022,Austrian_Grand_Prix,R,70.89,7008.81878206628,-0.5317928144932803,3.326659603310992,-0.8049541386206801
11,5,HARD,2022,Austrian_Grand_Prix,R,71.843,5908.393623779783,-3.7468790635946485,0.3575309504354194,0.5430534660037573
14,62,MEDIUM,2022,Austrian_Grand_Prix,R,68.558,6511.184594263145,0.32326463655668947,-1.6470051663884062,-1.0983201961507543
16,62,MEDIUM,2022,Austrian_Grand_Prix,R,67.583,7126.831924511509,3.9675549456843124,-1.2830022373372856,-0.6587644143823123
18,64,MEDIUM,2022,Austrian_Grand_Prix,R,70.048,7166.050283395682,0.012304835276819491,1.0127130234552433,-1.714219444594146
63,61,,2022,Austrian_Grand_Prix,R,69.075,7475.482325016672,3.6622273651573263,0.9956381000855747,0.5865841088498647
1,52,SOFT,2022,Singapore_Grand_Prix,R,109.142,5135.339943062305,0.47706728970533524,-2.5198979981235805,-0.307051490422367
3,57,SOFT,2022,Singapore_Grand_Prix,R,111.006,5288.495929122418,1.0245589929718537,-1.9362555347328292,0.028498709677941013
4,56,MEDIUM,2022,Singapore_Grand_Prix,R,109.212,5243.440801647613,0.7008024095246668,-1.4591723802129022,-0.8044486142844683
5,58,MEDIUM,2022,Singapore_Grand_Prix,R,110.669,5968.244619687406,2.585798938341195,0.7586897512354267,-1.3571226801952625
6,5,INTERMEDIATE,2022,Singapore_Grand_Prix,R,125.585,4961.63925566734,-3.433296624643991,1.4601058100940283,-2.790018782704171
10,56,MEDIUM,2022,Singapore_Grand_Prix,R,110.569,5337.90186566574,1.0528349166174922,-0.6912396983670411,-0.8557933115128935
11,57,MEDIUM,2022,Singapore_Grand_Prix,R,108.165,5980.114516717207,3.023270524246768,0.2683293329025372,-1.1331961999495515
14,19,INTERMEDIATE,2022,Singapore_Grand_Prix,R,120.463,5447.845437148712,-1.6531858429570097,1.1999414578901808,-1.638660584295273
16,54,MEDIUM,2022,Singapore_Grand_Prix,R,108.753,5447.653059034633,1.2938954708669999,-1.3943195943821811,-0.7983790663015442
18,58,MEDIUM,2022,Singapore_Grand_Prix,R,110.283,5356.1733926010575,0.8830105841596392,-0.7429669352413008,-0.9574913608959096
20,59,MEDIUM,2022,Singapore_Grand_Prix,R,112.067,5329.55679266294,-0.2648293545889159,-0.14234215030299469,-1.305297203990671
22,32,INTERMEDIATE,2022,Singapore_Grand_Prix,R,118.716,5183.777889658288,-1.5795080152365353,0.6218009508465484,-0.3140111970297148
23,24,INTERMEDIATE,2022,Singapore_Grand_Prix,R,122.121,4363.0220293779585,-4.468353507853748,-0.5776866726410106,-0.9305752235570229
24,5,INTERMEDIATE,2022,Singapore_Grand_Prix,R,125.556,4955.001679542833,-3.059108184789988,1.2615903424589028,-2.5955112395901936
31,24,INTERMEDIATE,2022,Singapore_Grand_Prix,R,121.105,4665.578426935959,-3.8444931779021774,-0.45105623098343395,-0.9284630669060615
44,58,MEDIUM,2022,Singapore_Grand_Prix,R,110.622,5874.9377343300275,1.1198812616380902,0.15319945125940085,-1.3745331897713458
47,58,SOFT,2022,Singapore_Grand_Prix,R,110.29,5082.984033097513,0.4218948974419628,-2.165931114013088,-0.18207313874631023
55,59,MEDIUM,2022,Singapore_Grand_Prix,R,108.414,5587.78504733502,2.0624894789171635,-0.4111062793129302,-0.9018525986749107
63,54,SOFT,2022,Singapore_Grand_Prix,R,106.458,5719.6577208368335,2.8223998826033942,-1.6882411690812826,-0.9204817215681752
77,52,SOFT,2022,Singapore_Grand_Prix,R,111.864,5653.365857577868,1.9092139580006007,0.06948576967323095,-0.9302487084337191
1,50,HARD,2024,Japanese_Grand_Prix,R,93.706,7253.809757098947,1.966164105557135,-0.04541304270894778,1.7518780757829577
2,43,SOFT,2024,Japanese_Grand_Prix,R,94.9,7445.523341441525,2.403230827986841,-0.6093667312932918,-0.8955501449533542
4,51,HARD,2024,Japanese_Grand_Prix,R,95.186,6323.105662856185,-2.0125087734904237,-0.877410987408473,1.9950727060362659
10,48,HARD,2024,Japanese_Grand_Prix,R,96.642,7229.446177186322,-1.241974645346748,1.8816756379982584,0.515919414972786
11,35,HARD,2024,Japanese_Grand_Prix,R,93.945,7700.66221193989,2.270527230425435,0.33934436935386264,0.9299680116170456
14,53,HARD,2024,Japanese_Grand_Prix,R,94.726,6829.2968186143835,-1.0314368387242727,-0.5025758296043462,1.6788611407830463
16,53,HARD,2024,Japanese_Grand_Prix,R,95.044,6640.185799359349,-1.4566320506418822,-0.4532795302443131,1.953729397505613
18,41,SOFT,2024,Japanese_Grand_Prix,R,95.798,8298.707552532456,2.571277109660986,1.1713413822377254,-1.506685579319095
20,24,HARD,2024,Japanese_Grand_Prix,R,96.654,7388.461577547632,-0.8977553529186383,2.2884424907532286,-0.40425808601157787
22,51,HARD,2024,Japanese_Grand_Prix,R,96.342,6406.397701339135,-2.7380266563095006,0.05342026124167045,1.7655401864694755
24,9,HARD,2024,Japanese_Grand_Prix,R,97.16,6145.708250659008,-3.95707768308332,-0.12465798523243422,0.39582021203687684
27,52,HARD,2024,Japanese_Grand_Prix,R,95.325,7130.477667124678,-1.0937220969791888,0.2821560872998797,1.2607430120149883
31,52,MEDIUM,2024,Japanese_Grand_Prix,R,96.232,6769.47279194496,-2.246965603450795,-0.37911370509886344,-1.3974215926513578
44,41,MEDIUM,2024,Japanese_Grand_Prix,R,93.952,7928.733712592653,2.4581485541181167,-0.13149582639755764,-1.682422403808911
55,46,HARD,2024,Japanese_Grand_Prix,R,93.841,7526.110128215033,1.4018188347503748,0.27952231135174554,1.0466346909308686
63,39,MEDIUM,2024,Japanese_Grand_Prix,R,94.404,8131.645110415048,2.9345550621855905,-0.22437598421877303,-1.535546369586942
77,25,HARD,2024,Japanese_Grand_Prix,R,96.608,7315.871336780629,-0.3204962446999854,1.9515510504548406,0.06861348781900325
81,35,HARD,2024,Japanese_Grand_Prix,R,94.802,7051.973670583397,-0.07464137695918234,-1.2977418914271113,1.5580035425852528
1,71,SOFT,2023,Austrian_Grand_Prix,R,67.012,6136.737925594045,2.6501623863786667,-4.412763751037599,1.042875958311056
2,45,HARD,2023,Austrian_Grand_Prix,R,69.611,6529.642560126224,-0.1417086080777761,0.34523239456661897,0.5322274590332202
4,48,HARD,2023,Austrian_Grand_Prix,R,68.739,7598.45859354235,3.744643358985768,3.193729922545119,0.30594668367635763
10,48,MEDIUM,2023,Austrian_Grand_Prix,R,69.046,6620.130382954861,0.5297295585939871,-0.9762273082242732,-1.3502182661809636
11,52,HARD,2023,Austrian_Grand_Prix,R,68.111,6464.31471741729,0.3126724514755643,-0.5925685055016566,0.8332008190571101
14,54,MEDIUM,2023,Austrian_Grand_Prix,R,69.108,6654.223450454577,0.7563036960508959,0.09240109304066799,-1.0725524032031464
16,51,HARD,2023,Austrian_Grand_Prix,R,68.82,6093.559825529735,-0.9702143645967521,-1.1661637289081725,1.352095786034712
18,57,MEDIUM,2023,Austrian_Grand_Prix,R,68.463,6486.1030213509985,1.7654960610420027,-1.0257472356178317,-1.2749030762129254
20,37,HARD,2023,Austrian_Grand_Prix,R,70.176,6592.7891856589895,-1.0044223844392755,1.4965904756533364,0.06868789262370814
21,46,MEDIUM,2023,Austrian_Grand_Prix,R,69.852,6321.496713750042,-1.8705699035664123,0.10558782448239554,-1.553427156814081
22,45,MEDIUM,2023,Austrian_Grand_Prix,R,69.62,6635.1177996774,0.9554701798728586,0.09845741555721046,-2.0841486653329615
23,53,HARD,2023,Austrian_Grand_Prix,R,69.56,6542.1540286741565,0.2986824877545049,1.9970244942601758,1.3025357214629907
24,46,HARD,2023,Austrian_Grand_Prix,R,69.786,6288.229013383317,-1.2918947601275321,0.5374858856519523,1.1964128154700011
27,7,MEDIUM,2023,Austrian_Grand_Prix,R,71.066,6142.857443386298,-3.0833447996517496,0.7082744228464197,-1.74561018441511
31,50,HARD,2023,Austrian_Grand_Prix,R,69.797,6238.909853973528,-1.6878175757414655,0.8680693749251561,1.1547960289007968
44,48,MEDIUM,2023,Austrian_Grand_Prix,R,69.16,7355.4637169211055,2.3141846809409254,1.8388607643542259,-2.3251290316225846
55,50,HARD,2023,Austrian_Grand_Prix,R,68.88,6222.1668023422935,-0.38557821026504946,-0.9143250476818863,1.4167796456261588
63,49,MEDIUM,2023,Austrian_Grand_Prix,R,69.283,6159.678262123255,0.09177456640625313,-1.0069471268856298,-0.7378522128308107
77,49,HARD,2023,Austrian_Grand_Prix,R,69.94,6023.5654833234685,-2.327759037335451,0.3958228246195901,1.1190631623193248
81,46,MEDIUM,2023,Austrian_Grand_Prix,R,69.862,6312.6172890913085,-1.421662717219272,-0.8756097832347227,-1.4832421748658253
1,46,MEDIUM,2022,Spanish_Grand_Prix,R,85.456,6948.617332819856,3.4786162089912764,0.5788080335668949,-1.8367087327233962
3,54,SOFT,2022,Spanish_Grand_Prix,R,87.285,6291.372210141193,-0.01491978104003789,0.6485201262451026,-1.028863196292554
4,53,SOFT,2022,Spanish_Grand_Prix,R,85.619,6557.759674373277,2.216364754911421,-0.8519396375018679,-0.5278020355884198
5,59,MEDIUM,2022,Spanish_Grand_Prix,R,87.629,5862.202169926313,-2.181321348298301,0.4301572534685156,-0.6941870381559676
6,52,SOFT,2022,Spanish_Grand_Prix,R,87.246,5557.4052068368455,-1.8579455661968618,-1.4523444401323014,-0.832994468977391
10,51,SOFT,2022,Spanish_Grand_Prix,R,86.987,5801.671323669422,0.28800027908991027,-1.36144479482916,-0.06335418728799255
11,55,SOFT,2022,Spanish_Grand_Prix,R,84.108,6571.180267603682,5.12880480412323,-0.7924666880696712,-0.12230905419234592
14,56,SOFT,2022,Spanish_Grand_Prix,R,86.599,6094.832617178402,0.09334531896234209,-1.2251671251245704,-0.6488083110756753
16,25,MEDIUM,2022,Spanish_Grand_Prix,R,87.03,6622.853421203658,0.06920298217302591,1.099390525803274,-2.3117122462550794
18,54,SOFT,2022,Spanish_Grand_Prix,R,86.876,6165.849935796661,1.0502215177177672,-0.4309291840741328,-0.41463161856334474
20,3,MEDIUM,2022,Spanish_Grand_Prix,R,87.537,6088.083953904928,-0.1872112773200646,0.42894983861294383,-2.2666824455420334
22,59,SOFT,2022,Spanish_Grand_Prix,R,86.828,5462.934110234219,-1.433465276442434,-2.4161870393511613,0.39198141168007344
23,56,SOFT,2022,Spanish_Grand_Prix,R,88.281,5499.381533845215,-3.0880445752600933,-1.1844049006823292,-1.0028732825189088
24,12,MEDIUM,2022,Spanish_Grand_Prix,R,88.415,5372.66059629293,-3.538097926243632,-0.7674499443511252,-2.113802587043792
31,54,SOFT,2022,Spanish_Grand_Prix,R,85.935,6082.717772334644,1.101267869400894,-1.1175465996774854,-0.531719423799459
44,51,SOFT,2022,Spanish_Grand_Prix,R,84.253,6005.3762229924105,1.4853780517249695,-2.909211001277604,0.3757496361626786
47,32,MEDIUM,2022,Spanish_Grand_Prix,R,87.447,6661.318701105589,0.22960702191558552,0.9844478740765169,-2.500712947176427
55,49,SOFT,2022,Spanish_Grand_Prix,R,85.985,6114.176985009613,0.8792897247274162,-0.74927907509814,-0.5722532639144614
63,53,SOFT,2022,Spanish_Grand_Prix,R,84.636,5783.834484411309,0.14782940215965915,-3.5035376380507577,0.25907600671655645
77,36,MEDIUM,2022,Spanish_Grand_Prix,R,86.395,6551.845855054807,0.9661799477491717,0.7203019723739534,-2.3905557361843504
1,10,INTERMEDIATE,2022,Japanese_Grand_Prix,R,104.911,7065.79467014757,2.4279693337056956,1.5037135240677184,-1.4563106258841982
3,11,INTERMEDIATE,2022,Japanese_Grand_Prix,R,107.843,6092.406007504096,-0.9893772636025341,-0.09154639917371825,-1.100842212398549
4,8,INTERMEDIATE,2022,Japanese_Grand_Prix,R,108.175,6153.684663708374,-0.9491206339916288,-0.06343003852814358,-1.2258650613340052
5,13,INTERMEDIATE,2022,Japanese_Grand_Prix,R,106.964,6413.269037211586,0.38453587235868303,0.6943992249270854,-0.6368924931793699
6,12,INTERMEDIATE,2022,Japanese_Grand_Prix,R,108.371,6626.197457334595,0.5047884333849824,1.4459142043357136,-1.0572001018166515
10,22,INTERMEDIATE,2022,Japanese_Grand_Prix,R,105.387,6062.635776202555,-0.12945232422670847,-1.061254816467973,-0.5700540146065086
11,11,INTERMEDIATE,2022,Japanese_Grand_Prix,R,106.12,6176.351086075417,0.22019615116242447,-0.4077178101965788,-0.6268035129248252
14,25,INTERMEDIATE,2022,Japanese_Grand_Prix,R,104.412,6098.6761747012215,0.20726237545088155,-1.316920090812856,-0.4309122460011057
16,10,INTERMEDIATE,2022,Japanese_Grand_Prix,R,104.489,6550.678800490923,1.8070801480371885,0.4602794407381287,-1.0461673144041466
18,21,INTERMEDIATE,2022,Japanese_Grand_Prix,R,105.205,5992.359031069747,-0.16874851984729508,-1.2877788171029412,-0.5954445750607122
20,10,INTERMEDIATE,2022,Japanese_Grand_Prix,R,108.072,6109.929724433633,-0.793291544086745,0.23595738651871395,-1.2225107357258451
22,22,INTERMEDIATE,2022,Japanese_Grand_Prix,R,105.893,5950.9343871791125,-0.4566153018303512,-1.080366153306641,-0.7000344932861339
24,20,INTERMEDIATE,2022,Japanese_Grand_Prix,R,104.411,6644.085928885717,1.9178060860045105,0.4596173195272523,-1.1632607647031006
31,11,INTERMEDIATE,2022,Japanese_Grand_Prix,R,106.559,6307.457751680494,0.17237366427759027,0.40671112911605106,-1.0651873532183536
44,11,INTERMEDIATE,2022,Japanese_Grand_Prix,R,105.53,6247.922294604472,0.1566960317661793,-0.01665292864074695,-0.541859536266851
47,13,INTERMEDIATE,2022,Japanese_Grand_Prix,R,106.545,5954.670370685885,-0.8162862712409303,-0.8332943283350683,-0.905159883412819
63,21,INTERMEDIATE,2022,Japanese_Grand_Prix,R,107.004,6283.237255362706,-0.24847140321207697,0.47036999142795904,0.41837920192862627
1,39,HARD,2023,Japanese_Grand_Prix,R,94.183,7147.589108428087,0.11808291895102956,-0.7487717409956592,1.2859287159180626
2,7,MEDIUM,2023,Japanese_Grand_Prix,R,98.848,7135.354140627417,-0.34057640916280746,-0.43753360398003627,-1.7394429421853423
4,40,HARD,2023,Japanese_Grand_Prix,R,95.247,7406.420115133187,1.307568547701361,0.42724139372716535,1.0754864945284324
10,36,HARD,2023,Japanese_Grand_Prix,R,96.371,6876.291287174003,-0.6697708800079385,-0.724226269471134,1.1840508713594096
11,8,HARD,2023,Japanese_Grand_Prix,R,99.704,8060.89055539714,1.5171313413428078,2.828589014978564,0.09514447705293319
14,28,HARD,2023,Japanese_Grand_Prix,R,97.203,8024.757453967938,2.2858276635912365,2.0870784881515276,0.348631505726583
16,40,HARD,2023,Japanese_Grand_Prix,R,96.362,7500.542354237993,0.3648070973817286,0.6722733116334008,0.9775711538016718
18,16,MEDIUM,2023,Japanese_Grand_Prix,R,99.05,7673.979434461321,0.9446380659041003,0.14605985806623825,-1.8107223344332268
20,41,HARD,2023,Japanese_Grand_Prix,R,97.842,7775.388785608262,0.07902811878855119,0.9142197846365206,1.1130658466608903
22,36,HARD,2023,Japanese_Grand_Prix,R,97.768,6776.011921896566,-0.8758856675477209,-0.9400158396366907,1.6565458537352962
23,15,SOFT,2023,Japanese_Grand_Prix,R,99.185,7596.60122995669,0.8206340464393348,-0.013732434557785727,-1.3338401192714258
24,45,HARD,2023,Japanese_Grand_Prix,R,97.791,6804.525304325891,-0.9762688010104321,-0.1909056129369764,2.0498063975155003
27,44,MEDIUM,2023,Japanese_Grand_Prix,R,97.25,6342.534906801674,-1.8584718056296576,-2.2641872266377265,-0.6726334686652518
31,34,HARD,2023,Japanese_Grand_Prix,R,97.398,6656.216275029127,-1.5055442974778939,-0.7713310881204943,1.399939790446992
40,50,HARD,2023,Japanese_Grand_Prix,R,98.267,6783.966384683781,-1.846783651539172,-0.23583740841906986,2.5762756427203914
44,36,HARD,2023,Japanese_Grand_Prix,R,95.611,7589.185509672433,1.301006774055044,0.5406593487847668,0.8600259816118752
55,40,HARD,2023,Japanese_Grand_Prix,R,96.187,7068.238761946119,1.4018560304040562,0.014428109893012537,1.25614275441257
63,27,HARD,2023,Japanese_Grand_Prix,R,97.653,7601.505754053598,1.8937546658556517,0.6462860376237621,1.1834185368386096
77,5,SOFT,2023,Japanese_Grand_Prix,R,122.755,7347.0426083561115,-4.575790778666609,3.6011017795076152,-3.493022255513752
81,38,HARD,2023,Japanese_Grand_Prix,R,96.328,6782.366047713637,-0.7398381102171498,-0.9551148336610233,1.5033707830637717
1,58,HARD,2024,Monaco_Grand_Prix,R,74.569,6098.96829503097,2.1505694425881847,0.3701439542197711,0.8057965770010982
