Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
11,45,HARD,32,104.687
5,41,HARD,23,104.89
10,44,HARD,33,105.22
16,46,HARD,37,105.382
4,41,HARD,34,105.326
14,42,SOFT,10,105.624
22,46,HARD,37,104.939
55,42,HARD,32,105.7
3,43,HARD,32,105.713
7,43,HARD,30,105.601
99,44,HARD,10,105.575
77,43,HARD,32,105.665
47,41,SOFT,9,107.624
9,40,SOFT,8,107.747
44,43,HARD,32,104.769
6,42,HARD,33,106.608
63,43,HARD,9,105.959
33,44,HARD,32,104.481
18,28,HARD,28,106.207
31,2,SOFT,2,110.85
