Driver,LapNumber,LapTimeSeconds,Compound,TyreLife,Avg_Speed_mps,Avg_Throttle,Brake_Aggression,MeanAbs_Jerk_Long,MeanAbs_Jerk_Lat,Max_Lateral_g,Max_Longitudinal_g,Energy_Index
3,43,105.713,HARD,32,56.299956763175686,65.12160047679596,0.3961622413176572,1557.1957606241083,248.03323498880127,87.38421374965952,105.03604461319215,21523866.380540907
4,41,105.326,HARD,34,56.45593295003861,65.42747792949736,0.4145199243126856,1657.3370142701547,245.76056826702626,93.5270877397162,173.6404663090054,22039755.758940853
5,41,104.89,HARD,23,56.67149870442358,66.65887777234279,0.404558183730853,1751.8572201295044,246.23309447571364,79.90284040587773,155.45864778519652,24054082.846974522
6,42,106.608,HARD,33,55.85093707189946,65.84135865329213,0.4067830448569381,1668.6371269434592,234.78655267818593,80.71369700440093,134.53431657753777,22860533.3804047
7,43,105.601,HARD,30,56.34993916198228,65.20233408199067,0.417264700839628,1641.200720167125,240.66258302927432,104.95220407082756,110.12615995191511,22900769.840758514
9,40,107.747,SOFT,8,55.34884388268118,64.52464614115743,0.4098685657762755,1677.1869138869413,227.38162292588254,83.51689022065528,122.29582319133554,22126510.193287358
10,44,105.22,HARD,33,56.53940744999095,68.20321570656823,0.39392941332623443,1717.3962214577614,238.9512534377541,94.62031685786121,122.06823666148307,23047019.36447198
11,45,104.687,HARD,32,56.830427881071635,67.74208301690538,0.39918431170092805,1721.0999107040166,247.14056527294017,83.85657633076727,123.10396166313839,23150717.74111715
14,42,105.624,SOFT,10,56.319681943843754,68.38201187732369,0.39557357763065376,1637.8166577943152,245.77552279226163,88.78871972316813,121.20251875220758,23108076.643845312
16,46,105.382,HARD,37,56.52135383997957,68.43709483223073,0.411929558246684,1686.5489667079921,239.80518317601863,85.14994989021653,121.18243697467983,23217499.641326647
18,28,106.207,HARD,28,55.919900463479685,68.01689014642469,0.4025684079585042,1745.6709733702667,236.96117261274048,80.80268494368289,153.99039712217623,23949708.315631554
22,46,104.939,HARD,37,56.62729085289642,68.07445477992124,0.40510721118981796,1745.5462152200766,246.65238636077234,97.21786572983532,143.6585267831145,23536981.87773701
31,2,110.85,SOFT,2,53.62346747822721,62.88439616181633,0.4330777725518236,1588.6616017457475,210.41231474826978,83.65039466658199,112.35588852853327,21556222.227776088
33,44,104.481,HARD,32,56.917597111051734,66.38182427391276,0.3972904987749807,1716.2565172181799,242.00648559418474,83.50855062982372,145.0784446937872,23380185.93035068
44,43,104.769,HARD,32,56.72116489583193,68.3887553253946,0.40744831548659655,1742.1731575740632,235.63152325607618,98.77638828900056,151.88399248487613,23888409.878283963
47,41,107.624,SOFT,9,55.32392012692884,60.76683057903452,0.4125795793163158,1632.695913565628,226.4164620561303,104.55419118669187,112.95503414329546,22784349.578054715
55,42,105.7,HARD,32,56.38588643139203,65.823556862656,0.4152323746634623,1638.592627062013,246.15780469076768,105.54078406622729,145.51919084730415,22905934.153608948
63,43,105.959,HARD,9,56.12030895398077,65.67559378951175,0.39660553931963377,1620.9064884599536,243.14135174381076,101.44747012653546,112.92903262996616,22178313.062963948
77,43,105.665,HARD,32,56.27388724079129,66.83311851696841,0.40061465489578296,1617.581252865374,237.759390964753,84.28884581059026,143.29413101885612,21709093.80724509
99,44,105.575,HARD,10,56.31442549685355,65.58752834875027,0.4129483667278824,1696.5648488925667,234.0215400790879,80.71016742114075,137.3799643351805,23019173.628344383
