RelativeTime_s,Speed,Throttle,Brake,nGear,RPM,DRS,Distance,RelativeDistance,X,Y,Driver,LapNumber,Compound,TyreLife,Speed_mps,VX,VY,AX_long,AY_lat,Jerk_long,Jerk_lat,TireEnergyProxy
0.0,263.75,100.0,False,6,11091.0,0,0.0168508051662281,5.106585286078475e-06,-7660.141611055414,-6638.851042416572,1,23,MEDIUM,23,72.9458596958597,-55.70245946822979,605.8535763774944,72.38516310962143,54.08606926244803,369.01102528870354,260.8605979622111,7694.621613528991
0.1,264.3,99.7,False,6,10900.82,0,4.741934209433024,0.0014370287486306,-7663.0,-6592.0,1,23,MEDIUM,23,73.48508089133091,-50.97928569773103,613.556872866684,109.28626563849178,80.17212905866914,375.6086006685794,251.61798244943856,19359.02775472274
0.2,264.3,99.7,False,6,10900.82,0,4.741934209433024,0.0014370287486306,-7663.0,-6592.0,1,23,MEDIUM,23,73.89589230214233,-41.532938156738055,628.9634658450677,147.5068832433373,104.40966575233574,199.45497613451934,109.18356227841365,35238.16586538118
0.3,266.8,97.2,False,6,10774.32,0,19.687566569892148,0.0059662572068659,-7672.0,-6445.0,1,23,MEDIUM,23,74.17829392829397,-32.08659061574053,644.3700588234469,149.17726086539565,102.00884151435187,1849.4708956999712,13.44775774662466,51443.900565034615
0.4,266.8,97.2,False,6,10774.32,0,19.687566569892148,0.0059662572068659,-7672.0,-6445.0,1,23,MEDIUM,23,74.33228576978581,-22.640243074861246,659.7766518017215,517.4010623833316,107.09921730166067,2980.745863036549,-0.28711133168279446,92671.22250524815
0.5,269.0,95.0,False,7,10663.0,0,32.855555555555554,0.0099567762436773,-7678.076366426271,-6314.212248313608,1,23,MEDIUM,23,74.35786782661808,-14.22818300902236,748.523989838236,745.3264334727055,101.95141924801531,-4223.657214662785,8.693679149569036,156103.45883018794
0.6,269.0,95.0,False,7,10663.0,0,32.855555555555554,0.0099567762436773,-7678.076366426271,-6314.212248313608,1,23,MEDIUM,23,74.2437273374776,-5.086610712078254,809.2025309648216,-327.3303805492255,108.83795313157448,-13856.508031761963,-260.3108029869205,191399.00808423178
0.7,266.37142857142857,32.57142857142857,False,7,10563.114285714286,0,46.48065663371162,0.014085821710685,-7679.0,-6177.0,1,23,MEDIUM,23,73.99257455507481,7.950486255977012,683.1960344705021,-2025.9751728796875,49.889258650631206,-7877.574685919963,-604.801494051859,333230.8456219656
0.8,265.0,0.0,False,7,10511.0,0,53.46666666666667,0.0162029108165625,-7675.921513240682,-6105.675757062364,1,23,MEDIUM,23,73.60704804454829,0.1755506249901373,403.91882388025806,-1902.845317733218,-12.12234567879733,10875.180205044284,401.6097752068467,410580.0015647443
0.9,261.9125,0.0,False,7,10348.6625,0,60.90728233396942,0.0184577667781141,-7671.0,-6029.0,1,23,MEDIUM,23,73.62083402708429,5.360614979472302,302.6280605865577,149.06086812916934,130.21121369200054,15263.56181044811,645.3836366241266,419032.8842312417
