Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,40,HARD,5,100.028
4,39,HARD,5,99.985
55,51,HARD,16,100.034
11,40,HARD,3,99.737
63,48,MEDIUM,9,99.393
10,47,HARD,10,100.412
18,48,MEDIUM,8,99.908
22,56,SOFT,2,98.139
23,40,MEDIUM,17,101.371
2,34,MEDIUM,2,101.238
27,45,MEDIUM,17,100.925
77,54,HARD,26,101.972
24,51,HARD,24,101.879
20,41,MEDIUM,12,101.506
3,49,SOFT,2,99.366
14,47,HARD,5,99.954
81,5,MEDIUM,5,102.705
31,2,MEDIUM,2,104.789
44,42,MEDIUM,4,99.582
16,38,HARD,15,101.025
