Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,44,HARD,18,95.614
16,50,HARD,29,95.669
11,40,HARD,14,95.939
31,47,HARD,27,96.637
18,45,HARD,19,96.584
55,47,HARD,21,95.984
44,48,HARD,22,95.716
63,44,HARD,18,96.071
14,42,HARD,16,96.559
81,47,MEDIUM,5,95.49
10,37,HARD,20,96.913
23,50,HARD,34,97.357
20,50,HARD,24,97.455
3,50,HARD,33,97.108
24,32,MEDIUM,6,97.375
2,32,HARD,17,97.74
77,49,MEDIUM,25,97.562
22,45,HARD,24,97.587
27,43,HARD,17,97.565
4,2,MEDIUM,3,119.327
