Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
16,71,HARD,70,75.162
81,73,HARD,73,76.281
55,62,HARD,61,74.726
4,64,HARD,64,75.742
63,73,MEDIUM,72,75.228
1,58,HARD,7,74.569
44,63,HARD,13,74.165
22,77,HARD,77,74.72
23,77,HARD,76,77.06
10,77,MEDIUM,76,75.625
14,68,MEDIUM,68,77.939
3,46,HARD,46,77.172
77,17,HARD,3,76.561
18,59,SOFT,11,76.71
2,62,MEDIUM,5,75.525
24,75,SOFT,5,74.718
