Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
44,54,MEDIUM,18,80.665
33,62,SOFT,2,78.149
77,65,SOFT,15,79.43
16,64,SOFT,9,80.459
11,60,SOFT,6,79.483
3,60,SOFT,15,81.853
55,53,SOFT,10,81.568
4,56,SOFT,8,81.279
31,46,MEDIUM,23,83.311
10,64,SOFT,17,81.375
18,47,SOFT,11,82.607
7,54,SOFT,17,82.868
5,56,SOFT,21,82.82
63,30,MEDIUM,2,83.208
99,42,SOFT,6,82.802
6,57,SOFT,10,82.905
14,63,SOFT,5,81.182
47,54,MEDIUM,4,82.637
9,45,MEDIUM,3,84.04
22,5,SOFT,5,84.825
