Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
16,58,HARD,36,80.26
11,58,HARD,38,81.094
63,53,HARD,30,81.495
44,51,HARD,29,81.886
4,55,HARD,35,82.248
3,54,HARD,33,82.451
31,58,HARD,41,82.469
77,54,HARD,32,81.651
10,52,HARD,31,82.731
23,54,HARD,54,82.589
24,55,HARD,34,82.541
18,48,HARD,29,83.592
47,55,HARD,41,83.006
20,44,MEDIUM,7,83.071
22,56,HARD,38,83.342
6,49,HARD,26,83.882
14,57,MEDIUM,4,80.846
1,37,HARD,19,81.677
5,17,HARD,18,85.189
