Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,54,HARD,34,89.392
16,48,HARD,27,89.719
11,52,HARD,19,88.972
55,50,HARD,11,88.879
63,48,MEDIUM,9,88.836
4,44,MEDIUM,2,88.391
31,45,HARD,4,89.333
18,42,MEDIUM,3,89.62
3,45,HARD,26,90.785
5,35,HARD,11,90.312
22,40,SOFT,2,89.489
24,53,SOFT,9,89.6
23,40,MEDIUM,5,89.939
10,16,HARD,2,91.081
77,47,MEDIUM,17,90.352
47,39,MEDIUM,5,89.833
20,40,MEDIUM,12,91.158
44,42,HARD,24,89.788
6,45,MEDIUM,7,90.309
14,24,HARD,5,90.579
