Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
44,45,SOFT,8,89.438
1,48,HARD,10,88.952
4,43,SOFT,6,89.262
81,51,MEDIUM,13,88.748
55,52,SOFT,5,88.293
27,43,SOFT,7,89.836
18,46,MEDIUM,7,89.897
14,47,MEDIUM,9,89.71
23,52,MEDIUM,14,89.718
22,43,SOFT,5,90.229
2,42,SOFT,4,89.972
20,42,SOFT,5,90.093
3,47,SOFT,10,90.735
16,43,SOFT,6,89.748
77,44,SOFT,7,91.277
31,46,MEDIUM,8,90.875
11,50,SOFT,3,89.707
24,43,SOFT,7,91.014
63,3,MEDIUM,3,91.298
