Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,54,HARD,28,91.361
16,53,HARD,29,91.488
55,56,HARD,29,91.79
11,54,MEDIUM,13,91.819
63,56,MEDIUM,16,92.195
44,55,HARD,33,92.941
77,56,HARD,30,93.184
31,56,SOFT,15,93.163
23,57,HARD,41,93.447
18,52,MEDIUM,14,93.312
14,53,HARD,39,93.331
22,55,SOFT,17,93.035
3,56,SOFT,15,93.265
6,53,MEDIUM,19,94.169
47,57,MEDIUM,3,92.528
20,52,MEDIUM,10,93.511
5,50,MEDIUM,11,93.479
10,38,HARD,22,94.487
4,37,HARD,19,93.411
24,4,MEDIUM,4,95.731
