Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,39,HARD,2,94.183
4,40,HARD,4,95.247
81,38,HARD,3,96.328
16,40,HARD,6,96.362
44,36,HARD,2,95.611
55,40,HARD,2,96.187
63,27,HARD,3,97.653
14,28,HARD,3,97.203
31,34,HARD,6,97.398
10,36,HARD,2,96.371
40,50,HARD,25,98.267
22,36,HARD,6,97.768
24,45,HARD,16,97.791
27,44,MEDIUM,7,97.25
20,41,HARD,10,97.842
23,15,SOFT,2,99.185
2,7,MEDIUM,2,98.848
18,16,MEDIUM,2,99.05
11,8,HARD,6,99.704
77,5,SOFT,4,122.755
