Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
33,62,HARD,2,66.2
77,52,HARD,22,68.374
4,62,HARD,32,68.471
44,55,HARD,2,68.126
55,70,MEDIUM,25,67.762
11,55,HARD,23,68.192
3,56,HARD,27,68.82
16,55,HARD,21,68.698
10,54,HARD,9,68.146
14,70,HARD,38,68.405
63,56,HARD,26,68.9
22,54,HARD,3,68.455
18,54,HARD,8,68.659
99,55,HARD,26,69.042
7,62,MEDIUM,25,68.52
6,69,HARD,36,68.874
5,51,HARD,2,68.42
47,56,HARD,22,69.394
9,49,HARD,4,69.757
