Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
3,53,HARD,31,84.812
4,53,HARD,29,84.971
77,34,MEDIUM,8,84.827
16,53,HARD,27,85.319
11,53,HARD,27,85.156
55,53,HARD,27,85.559
18,52,HARD,29,85.853
14,52,HARD,27,85.472
63,53,HARD,27,85.835
31,53,HARD,27,85.566
6,50,HARD,27,85.953
5,50,MEDIUM,24,85.938
99,50,MEDIUM,25,85.718
88,53,MEDIUM,27,85.849
47,52,HARD,29,86.707
9,41,SOFT,2,87.202
44,3,HARD,3,85.87
33,25,HARD,2,85.173
10,2,HARD,2,89.005
