Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,39,SOFT,2,92.608
11,40,SOFT,4,94.364
55,44,HARD,9,94.507
16,36,HARD,2,94.09
63,40,HARD,9,95.065
4,35,HARD,2,94.476
44,39,HARD,6,94.722
81,39,HARD,5,94.983
14,48,HARD,7,94.199
18,30,HARD,3,95.632
24,30,HARD,2,95.458
20,34,HARD,2,95.57
3,37,SOFT,2,95.163
22,37,HARD,3,95.833
23,40,HARD,4,95.723
27,46,SOFT,6,94.834
31,34,HARD,4,96.226
10,45,SOFT,2,94.805
77,33,HARD,3,96.202
2,42,SOFT,2,94.735
