Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
33,60,MEDIUM,32,77.524
44,60,MEDIUM,28,76.702
4,63,SOFT,32,78.259
16,60,MEDIUM,32,78.379
55,60,MEDIUM,33,78.49
3,54,SOFT,23,79.341
10,59,MEDIUM,32,78.782
18,52,MEDIUM,25,78.994
31,62,MEDIUM,33,79.417
14,62,MEDIUM,33,79.396
11,49,SOFT,18,78.334
22,62,SOFT,29,78.353
7,62,MEDIUM,36,79.422
99,57,MEDIUM,30,79.47
5,59,SOFT,27,79.074
47,58,MEDIUM,27,79.193
9,55,MEDIUM,24,80.402
77,30,MEDIUM,5,88.485
63,28,MEDIUM,2,86.543
