Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
33,68,HARD,39,68.017
44,71,SOFT,5,67.058
77,43,HARD,16,68.619
11,57,MEDIUM,3,67.894
4,65,HARD,34,68.903
55,64,HARD,23,68.609
16,64,MEDIUM,27,68.738
18,32,HARD,4,69.787
14,61,HARD,34,69.749
22,41,HARD,15,69.65
7,57,MEDIUM,21,69.128
5,64,HARD,37,69.821
3,45,HARD,4,69.305
31,70,HARD,34,69.576
99,39,HARD,16,69.723
47,57,HARD,24,70.005
6,34,HARD,9,70.104
9,39,HARD,18,70.951
63,28,HARD,3,70.499
