Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,36,MEDIUM,11,82.046
44,32,HARD,3,82.062
11,30,MEDIUM,7,81.775
63,71,SOFT,5,80.153
55,32,MEDIUM,3,82.199
16,48,MEDIUM,20,82.603
3,48,SOFT,4,82.022
31,48,HARD,15,83.279
4,48,HARD,17,83.402
77,43,HARD,4,83.363
10,42,SOFT,2,82.277
23,48,SOFT,10,82.914
24,47,SOFT,2,82.26
5,45,MEDIUM,8,83.086
18,42,SOFT,2,82.463
47,30,MEDIUM,6,83.641
20,49,SOFT,14,83.3
6,56,SOFT,4,83.709
14,48,HARD,8,82.866
22,48,MEDIUM,19,83.403
