Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
11,38,HARD,20,92.188
1,50,HARD,32,91.906
14,50,HARD,33,92.24
63,50,HARD,32,92.433
44,47,MEDIUM,29,92.941
55,50,HARD,35,92.822
16,47,HARD,31,93.056
31,49,HARD,33,93.222
10,50,HARD,36,93.392
20,44,HARD,36,93.374
22,50,HARD,33,93.931
27,50,HARD,39,93.78
24,49,MEDIUM,31,93.894
21,49,HARD,32,93.609
81,48,HARD,47,94.287
2,49,MEDIUM,31,94.469
4,49,MEDIUM,30,94.122
77,37,SOFT,2,94.384
23,24,HARD,7,95.567
18,7,MEDIUM,7,95.14
