Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
31,54,HARD,17,81.421
44,49,MEDIUM,2,78.715
55,54,HARD,22,81.423
14,41,HARD,2,80.359
10,70,SOFT,5,78.394
22,43,HARD,21,82.45
6,62,HARD,39,82.831
63,62,HARD,41,82.112
33,43,MEDIUM,8,80.945
7,58,SOFT,5,81.518
3,58,HARD,38,82.802
47,44,HARD,10,82.711
99,44,HARD,11,82.736
5,60,HARD,24,81.459
