RelativeTime_s,Speed,Throttle,Brake,nGear,RPM,DRS,Distance,RelativeDistance,X,Y,Driver,LapNumber,Compound,TyreLife,Speed_mps,VX,VY,AX_long,AY_lat,Jerk_long,Jerk_lat,TireEnergyProxy
0.0,257.3166634666667,99.0,False,6,11329.608802133333,0,0.1339722310673714,3.089032678367564e-05,-1380.1400078717552,-199.10348984112957,3,58,HARD,38,71.15021894300726,-505.9700675248132,408.0223865073509,80.00949290149151,5.0584453344543965,400.1054415880044,24.36957059275338,5529.3373108210435
0.1,257.3166634666667,99.0,False,6,11329.608802133333,0,0.1339722310673714,3.089032678367564e-05,-1380.1400078717552,-199.10348984112957,3,58,HARD,38,71.63206498107492,-511.8806823291027,413.4386306738254,120.02003706029195,7.4954023937297345,400.1593298604209,23.490645351606133,13919.749879405805
0.2,259.48954042121096,99.0,False,6,11006.46851415069,0,10.24255537495771,0.0023616527105025,-1458.0,-135.0,3,58,HARD,38,72.08575825505733,-523.7019119376794,424.2711190067743,160.0413588735757,9.756574404775623,200.17478789271271,10.174322066922587,25364.050910460945
0.3,259.48954042121096,99.0,False,6,11006.46851415069,0,10.24255537495771,0.0023616527105025,-1458.0,-135.0,3,58,HARD,38,72.5112987649545,-535.523141546256,435.10360733972334,160.0549946388345,9.530266807114252,515.2137598505893,-12.781015827079031,37065.43621446001
0.4,262.4166613333333,99.0,False,7,10627.333162666666,0,26.286762025914808,0.0060610072893156,-1582.0,-35.0,3,58,HARD,38,72.90868651076644,-547.3443711548623,445.9360956726728,263.08411084369357,7.200371239359817,1536.0372566484962,-18.940951590458457,56147.690285947014
0.5,262.4166613333333,99.0,False,7,10627.333162666666,0,26.286762025914808,0.0060610072893156,-1582.0,-35.0,3,58,HARD,38,73.27792149249336,-575.4057053463839,469.4545155330272,467.26244596853377,5.74207648902256,696.5967101916319,13.736035805874986,91273.78663930052
0.6,267.0,99.0,False,7,10774.0,0,42.61472222222222,0.009825787663251,-1708.0,67.0,3,58,HARD,38,73.61014579393495,-619.0287016611546,505.9031145585634,402.40345288201996,9.947578400534814,-3378.935244714447,46.97224563994042,124239.55584789295
0.7,267.0,99.0,False,7,10774.0,0,42.61472222222222,0.009825787663251,-1708.0,67.0,3,58,HARD,38,73.9736241015892,-636.4636992819806,521.9237551392662,-208.52460297435564,15.136525617010644,-4005.632714916557,14.479977573031437,142649.06036375143
0.8,267.7857133714286,99.0,False,7,10923.285540571427,0,58.96324658312496,0.0135953095702587,-1834.0,172.0,3,58,HARD,38,74.35404571403821,-584.8606101108066,481.79903818252853,-398.72309010129146,12.843573915141102,387.2607162655041,-51.752688975795365,173835.71942469646
0.9,268.0,99.0,False,7,10964.0,0,63.45916666666666,0.0146319455915253,-1868.6757421381496,200.6136683879632,3,58,HARD,38,74.67592595079022,-573.2808675374793,473.20279279676424,-131.07245972125483,4.785987821851571,2072.1346940941,-69.18583350594236,183934.78100739996
1.0,268.0,99.0,False,7,10964.0,0,63.45916666666666,0.0146319455915253,-1868.6757421381496,200.6136683879632,3,58,HARD,38,75.02021126251552,-564.0343793567479,465.8496203984484,15.703848717528551,-0.9935927860473683,2604.2736555041974,-74.13958355301398,185156.2655042869
1.1,273.0,99.0,False,7,11065.0,0,81.65916666666666,0.0188283670662126,-2009.1007966426455,315.69007849924986,3,58,HARD,38,75.30356200954627,-575.8290197770589,475.0496397884302,389.7822713795847,-10.041928888751226,1075.1546267917433,-35.644388041089485,215002.84667785538
1.2,273.0,99.0,False,7,11065.0,0,81.65916666666666,0.0188283670662126,-2009.1007966426455,315.69007849924986,3,58,HARD,38,75.80378866170892,-625.4464694877845,513.9099737309285,230.73477407587725,-8.122470394265266,-1113.6425997119989,58.81479085829605,234338.28894089957
1.3,274.7499968,99.0,False,7,11168.2498112,0,92.35690167578224,0.0212949717322987,-2092.0,384.0,3,58,HARD,38,76.3666725440488,-612.5150890130556,503.0909083713195,167.05375143718493,1.7210292829079852,-1200.1582227303284,52.460718348203,247716.0215055872
1.4,276.0,99.0,False,7,11242.0,0,100.05916666666668,0.0230709030625998,-2151.3226586320097,432.9464893642213,3,58,HARD,38,76.88443716757344,-651.046325491377,535.3819108823944,-9.296870470188441,2.3696732753753356,-2603.088488527037,-15.041579421289528,248699.4046498701
1.5,278.5,99.0,False,7,11285.5,0,109.39675950318498,0.0252238962000203,-2223.0,492.0,3,58,HARD,38,77.39117112457939,-610.7779202306801,502.27596622588834,-353.5639462682225,-1.2872866013499205,-389.53298903411866,-29.592318411935196,276760.28120941104
1.6,281.0,99.0,False,7,11329.0,0,118.7925,0.0273902965951534,-2295.699886042992,551.6098072540749,3,58,HARD,38,77.71368025002185,-596.5930372441085,490.26867283232775,-87.20346827701218,-3.548790407011704,939.0236549945346,-9.026842455227108,283768.13409628306
1.7,281.8249984,99.0,False,7,11376.437408,0,126.55358411102364,0.0291797900034147,-2356.0,601.0,3,58,HARD,38,78.17593090840052,-597.7539929196814,490.6544831400885,-165.75921526931555,-3.092655092395342,1555.9753131654375,19.844642903619828,296826.09082078544
1.8,281.8249984,99.0,False,7,11376.437408,0,126.55358411102364,0.0291797900034147,-2356.0,601.0,3,58,HARD,38,78.56603654597282,-571.3606529410481,468.75695368039885,223.99159435607532,0.4201381737122621,1497.2961563991657,28.04035965958347,313411.1059255407
1.9,284.3166634666667,99.0,False,7,11474.6124256,0,143.93300078467263,0.0331870074400542,-2490.0,711.0,3,58,HARD,38,78.92684811188839,-632.3346229864569,519.1338872510471,133.70001601051763,2.5154168395213516,-2562.8610258395006,13.732862059083756,324555.38547300035
2.0,284.3166634666667,99.0,False,7,11474.6124256,0,143.93300078467263,0.0331870074400542,-2490.0,711.0,3,58,HARD,38,79.22247804126766,-591.7086822808346,486.1131792525316,-288.5806108118249,3.1667105855290134,-147.65396915490106,18.413089873193968,346896.9295608894
2.1,287.0,99.0,False,7,11537.0,0,156.7925,0.036152055718127,-2588.6925694496417,792.1374031165556,3,58,HARD,38,79.44783952995353,-587.3362879705473,482.9855577530702,104.16922217953741,6.198034814160145,823.786309854618,10.5068461221228,355289.4793312121
2.2,287.2458325333333,99.0,False,7,11551.749952,0,161.5074306273273,0.0372391895717631,-2625.0,822.0,3,58,HARD,38,79.72611208362166,-607.0130623506407,500.30337481428546,-123.82334884090128,5.268079809953574,-1912.6534070979726,-55.3197198409944,365444.0471395889
2.3,288.0,99.0,False,7,11597.0,0,175.99249999999998,0.0405790498013136,-2736.818812056496,914.0412280124992,3,58,HARD,38,79.94222854789429,-567.5559116784916,468.04783071489396,-278.3614592400571,-4.865909154038735,989.6924264960156,-77.83012869758579,386279.8140687797
2.4,288.3249984,99.0,False,7,11443.1132576,0,179.1239397924493,0.0413010740426172,-2761.0,934.0,3,58,HARD,38,80.12608474009426,-564.6812127851217,464.1320370611936,74.11513645830186,-10.297945929563584,1747.048597977494,5.181088902457027,392449.9624424159
2.5,288.3249984,99.0,False,7,11443.1132576,0,179.1239397924493,0.0413010740426172,-2761.0,934.0,3,58,HARD,38,80.31465821146048,-580.3149861372094,475.86896008736517,71.0482603554417,-3.8296913735473295,115.42106120777866,47.48176799264018,398069.3856027235
2.6,290.1890528761164,99.0,False,7,10640.64188263224,0,196.8625903577705,0.0453911209747209,-2898.0,1047.0,3,58,HARD,38,80.49568433141364,-576.1546523131688,472.54993815459557,97.1993486998576,-0.801592331035547,3911.3003545778056,-0.8849612042626687,405371.98559670284
2.7,290.1890528761164,99.0,False,7,10640.64188263224,0,196.8625903577705,0.0453911209747209,-2898.0,1047.0,3,58,HARD,38,80.72203173295038,-595.4475600093474,488.07303504296726,853.3083312710029,-4.006683614399863,2820.8580571060807,-23.066791178463777,471378.17598993226
