Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,45,MEDIUM,7,82.126
44,57,SOFT,8,81.386
63,57,MEDIUM,18,82.766
55,51,SOFT,7,82.0
11,44,MEDIUM,2,81.94
16,57,SOFT,6,81.622
4,47,HARD,5,83.043
14,47,HARD,26,83.979
31,60,HARD,37,84.149
5,51,MEDIUM,5,82.824
18,51,SOFT,5,82.437
10,58,SOFT,12,83.199
24,58,SOFT,7,82.029
47,50,MEDIUM,9,83.151
3,63,HARD,17,83.654
20,37,MEDIUM,2,83.511
23,43,SOFT,3,83.047
6,60,SOFT,4,82.478
22,58,SOFT,10,83.538
77,60,HARD,34,84.002
