Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
44,46,HARD,3,71.982
33,47,HARD,7,72.486
77,49,HARD,8,72.526
11,71,SOFT,5,71.01
16,61,HARD,9,72.822
55,63,HARD,10,72.71
10,53,HARD,2,73.227
31,48,HARD,18,74.43
14,37,HARD,3,73.922
4,53,HARD,52,73.761
5,69,MEDIUM,16,73.634
7,54,MEDIUM,2,72.621
63,45,HARD,4,74.355
99,44,MEDIUM,2,74.227
22,62,HARD,23,74.204
6,57,HARD,18,74.616
9,36,HARD,2,74.954
47,66,MEDIUM,5,73.793
3,40,HARD,10,74.443
18,25,HARD,5,75.344
