Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,38,HARD,14,80.366
4,54,HARD,33,79.994
16,27,HARD,2,79.935
81,25,HARD,3,79.907
55,63,HARD,36,80.22
44,43,HARD,16,80.331
63,54,MEDIUM,4,78.589
11,52,MEDIUM,15,79.686
18,58,HARD,22,80.57
22,14,HARD,2,80.936
27,3,MEDIUM,3,81.7
20,58,HARD,21,81.009
3,13,HARD,2,81.569
31,37,HARD,12,81.304
24,37,MEDIUM,4,81.016
10,10,HARD,2,81.371
2,55,MEDIUM,24,81.229
77,11,HARD,3,81.455
14,62,SOFT,3,79.004
23,48,MEDIUM,28,81.274
