Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
33,35,MEDIUM,6,96.404
44,44,HARD,25,97.41
11,53,HARD,29,96.693
77,19,HARD,2,96.96
4,52,HARD,28,97.425
3,45,HARD,29,98.324
10,44,HARD,27,98.103
14,44,HARD,26,97.646
5,52,MEDIUM,18,97.138
18,44,SOFT,10,97.828
55,19,HARD,2,98.931
63,52,HARD,35,98.314
22,18,HARD,3,98.98
31,33,MEDIUM,8,98.645
99,36,MEDIUM,8,98.702
16,43,MEDIUM,8,97.681
7,46,MEDIUM,13,97.992
6,50,HARD,32,98.313
47,51,HARD,36,98.847
9,34,MEDIUM,3,99.317
