Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
33,58,HARD,24,74.649
55,35,HARD,3,74.621
4,76,HARD,46,74.67
11,32,SOFT,37,74.552
5,33,HARD,2,75.316
10,71,HARD,41,75.412
44,69,SOFT,6,72.909
18,74,SOFT,16,74.674
31,41,MEDIUM,4,75.316
99,41,HARD,8,75.331
7,55,HARD,12,74.971
3,43,HARD,7,74.578
14,70,SOFT,25,75.026
63,59,HARD,28,75.539
6,66,HARD,23,75.573
22,66,SOFT,2,74.037
9,64,HARD,30,76.866
47,51,HARD,14,76.425
77,18,SOFT,23,75.706
