Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
4,52,HARD,26,87.438
55,55,HARD,30,87.765
16,51,HARD,31,88.018
44,44,MEDIUM,11,87.278
63,56,HARD,30,88.195
1,56,HARD,27,87.765
10,30,HARD,16,89.251
27,17,HARD,4,89.152
14,51,HARD,15,87.948
81,51,HARD,19,87.69
23,46,HARD,34,89.438
22,41,HARD,19,89.2
24,56,HARD,17,87.982
18,42,HARD,10,88.604
61,56,HARD,34,89.121
20,57,SOFT,5,85.637
30,52,HARD,29,88.751
77,14,HARD,8,89.482
43,5,HARD,2,89.411
