RelativeTime_s,Speed,Throttle,Brake,nGear,RPM,DRS,Distance,RelativeDistance,X,Y,Driver,LapNumber,Compound,TyreLife
0.0,302.57272785454546,100.0,False,8,10650.822743854545,0,0.18053447113797083,4.2516638939093675e-05,493.4982117259157,3741.8744540039897,4,72,HARD,44
0.1,303.0,100.0,False,8,10663.0,0,8.10388888888889,0.0019085004416032154,523.3033137889556,3815.034148067048,4,72,HARD,44
0.2,303.0,100.0,False,8,10663.0,0,8.10388888888889,0.0019085004416032154,523.3033137889556,3815.034148067048,4,72,HARD,44
0.3,304.0,100.0,False,8,10734.0,0,21.615000000000002,0.0050904248084908685,574.6113626943782,3939.9160393992047,4,72,HARD,44
0.4,304.0,100.0,False,8,10734.0,0,21.615000000000002,0.0050904248084908685,574.6113626943782,3939.9160393992047,4,72,HARD,44
0.5,306.0,100.0,False,8,10767.0,0,42.015,0.009894711928232424,651.9881622314952,4128.691549237656,4,72,HARD,44
0.6,306.0,100.0,False,8,10767.0,0,42.015,0.009894711928232424,651.9881622314952,4128.691549237656,4,72,HARD,44
0.7,306.0,100.0,False,8,10802.0,0,55.615,0.013097570008060127,703.0474930510109,4254.6628481565385,4,72,HARD,44
0.8,306.67500032,100.0,False,8,10797.94999808,0,67.12521134596591,0.015808273935262438,747.0,4361.0,4,72,HARD,44
0.9,307.0,100.0,False,8,10796.0,0,72.67055555555555,0.017114226178432286,768.3522893745768,4412.668625378949,4,72,HARD,44
1.0,307.0,100.0,False,8,10808.2708416,0,80.7712648810039,0.019021977819266685,799.0,4487.0,4,72,HARD,44
1.1,307.0,100.0,False,8,10827.0,0,93.13722222222222,0.021934213582878878,842.2825873599327,4592.437726565492,4,72,HARD,44
1.2,307.0,100.0,False,8,10827.0,0,93.13722222222222,0.021934213582878878,842.2825873599327,4592.437726565492,4,72,HARD,44
1.3,307.28750016,100.0,False,8,10837.0625056,0,102.95918367453609,0.024247327450327386,883.0,4692.0,4,72,HARD,44
1.4,307.28750016,100.0,False,8,10837.0625056,0,102.95918367453609,0.024247327450327386,883.0,4692.0,4,72,HARD,44
1.5,308.0,100.0,False,8,10862.0,0,127.35944444444443,0.029993693064798262,1019.6073181942362,5026.630086764493,4,72,HARD,44
1.6,308.2125008,100.0,False,8,10867.9500224,0,130.27632211106396,0.030680630212033655,1032.0,5057.0,4,72,HARD,44
1.7,309.0,100.0,False,8,10890.0,0,141.09277777777777,0.033227951714036044,1064.143912903438,5135.785978668381,4,72,HARD,44
1.8,309.0,100.0,False,8,10890.0,0,141.09277777777777,0.033227951714036044,1064.143912903438,5135.785978668381,4,72,HARD,44
1.9,309.0,100.0,False,8,10885.0,0,158.25944444444445,0.03727077502558327,1094.1833757722857,5210.591480828622,4,72,HARD,44
2.0,309.2240667426522,100.0,False,8,10892.618269250175,0,162.89595581957298,0.03836269325499823,1109.0,5248.0,4,72,HARD,44
2.1,310.0,100.0,False,8,10919.0,0,179.01222222222225,0.042158142818555656,1177.3211513703923,5424.335896388929,4,72,HARD,44
2.2,310.0,100.0,False,8,10919.0,0,179.01222222222225,0.042158142818555656,1177.3211513703923,5424.335896388929,4,72,HARD,44
2.3,310.0,56.26946062222222,False,8,10674.397312711111,0,194.1439124627338,0.04572172049122275,1224.0,5563.0,4,72,HARD,44
2.4,310.0,56.26946062222222,False,8,10674.397312711111,0,194.1439124627338,0.04572172049122275,1224.0,5563.0,4,72,HARD,44
2.5,310.0,9.0,False,8,10410.0,0,210.01222222222225,0.049458775206398214,1267.1351547950337,5706.19616962634,4,72,HARD,44
2.6,310.0,9.0,False,8,10410.0,0,210.01222222222225,0.049458775206398214,1267.1351547950337,5706.19616962634,4,72,HARD,44
2.7,310.0,9.0,False,8,10410.0,0,210.01222222222225,0.049458775206398214,1267.1351547950337,5706.19616962634,4,72,HARD,44
2.8,272.0,0.0,True,8,9737.0,0,231.09222222222223,0.054423205230131146,1328.315800512445,5928.689931840923,4,72,HARD,44
2.9,247.7999798857143,0.0,True,8,9658.349934628572,0,241.1489858785065,0.05679161601935524,1359.0,6041.0,4,72,HARD,44
3.0,232.08569417142857,0.0,True,8,9607.278506057142,0,247.26274061413096,0.0582314313688464,1380.0,6113.0,4,72,HARD,44
3.1,228.0,0.0,True,8,9594.0,0,248.82555555555555,0.05859948096167119,1385.3059559922108,6130.820148528545,4,72,HARD,44
3.2,228.0,0.0,True,8,9594.0,0,248.82555555555555,0.05859948096167119,1385.3059559922108,6130.820148528545,4,72,HARD,44
3.3,228.0,0.0,True,8,9594.0,0,248.82555555555555,0.05859948096167119,1385.3059559922108,6130.820148528545,4,72,HARD,44
3.4,199.57998336,0.0,True,8,9200.2504,0,268.71550479458347,0.06328364894899349,1452.0,6332.0,4,72,HARD,44
3.5,199.57998336,0.0,True,8,9200.2504,0,268.71550479458347,0.06328364894899349,1452.0,6332.0,4,72,HARD,44
3.6,176.1583264,0.0,True,8,9844.6588064,0,278.4544173788237,0.0655772044533442,1494.0,6423.0,4,72,HARD,44
3.7,176.1583264,0.0,True,8,9844.6588064,0,278.4544173788237,0.0655772044533442,1494.0,6423.0,4,72,HARD,44
3.8,165.0,0.0,True,7,10606.0,0,287.84777777777776,0.06778938094235329,1538.707420639635,6499.879643683333,4,72,HARD,44
3.9,161.3727232,0.0,True,7,10459.0952896,0,292.8465163147701,0.06896660521530563,1559.0,6525.0,4,72,HARD,44
4.0,161.3727232,0.0,True,7,10459.0952896,0,292.8465163147701,0.06896660521530563,1559.0,6525.0,4,72,HARD,44
4.1,161.3727232,0.0,True,7,10459.0952896,0,292.8465163147701,0.06896660521530563,1559.0,6525.0,4,72,HARD,44
4.2,152.4636322909091,0.0,True,7,10098.277107781818,0,304.49291595841805,0.07170938206821448,1631.0,6603.0,4,72,HARD,44
4.3,151.0,0.0,True,3,10039.0,0,306.30333333333334,0.07213574309153124,1645.008050473969,6614.560856319068,4,72,HARD,44
4.4,143.8812432,0.0,True,3,9745.87472,0,311.40602165865386,0.07333744798356032,1688.0,6644.0,4,72,HARD,44
4.5,143.8812432,0.0,True,3,9745.87472,0,311.40602165865386,0.07333744798356032,1688.0,6644.0,4,72,HARD,44
4.6,134.0,0.0,True,3,9339.0,0,318.21444444444444,0.074940860625498,1749.7220186117943,6674.256702737058,4,72,HARD,44
4.7,132.45833066666665,0.0,True,3,9211.658113066667,0,320.89629235418334,0.07557244726127567,1775.0,6683.0,4,72,HARD,44
4.8,128.71363374545456,0.0,False,3,8909.708941963636,0,327.3028676781504,0.07708122310983395,1838.0,6697.0,4,72,HARD,44
4.9,126.6681792,0.0,False,3,8793.3453056,0,330.7406091608075,0.07789082591013446,1873.0,6701.0,4,72,HARD,44
5.0,126.6681792,0.0,False,3,8793.3453056,0,330.7406091608075,0.07789082591013446,1873.0,6701.0,4,72,HARD,44
5.1,126.6681792,0.0,False,3,8793.3453056,0,330.7406091608075,0.07789082591013446,1873.0,6701.0,4,72,HARD,44
5.2,122.1681792,0.0,False,3,8537.3453056,0,338.030351778644,0.07960759142803167,1948.0,6698.0,4,72,HARD,44
5.3,119.156248,0.0,False,3,8364.8936336,0,343.2279735383837,0.08083165354928687,2000.0,6688.0,4,72,HARD,44
5.4,119.156248,0.0,False,3,8364.8936336,0,343.2279735383837,0.08083165354928687,2000.0,6688.0,4,72,HARD,44
5.5,119.156248,0.0,False,3,8364.8936336,0,343.2279735383837,0.08083165354928687,2000.0,6688.0,4,72,HARD,44
5.6,114.5624992,0.0,False,3,8106.3749696,0,352.79779262933306,0.08308538681384103,2122.0,6634.0,4,72,HARD,44
5.7,114.5624992,0.0,False,3,8106.3749696,0,352.79779262933306,0.08308538681384103,2122.0,6634.0,4,72,HARD,44
5.8,114.5624992,0.0,False,3,8106.3749696,0,352.79779262933306,0.08308538681384103,2122.0,6634.0,4,72,HARD,44
5.9,111.0,0.0,False,3,7971.0,0,361.57000000000005,0.08515127911200757,2193.5820982041982,6560.504342638965,4,72,HARD,44
6.0,111.0,25.65001216,False,3,8162.02509056,0,365.70878328949044,0.08612598025166933,2214.0,6533.0,4,72,HARD,44
6.1,111.0,38.0,False,3,8254.0,0,367.73666666666674,0.08660355544722356,2221.636459250629,6523.35825651385,4,72,HARD,44
6.2,111.0,38.0,False,3,8254.0,0,367.73666666666674,0.08660355544722356,2221.636459250629,6523.35825651385,4,72,HARD,44
6.3,111.0,38.0,False,3,8254.0,0,367.73666666666674,0.08660355544722356,2221.636459250629,6523.35825651385,4,72,HARD,44
6.4,117.51389013333333,55.68055893333333,False,3,8717.4167552,0,378.69956311685684,0.08918536437912104,2254.0,6461.0,4,72,HARD,44
6.5,118.0,57.0,False,3,8752.0,0,379.5366666666667,0.08938250584001524,2257.8803940573675,6449.330660062652,4,72,HARD,44
6.6,120.91666773333333,62.83333546666667,False,3,8974.395914666668,0,385.44445460102827,0.09077381512821218,2287.0,6353.0,4,72,HARD,44
6.7,122.0,65.0,False,3,9057.0,0,387.67,0.09129794057402985,2293.4302199906083,6328.094944934092,4,72,HARD,44
6.8,122.0,65.0,False,3,9057.0,0,387.67,0.09129794057402985,2293.4302199906083,6328.094944934092,4,72,HARD,44
6.9,122.0,65.0,False,3,9057.0,0,387.67,0.09129794057402985,2293.4302199906083,6328.094944934092,4,72,HARD,44
7.0,128.0,80.0,False,3,9837.0,0,399.0477777777778,0.09397745583035629,2294.9513555847843,6266.563788905047,4,72,HARD,44
7.1,128.0,80.0,False,3,9837.0,0,399.0477777777778,0.09397745583035629,2294.9513555847843,6266.563788905047,4,72,HARD,44
7.2,139.0,84.0,False,3,10321.0,0,405.2255555555556,0.0954323488796898,2293.371662969634,6207.679098798506,4,72,HARD,44
7.3,141.50000213333334,86.18750186666666,False,3,10490.6876448,0,408.21943351945964,0.09613741992577127,2291.0,6177.0,4,72,HARD,44
7.4,147.8437536,91.8437536,False,3,10936.0003072,0,415.66077139570535,0.09788988677442287,2279.0,6104.0,4,72,HARD,44
7.5,147.8437536,91.8437536,False,3,10936.0003072,0,415.66077139570535,0.09788988677442287,2279.0,6104.0,4,72,HARD,44
7.6,158.3571456,100.0,False,3,11528.6784512,0,424.4371526892984,0.09995676204926354,2259.0,6022.0,4,72,HARD,44
7.7,158.3571456,100.0,False,3,11528.6784512,0,424.4371526892984,0.09995676204926354,2259.0,6022.0,4,72,HARD,44
7.8,158.3571456,100.0,False,3,11528.6784512,0,424.4371526892984,0.09995676204926354,2259.0,6022.0,4,72,HARD,44
7.9,168.0,100.0,False,3,11106.0,0,435.02555555555557,0.10245037614284166,2230.6248318738103,5925.854414063554,4,72,HARD,44
