Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
4,72,HARD,44,73.817
1,30,HARD,3,74.752
16,62,HARD,38,74.585
81,36,HARD,3,74.237
55,40,HARD,10,74.117
11,69,HARD,40,74.587
63,57,SOFT,6,73.927
44,62,SOFT,14,73.878
10,54,HARD,22,74.855
14,34,HARD,3,74.758
27,59,HARD,45,75.657
3,52,HARD,23,75.222
18,51,HARD,21,75.255
23,71,MEDIUM,17,74.434
31,50,HARD,20,75.39
2,26,HARD,4,75.539
22,16,MEDIUM,2,75.552
20,42,MEDIUM,2,74.954
77,45,MEDIUM,2,75.822
24,67,SOFT,16,75.724
