Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
63,46,HARD,15,95.717
44,41,HARD,15,95.48
55,44,HARD,16,95.875
16,40,HARD,9,95.674
1,43,HARD,16,96.248
4,50,SOFT,6,94.876
81,44,HARD,19,96.598
27,48,HARD,15,96.585
22,48,HARD,20,96.957
11,42,HARD,10,96.326
14,39,HARD,16,96.553
20,49,HARD,32,96.557
24,46,HARD,12,96.324
43,37,HARD,11,96.867
18,43,HARD,16,97.179
30,45,HARD,8,96.98
31,47,SOFT,2,96.511
77,46,HARD,11,96.601
23,21,HARD,12,98.008
10,13,HARD,3,98.314
