Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:28:12.133000,NOR,4,,2.0,2.0,,0 days 00:22:53.251000,0 days 00:00:34.986000,0 days 00:00:43.797000,,0 days 00:21:41.057000,0 days 00:22:24.826000,,282.0,241.0,,,False,INTERMEDIATE,2.0,False,McLaren,0 days 00:21:05.976000,2024-07-06 10:36:09.638,125,,None,,False,False
0 days 00:30:00.332000,NOR,4,,3.0,2.0,0 days 00:28:12.133000,,,0 days 00:00:44.278000,0 days 00:00:29.905000,,0 days 00:29:30.685000,0 days 00:30:00.494000,272.0,240.0,204.0,280.0,False,INTERMEDIATE,3.0,False,McLaren,0 days 00:28:12.133000,2024-07-06 10:43:15.795,1,,None,,False,False
0 days 00:31:44.029000,NOR,4,0 days 00:01:43.697000,4.0,2.0,,,0 days 00:00:33.309000,0 days 00:00:41.934000,0 days 00:00:28.454000,0 days 00:30:33.641000,0 days 00:31:15.575000,0 days 00:31:44.029000,279.0,244.0,218.0,283.0,True,INTERMEDIATE,4.0,False,McLaren,0 days 00:30:00.332000,2024-07-06 10:45:03.994,1,,None,,False,True
0 days 00:33:25.984000,NOR,4,0 days 00:01:41.955000,5.0,2.0,,,0 days 00:00:32.936000,0 days 00:00:41.236000,0 days 00:00:27.783000,0 days 00:32:16.965000,0 days 00:32:58.201000,0 days 00:33:25.984000,277.0,247.0,228.0,286.0,True,INTERMEDIATE,5.0,False,McLaren,0 days 00:31:44.029000,2024-07-06 10:46:47.691,12,,None,,False,True
0 days 00:35:29.298000,NOR,4,0 days 00:02:03.314000,6.0,2.0,,,0 days 00:00:38.313000,0 days 00:00:49.624000,0 days 00:00:35.377000,0 days 00:34:04.297000,0 days 00:34:53.921000,0 days 00:35:29.298000,244.0,233.0,214.0,187.0,False,INTERMEDIATE,6.0,False,McLaren,0 days 00:33:25.984000,2024-07-06 10:48:29.646,1,,None,,False,True
0 days 00:37:09.662000,NOR,4,0 days 00:01:40.364000,7.0,2.0,,,0 days 00:00:32.453000,0 days 00:00:40.408000,0 days 00:00:27.503000,0 days 00:36:01.751000,0 days 00:36:42.159000,0 days 00:37:09.662000,280.0,249.0,212.0,288.0,True,INTERMEDIATE,7.0,False,McLaren,0 days 00:35:29.298000,2024-07-06 10:50:32.960,1,,None,,False,True
0 days 00:39:13.778000,NOR,4,0 days 00:02:04.116000,8.0,2.0,,,0 days 00:00:36.355000,0 days 00:00:48.753000,0 days 00:00:39.008000,0 days 00:37:46.017000,0 days 00:38:34.770000,0 days 00:39:13.778000,249.0,238.0,213.0,224.0,False,INTERMEDIATE,8.0,False,McLaren,0 days 00:37:09.662000,2024-07-06 10:52:13.324,1,,None,,False,True
0 days 00:41:01.766000,NOR,4,0 days 00:01:47.988000,9.0,2.0,,,0 days 00:00:35.821000,0 days 00:00:43.841000,0 days 00:00:28.326000,0 days 00:39:49.599000,0 days 00:40:33.440000,0 days 00:41:01.766000,285.0,247.0,223.0,288.0,False,INTERMEDIATE,9.0,False,McLaren,0 days 00:39:13.778000,2024-07-06 10:54:17.440,1,,None,,False,True
0 days 00:42:40.884000,NOR,4,0 days 00:01:39.118000,10.0,2.0,,,0 days 00:00:31.732000,0 days 00:00:40.114000,0 days 00:00:27.272000,0 days 00:41:33.498000,0 days 00:42:13.612000,0 days 00:42:40.884000,287.0,250.0,229.0,290.0,True,INTERMEDIATE,10.0,False,McLaren,0 days 00:41:01.766000,2024-07-06 10:56:05.428,1,,None,,False,True
0 days 00:44:19.389000,NOR,4,0 days 00:01:38.505000,11.0,2.0,,,0 days 00:00:31.619000,0 days 00:00:39.720000,0 days 00:00:27.166000,0 days 00:43:12.503000,0 days 00:43:52.223000,0 days 00:44:19.389000,290.0,251.0,230.0,289.0,True,INTERMEDIATE,11.0,False,McLaren,0 days 00:42:40.884000,2024-07-06 10:57:44.546,1,,None,,False,True
0 days 00:46:02.313000,NOR,4,0 days 00:01:42.924000,12.0,2.0,,0 days 00:45:56.417000,0 days 00:00:32.816000,0 days 00:00:43.216000,0 days 00:00:26.892000,0 days 00:44:52.205000,0 days 00:45:35.421000,0 days 00:46:02.313000,278.0,242.0,,282.0,False,INTERMEDIATE,12.0,False,McLaren,0 days 00:44:19.389000,2024-07-06 10:59:23.051,1,,None,,False,False
0 days 00:48:05.794000,NOR,4,0 days 00:02:03.481000,13.0,3.0,0 days 00:46:25.833000,,0 days 00:00:54.536000,0 days 00:00:41.152000,0 days 00:00:27.793000,0 days 00:46:56.849000,0 days 00:47:38.001000,0 days 00:48:05.794000,283.0,251.0,229.0,290.0,False,INTERMEDIATE,13.0,False,McLaren,0 days 00:46:02.313000,2024-07-06 11:01:05.975,1,,None,,False,False
0 days 00:49:43.606000,NOR,4,0 days 00:01:37.812000,14.0,3.0,,,0 days 00:00:31.535000,0 days 00:00:39.456000,0 days 00:00:26.821000,0 days 00:48:37.329000,0 days 00:49:16.785000,0 days 00:49:43.606000,289.0,252.0,234.0,289.0,True,INTERMEDIATE,14.0,False,McLaren,0 days 00:48:05.794000,2024-07-06 11:03:09.456,1,,None,,False,True
0 days 00:51:21.320000,NOR,4,0 days 00:01:37.714000,15.0,3.0,,,0 days 00:00:31.382000,0 days 00:00:39.314000,0 days 00:00:27.018000,0 days 00:50:14.988000,0 days 00:50:54.302000,0 days 00:51:21.320000,288.0,250.0,233.0,289.0,True,INTERMEDIATE,15.0,False,McLaren,0 days 00:49:43.606000,2024-07-06 11:04:47.268,1,,None,,False,True
0 days 00:52:59.296000,NOR,4,0 days 00:01:37.976000,16.0,3.0,,,0 days 00:00:31.492000,0 days 00:00:39.466000,0 days 00:00:27.018000,0 days 00:51:52.812000,0 days 00:52:32.278000,0 days 00:52:59.296000,290.0,252.0,232.0,290.0,False,INTERMEDIATE,16.0,False,McLaren,0 days 00:51:21.320000,2024-07-06 11:06:24.982,1,,None,,False,True
0 days 00:54:43.015000,NOR,4,0 days 00:01:43.719000,17.0,3.0,,0 days 00:54:37.125000,0 days 00:00:33.121000,0 days 00:00:43.811000,0 days 00:00:26.787000,0 days 00:53:32.417000,0 days 00:54:16.228000,0 days 00:54:43.015000,270.0,245.0,,278.0,False,INTERMEDIATE,17.0,False,McLaren,0 days 00:52:59.296000,2024-07-06 11:08:02.958,1,,None,,False,False
0 days 01:15:09.041000,NOR,4,,18.0,4.0,0 days 01:13:19.420000,,,0 days 00:00:44.168000,0 days 00:00:30.987000,,0 days 01:14:38.296000,0 days 01:15:09.238000,288.0,237.0,181.0,289.0,False,INTERMEDIATE,18.0,False,McLaren,0 days 00:54:43.015000,2024-07-06 11:09:46.677,1,,None,,False,False
0 days 01:17:06.834000,NOR,4,0 days 00:01:57.793000,19.0,4.0,,,0 days 00:00:36.724000,0 days 00:00:47.286000,0 days 00:00:33.783000,0 days 01:15:45.765000,0 days 01:16:33.051000,0 days 01:17:06.834000,243.0,230.0,85.0,277.0,False,INTERMEDIATE,19.0,False,McLaren,0 days 01:15:09.041000,2024-07-06 11:30:12.703,1,,None,,False,True
0 days 01:19:38.887000,NOR,4,,20.0,4.0,,0 days 01:19:32.807000,0 days 00:01:09.376000,0 days 00:00:52.929000,0 days 00:00:29.697000,0 days 01:18:16.387000,0 days 01:19:09.639000,0 days 01:19:38.887000,,211.0,,264.0,False,INTERMEDIATE,20.0,False,McLaren,0 days 01:17:06.834000,2024-07-06 11:32:10.496,1,,None,,False,False
0 days 00:20:20.191000,GAS,10,,1.0,1.0,0 days 00:18:17.805000,,,0 days 00:00:50.628000,0 days 00:00:34.234000,,0 days 00:19:46.021000,0 days 00:20:20.191000,230.0,209.0,189.0,264.0,False,INTERMEDIATE,1.0,True,Alpine,0 days 00:18:17.805000,2024-07-06 10:33:21.467,1,,None,,False,False
0 days 00:27:20.445000,GAS,10,,2.0,1.0,,0 days 00:27:20.445000,0 days 00:00:36.312000,0 days 00:00:46.500000,,0 days 00:20:56.490000,0 days 00:21:43.073000,,267.0,222.0,,286.0,False,INTERMEDIATE,2.0,True,Alpine,0 days 00:20:20.191000,2024-07-06 10:35:23.853,125,,None,,False,False
0 days 00:20:43.731000,PER,11,,1.0,1.0,0 days 00:18:46.724000,,,0 days 00:00:46.075000,0 days 00:00:35.572000,,0 days 00:20:08.246000,0 days 00:20:43.731000,262.0,231.0,195.0,289.0,False,INTERMEDIATE,4.0,False,Red Bull Racing,0 days 00:18:46.724000,2024-07-06 10:33:50.386,1,,None,,False,False
0 days 00:28:58.958000,PER,11,,2.0,1.0,,0 days 00:24:45.099000,0 days 00:00:34.120000,0 days 00:00:43.492000,,0 days 00:21:17.968000,0 days 00:22:01.556000,,290.0,236.0,,292.0,False,INTERMEDIATE,5.0,False,Red Bull Racing,0 days 00:20:43.731000,2024-07-06 10:35:47.393,125,,None,,False,False
0 days 00:30:52.912000,PER,11,,3.0,2.0,0 days 00:28:58.958000,,,0 days 00:00:45.892000,0 days 00:00:30.295000,,0 days 00:30:22.910000,0 days 00:30:53.054000,271.0,236.0,198.0,288.0,False,INTERMEDIATE,5.0,False,Red Bull Racing,0 days 00:28:58.958000,2024-07-06 10:44:02.620,1,,None,,False,False
0 days 00:32:38.395000,PER,11,0 days 00:01:45.483000,4.0,2.0,,,0 days 00:00:33.597000,0 days 00:00:42.830000,0 days 00:00:29.056000,0 days 00:31:26.509000,0 days 00:32:09.339000,0 days 00:32:38.395000,290.0,238.0,211.0,293.0,True,INTERMEDIATE,6.0,False,Red Bull Racing,0 days 00:30:52.912000,2024-07-06 10:45:56.574,1,,None,,False,True
0 days 00:34:21.503000,PER,11,0 days 00:01:43.108000,5.0,2.0,,,0 days 00:00:32.875000,0 days 00:00:41.635000,0 days 00:00:28.598000,0 days 00:33:11.270000,0 days 00:33:52.905000,0 days 00:34:21.503000,291.0,244.0,216.0,294.0,True,INTERMEDIATE,7.0,False,Red Bull Racing,0 days 00:32:38.395000,2024-07-06 10:47:42.057,12,,None,,False,True
0 days 00:36:03.214000,PER,11,0 days 00:01:41.711000,6.0,2.0,,,0 days 00:00:32.473000,0 days 00:00:40.949000,0 days 00:00:28.289000,0 days 00:34:53.976000,0 days 00:35:34.925000,0 days 00:36:03.214000,,245.0,221.0,295.0,True,INTERMEDIATE,8.0,False,Red Bull Racing,0 days 00:34:21.503000,2024-07-06 10:49:25.165,1,,None,,False,True
0 days 00:37:59.795000,PER,11,0 days 00:01:56.581000,7.0,2.0,,,0 days 00:00:37.532000,0 days 00:00:47.436000,0 days 00:00:31.613000,0 days 00:36:40.746000,0 days 00:37:28.182000,0 days 00:37:59.795000,259.0,223.0,218.0,238.0,False,INTERMEDIATE,9.0,False,Red Bull Racing,0 days 00:36:03.214000,2024-07-06 10:51:06.876,1,,None,,False,True
0 days 00:39:39.421000,PER,11,0 days 00:01:39.626000,8.0,2.0,,,0 days 00:00:31.910000,0 days 00:00:40.026000,0 days 00:00:27.690000,0 days 00:38:31.705000,0 days 00:39:11.731000,0 days 00:39:39.421000,293.0,248.0,225.0,298.0,True,INTERMEDIATE,10.0,False,Red Bull Racing,0 days 00:37:59.795000,2024-07-06 10:53:03.457,1,,None,,False,True
0 days 00:41:38.534000,PER,11,0 days 00:01:59.113000,9.0,2.0,,,0 days 00:00:39.164000,0 days 00:00:48.189000,0 days 00:00:31.760000,0 days 00:40:18.585000,0 days 00:41:06.774000,0 days 00:41:38.534000,228.0,190.0,221.0,270.0,False,INTERMEDIATE,11.0,False,Red Bull Racing,0 days 00:39:39.421000,2024-07-06 10:54:43.083,1,,None,,False,True
0 days 00:43:17.818000,PER,11,0 days 00:01:39.284000,10.0,2.0,,,0 days 00:00:31.680000,0 days 00:00:40.180000,0 days 00:00:27.424000,0 days 00:42:10.214000,0 days 00:42:50.394000,0 days 00:43:17.818000,294.0,249.0,226.0,299.0,True,INTERMEDIATE,12.0,False,Red Bull Racing,0 days 00:41:38.534000,2024-07-06 10:56:42.196,1,,None,,False,True
0 days 00:45:11.664000,PER,11,0 days 00:01:53.846000,11.0,2.0,,0 days 00:45:05.532000,0 days 00:00:35.930000,0 days 00:00:47.020000,0 days 00:00:30.896000,0 days 00:43:53.748000,0 days 00:44:40.768000,0 days 00:45:11.664000,254.0,233.0,,252.0,False,INTERMEDIATE,13.0,False,Red Bull Racing,0 days 00:43:17.818000,2024-07-06 10:58:21.480,1,,None,,False,False
0 days 00:56:59.018000,PER,11,,12.0,3.0,0 days 00:55:10.290000,,,0 days 00:00:46.409000,0 days 00:00:30.074000,,0 days 00:56:29.128000,0 days 00:56:59.041000,252.0,234.0,208.0,279.0,False,INTERMEDIATE,15.0,False,Red Bull Racing,0 days 00:45:11.664000,2024-07-06 11:00:15.326,1,,None,,False,False
0 days 00:58:42.724000,PER,11,0 days 00:01:43.706000,13.0,3.0,,,0 days 00:00:32.569000,0 days 00:00:41.972000,0 days 00:00:29.165000,0 days 00:57:31.587000,0 days 00:58:13.559000,0 days 00:58:42.724000,294.0,244.0,212.0,297.0,False,INTERMEDIATE,16.0,False,Red Bull Racing,0 days 00:56:59.018000,2024-07-06 11:12:02.680,1,,None,,False,True
0 days 01:00:24.442000,PER,11,0 days 00:01:41.718000,14.0,3.0,,,0 days 00:00:32.201000,0 days 00:00:41.356000,0 days 00:00:28.161000,0 days 00:59:14.925000,0 days 00:59:56.281000,0 days 01:00:24.442000,292.0,243.0,220.0,294.0,False,INTERMEDIATE,17.0,False,Red Bull Racing,0 days 00:58:42.724000,2024-07-06 11:13:46.386,1,,None,,False,True
0 days 01:02:06.369000,PER,11,0 days 00:01:41.927000,15.0,3.0,,0 days 01:02:00.282000,0 days 00:00:32.155000,0 days 00:00:40.986000,0 days 00:00:28.786000,0 days 01:00:56.597000,0 days 01:01:37.583000,0 days 01:02:06.369000,293.0,244.0,,286.0,False,INTERMEDIATE,18.0,False,Red Bull Racing,0 days 01:00:24.442000,2024-07-06 11:15:28.104,1,,None,,False,False
0 days 01:15:20.755000,PER,11,,16.0,4.0,0 days 01:13:33.480000,,,0 days 00:00:44.775000,0 days 00:00:30.203000,,0 days 01:14:50.651000,0 days 01:15:20.759000,272.0,231.0,198.0,275.0,False,INTERMEDIATE,19.0,False,Red Bull Racing,0 days 01:02:06.369000,2024-07-06 11:17:10.031,1,,None,,False,False
0 days 01:17:21.706000,PER,11,0 days 00:02:00.951000,17.0,4.0,,,0 days 00:00:33.818000,0 days 00:00:45.781000,0 days 00:00:41.352000,0 days 01:15:54.573000,0 days 01:16:40.354000,0 days 01:17:21.706000,275.0,229.0,42.0,277.0,False,INTERMEDIATE,20.0,False,Red Bull Racing,0 days 01:15:20.755000,2024-07-06 11:30:24.417,1,,None,,False,True
0 days 01:19:46.553000,PER,11,0 days 00:02:24.847000,18.0,4.0,,0 days 01:19:40.539000,0 days 00:01:09.581000,0 days 00:00:46.565000,0 days 00:00:28.701000,0 days 01:18:31.287000,0 days 01:19:17.852000,0 days 01:19:46.553000,256.0,210.0,,269.0,False,INTERMEDIATE,21.0,False,Red Bull Racing,0 days 01:17:21.706000,2024-07-06 11:32:25.368,1,,None,,False,False
0 days 00:19:04.869000,ALO,14,,1.0,1.0,0 days 00:17:10.360000,,,0 days 00:00:46.943000,0 days 00:00:34.120000,,0 days 00:18:30.826000,0 days 00:19:04.869000,266.0,233.0,188.0,286.0,False,INTERMEDIATE,1.0,True,Aston Martin,0 days 00:17:10.360000,2024-07-06 10:32:14.022,1,,None,,False,False
0 days 00:20:53.496000,ALO,14,0 days 00:01:48.627000,2.0,1.0,,,0 days 00:00:34.497000,0 days 00:00:44.265000,0 days 00:00:29.865000,0 days 00:19:39.366000,0 days 00:20:23.631000,0 days 00:20:53.496000,279.0,240.0,206.0,288.0,True,INTERMEDIATE,2.0,True,Aston Martin,0 days 00:19:04.869000,2024-07-06 10:34:08.531,1,,None,,False,True
0 days 00:31:24.571000,ALO,14,,3.0,1.0,,0 days 00:24:55.680000,0 days 00:00:33.295000,0 days 00:00:42.472000,,0 days 00:21:26.890000,0 days 00:22:09.683000,,278.0,245.0,,290.0,False,INTERMEDIATE,3.0,True,Aston Martin,0 days 00:20:53.496000,2024-07-06 10:35:57.158,125,,None,,False,False
0 days 00:33:16.762000,ALO,14,,4.0,2.0,0 days 00:31:24.571000,,,0 days 00:00:45.955000,0 days 00:00:30.083000,,0 days 00:32:46.980000,0 days 00:33:16.974000,273.0,231.0,198.0,289.0,False,INTERMEDIATE,4.0,False,Aston Martin,0 days 00:31:24.571000,2024-07-06 10:46:28.233,12,,None,,False,False
0 days 00:35:07.541000,ALO,14,0 days 00:01:50.779000,5.0,2.0,,,0 days 00:00:36.773000,0 days 00:00:44.156000,0 days 00:00:29.850000,0 days 00:33:53.535000,0 days 00:34:37.691000,0 days 00:35:07.541000,275.0,233.0,217.0,289.0,False,INTERMEDIATE,5.0,False,Aston Martin,0 days 00:33:16.762000,2024-07-06 10:48:20.424,1,,None,,False,True
0 days 00:36:49.734000,ALO,14,0 days 00:01:42.193000,6.0,2.0,,,0 days 00:00:32.549000,0 days 00:00:41.234000,0 days 00:00:28.410000,0 days 00:35:40.090000,0 days 00:36:21.324000,0 days 00:36:49.734000,277.0,247.0,215.0,290.0,True,INTERMEDIATE,6.0,False,Aston Martin,0 days 00:35:07.541000,2024-07-06 10:50:11.203,1,,None,,False,True
0 days 00:38:44.110000,ALO,14,0 days 00:01:54.376000,7.0,2.0,,,0 days 00:00:33.968000,0 days 00:00:47.994000,0 days 00:00:32.414000,0 days 00:37:23.702000,0 days 00:38:11.696000,0 days 00:38:44.110000,270.0,229.0,218.0,278.0,False,INTERMEDIATE,7.0,False,Aston Martin,0 days 00:36:49.734000,2024-07-06 10:51:53.396,1,,None,,False,True
0 days 00:40:25.110000,ALO,14,0 days 00:01:41,8.0,2.0,,,0 days 00:00:31.976000,0 days 00:00:40.921000,0 days 00:00:28.103000,0 days 00:39:16.086000,0 days 00:39:57.007000,0 days 00:40:25.110000,281.0,247.0,223.0,292.0,True,INTERMEDIATE,8.0,False,Aston Martin,0 days 00:38:44.110000,2024-07-06 10:53:47.772,1,,None,,False,True
0 days 00:42:18.461000,ALO,14,0 days 00:01:53.351000,9.0,2.0,,,0 days 00:00:32.217000,0 days 00:00:50.124000,0 days 00:00:31.010000,0 days 00:40:57.327000,0 days 00:41:47.451000,0 days 00:42:18.461000,271.0,228.0,223.0,279.0,False,INTERMEDIATE,9.0,False,Aston Martin,0 days 00:40:25.110000,2024-07-06 10:55:28.772,1,,None,,False,True
0 days 00:44:05.133000,ALO,14,0 days 00:01:46.672000,10.0,2.0,,,0 days 00:00:31.662000,0 days 00:00:45.057000,0 days 00:00:29.953000,0 days 00:42:50.123000,0 days 00:43:35.180000,0 days 00:44:05.133000,288.0,223.0,226.0,280.0,False,INTERMEDIATE,10.0,False,Aston Martin,0 days 00:42:18.461000,2024-07-06 10:57:22.123,1,,None,,False,True
0 days 00:45:44.982000,ALO,14,0 days 00:01:39.849000,11.0,2.0,,,0 days 00:00:31.659000,0 days 00:00:40.514000,0 days 00:00:27.676000,0 days 00:44:36.792000,0 days 00:45:17.306000,0 days 00:45:44.982000,,249.0,232.0,293.0,True,INTERMEDIATE,11.0,False,Aston Martin,0 days 00:44:05.133000,2024-07-06 10:59:08.795,1,,None,,False,True
0 days 00:47:36.668000,ALO,14,0 days 00:01:51.686000,12.0,2.0,,0 days 00:47:30.768000,0 days 00:00:36.172000,0 days 00:00:45.225000,0 days 00:00:30.289000,0 days 00:46:21.154000,0 days 00:47:06.379000,0 days 00:47:36.668000,256.0,234.0,,244.0,False,INTERMEDIATE,12.0,False,Aston Martin,0 days 00:45:44.982000,2024-07-06 11:00:48.644,1,,None,,False,False
0 days 00:54:38.143000,ALO,14,,13.0,3.0,0 days 00:52:52.572000,,,0 days 00:00:43.448000,0 days 00:00:29.670000,,0 days 00:54:08.672000,0 days 00:54:38.220000,286.0,246.0,187.0,282.0,False,INTERMEDIATE,13.0,False,Aston Martin,0 days 00:47:36.668000,2024-07-06 11:02:40.330,1,,None,,False,False
0 days 00:56:26.179000,ALO,14,0 days 00:01:48.036000,14.0,3.0,,0 days 00:56:20.210000,0 days 00:00:33.701000,0 days 00:00:45.999000,0 days 00:00:28.336000,0 days 00:55:11.844000,0 days 00:55:57.843000,0 days 00:56:26.179000,273.0,235.0,,279.0,False,INTERMEDIATE,14.0,False,Aston Martin,0 days 00:54:38.143000,2024-07-06 11:09:41.805,1,,None,,False,False
0 days 01:08:43.062000,ALO,14,,15.0,4.0,0 days 01:06:57.410000,,,0 days 00:00:42.575000,0 days 00:00:30.781000,,0 days 01:08:12.493000,0 days 01:08:43.315000,285.0,245.0,225.0,290.0,False,INTERMEDIATE,15.0,False,Aston Martin,0 days 00:56:26.179000,2024-07-06 11:11:29.841,1,,None,,False,False
0 days 01:10:22.641000,ALO,14,0 days 00:01:39.579000,16.0,4.0,,,0 days 00:00:31.670000,0 days 00:00:40.437000,0 days 00:00:27.472000,0 days 01:09:14.732000,0 days 01:09:55.169000,0 days 01:10:22.641000,291.0,248.0,230.0,293.0,True,INTERMEDIATE,16.0,False,Aston Martin,0 days 01:08:43.062000,2024-07-06 11:23:46.724,1,,None,,False,True
0 days 01:12:17.007000,ALO,14,0 days 00:01:54.366000,17.0,4.0,,,0 days 00:00:32.031000,0 days 00:00:50.043000,0 days 00:00:32.292000,0 days 01:10:54.672000,0 days 01:11:44.715000,0 days 01:12:17.007000,275.0,233.0,229.0,281.0,False,INTERMEDIATE,17.0,False,Aston Martin,0 days 01:10:22.641000,2024-07-06 11:25:26.303,1,,None,,False,True
0 days 01:13:55.947000,ALO,14,0 days 00:01:38.940000,18.0,4.0,,,0 days 00:00:31.598000,0 days 00:00:39.938000,0 days 00:00:27.404000,0 days 01:12:48.605000,0 days 01:13:28.543000,0 days 01:13:55.947000,290.0,250.0,230.0,291.0,True,INTERMEDIATE,18.0,False,Aston Martin,0 days 01:12:17.007000,2024-07-06 11:27:20.669,1,,None,,False,True
0 days 01:15:36.135000,ALO,14,0 days 00:01:40.188000,19.0,4.0,,,0 days 00:00:31.656000,0 days 00:00:40.221000,0 days 00:00:28.311000,0 days 01:14:27.603000,0 days 01:15:07.824000,0 days 01:15:36.135000,292.0,251.0,217.0,297.0,False,INTERMEDIATE,19.0,False,Aston Martin,0 days 01:13:55.947000,2024-07-06 11:28:59.609,1,,None,,False,True
0 days 01:17:40.612000,ALO,14,0 days 00:02:04.477000,20.0,4.0,,,0 days 00:00:39.743000,0 days 00:00:48.818000,0 days 00:00:35.916000,0 days 01:16:15.878000,0 days 01:17:04.696000,0 days 01:17:40.612000,190.0,225.0,61.0,252.0,False,INTERMEDIATE,20.0,False,Aston Martin,0 days 01:15:36.135000,2024-07-06 11:30:39.797,1,,None,,False,True
0 days 01:20:09.623000,ALO,14,0 days 00:02:29.011000,21.0,4.0,,0 days 01:20:02.206000,0 days 00:01:11.347000,0 days 00:00:46.396000,0 days 00:00:31.268000,0 days 01:18:51.959000,0 days 01:19:38.355000,0 days 01:20:09.623000,276.0,239.0,,277.0,False,INTERMEDIATE,21.0,False,Aston Martin,0 days 01:17:40.612000,2024-07-06 11:32:44.274,1,,None,,False,False
0 days 00:19:47.241000,LEC,16,,1.0,1.0,0 days 00:17:52.668000,,,0 days 00:00:48.551000,0 days 00:00:32.132000,,0 days 00:19:15.263000,0 days 00:19:47.256000,254.0,216.0,193.0,278.0,False,INTERMEDIATE,4.0,False,Ferrari,0 days 00:17:52.668000,2024-07-06 10:32:56.330,1,,None,,False,False
0 days 00:21:35.605000,LEC,16,0 days 00:01:48.364000,2.0,1.0,,,0 days 00:00:34.594000,0 days 00:00:43.930000,0 days 00:00:29.840000,0 days 00:20:21.835000,0 days 00:21:05.765000,0 days 00:21:35.605000,273.0,240.0,203.0,281.0,True,INTERMEDIATE,5.0,False,Ferrari,0 days 00:19:47.241000,2024-07-06 10:34:50.903,1,,None,,False,True
0 days 00:29:14.624000,LEC,16,,3.0,1.0,,0 days 00:23:29.216000,0 days 00:00:34.223000,,,0 days 00:22:10.044000,,,286.0,,,,False,INTERMEDIATE,6.0,False,Ferrari,0 days 00:21:35.605000,2024-07-06 10:36:39.267,125,,None,,False,False
0 days 00:31:10.089000,LEC,16,,4.0,2.0,0 days 00:29:14.624000,,,0 days 00:00:43.292000,0 days 00:00:32.221000,,0 days 00:30:38.081000,0 days 00:31:10.270000,282.0,236.0,208.0,278.0,False,INTERMEDIATE,6.0,False,Ferrari,0 days 00:29:14.624000,2024-07-06 10:44:18.286,1,,None,,False,False
0 days 00:32:52.540000,LEC,16,0 days 00:01:42.451000,5.0,2.0,,,0 days 00:00:32.899000,0 days 00:00:41.439000,0 days 00:00:28.113000,0 days 00:31:42.988000,0 days 00:32:24.427000,0 days 00:32:52.540000,286.0,246.0,219.0,283.0,True,INTERMEDIATE,7.0,False,Ferrari,0 days 00:31:10.089000,2024-07-06 10:46:13.751,12,,None,,False,True
0 days 00:34:33.392000,LEC,16,0 days 00:01:40.852000,6.0,2.0,,,0 days 00:00:32.234000,0 days 00:00:40.533000,0 days 00:00:28.085000,0 days 00:33:24.774000,0 days 00:34:05.307000,0 days 00:34:33.392000,287.0,242.0,223.0,285.0,True,INTERMEDIATE,8.0,False,Ferrari,0 days 00:32:52.540000,2024-07-06 10:47:56.202,21,,None,,False,True
0 days 00:36:13.804000,LEC,16,0 days 00:01:40.412000,7.0,2.0,,,0 days 00:00:31.968000,0 days 00:00:40.502000,0 days 00:00:27.942000,0 days 00:35:05.360000,0 days 00:35:45.862000,0 days 00:36:13.804000,,242.0,220.0,283.0,True,INTERMEDIATE,9.0,False,Ferrari,0 days 00:34:33.392000,2024-07-06 10:49:37.054,1,,None,,False,True
0 days 00:38:22.523000,LEC,16,0 days 00:02:08.719000,8.0,2.0,,,0 days 00:00:46.273000,0 days 00:00:50.231000,0 days 00:00:32.215000,0 days 00:37:00.077000,0 days 00:37:50.308000,0 days 00:38:22.523000,118.0,217.0,223.0,271.0,False,INTERMEDIATE,10.0,False,Ferrari,0 days 00:36:13.804000,2024-07-06 10:51:17.466,1,,None,,False,True
0 days 00:40:01.213000,LEC,16,0 days 00:01:38.690000,9.0,2.0,,,0 days 00:00:31.331000,0 days 00:00:39.938000,0 days 00:00:27.421000,0 days 00:38:53.854000,0 days 00:39:33.792000,0 days 00:40:01.213000,293.0,248.0,229.0,297.0,True,INTERMEDIATE,11.0,False,Ferrari,0 days 00:38:22.523000,2024-07-06 10:53:26.185,1,,None,,False,True
0 days 00:42:02.150000,LEC,16,0 days 00:02:00.937000,10.0,2.0,,,0 days 00:00:38.791000,0 days 00:00:51.511000,0 days 00:00:30.635000,0 days 00:40:40.004000,0 days 00:41:31.515000,0 days 00:42:02.150000,168.0,219.0,227.0,277.0,False,INTERMEDIATE,12.0,False,Ferrari,0 days 00:40:01.213000,2024-07-06 10:55:04.875,1,,None,,False,True
0 days 00:43:40.604000,LEC,16,0 days 00:01:38.454000,11.0,2.0,,,0 days 00:00:31.239000,0 days 00:00:39.954000,0 days 00:00:27.261000,0 days 00:42:33.389000,0 days 00:43:13.343000,0 days 00:43:40.604000,294.0,247.0,231.0,297.0,True,INTERMEDIATE,13.0,False,Ferrari,0 days 00:42:02.150000,2024-07-06 10:57:05.812,1,,None,,False,True
