Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:49:52.176000,VER,1,0 days 00:02:17.432000,11.0,3.0,,,0 days 00:00:41.858000,0 days 00:01:03.825000,0 days 00:00:31.749000,0 days 00:48:16.602000,0 days 00:49:20.427000,0 days 00:49:52.176000,191.0,98.0,251.0,267.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:47:34.744000,2024-07-05 12:04:11.355,1,,None,,False,True
0 days 00:51:19.905000,VER,1,0 days 00:01:27.729000,12.0,3.0,,,0 days 00:00:28.320000,0 days 00:00:35.433000,0 days 00:00:23.976000,0 days 00:50:20.496000,0 days 00:50:55.929000,0 days 00:51:19.905000,314.0,266.0,247.0,320.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 00:49:52.176000,2024-07-05 12:06:28.787,1,,None,,False,True
0 days 00:53:02.130000,VER,1,0 days 00:01:42.225000,13.0,3.0,,0 days 00:52:56.222000,0 days 00:00:35.331000,0 days 00:00:40.111000,0 days 00:00:26.783000,0 days 00:51:55.236000,0 days 00:52:35.347000,0 days 00:53:02.130000,274.0,240.0,,283.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 00:51:19.905000,2024-07-05 12:07:56.516,1,,None,,False,False
0 days 01:00:39.690000,VER,1,,14.0,4.0,0 days 00:58:59.920000,,,0 days 00:00:38.995000,0 days 00:00:31.704000,,0 days 01:00:08.079000,0 days 01:00:39.755000,283.0,251.0,245.0,301.0,False,HARD,9.0,False,Red Bull Racing,0 days 00:53:02.130000,2024-07-05 12:09:38.741,1,,None,,False,False
0 days 01:02:12.107000,VER,1,0 days 00:01:32.417000,15.0,4.0,,,0 days 00:00:29.392000,0 days 00:00:37.666000,0 days 00:00:25.359000,0 days 01:01:09.082000,0 days 01:01:46.748000,0 days 01:02:12.107000,293.0,256.0,244.0,303.0,False,HARD,10.0,False,Red Bull Racing,0 days 01:00:39.690000,2024-07-05 12:17:16.301,1,,None,,False,True
0 days 01:03:44.620000,VER,1,0 days 00:01:32.513000,16.0,4.0,,,0 days 00:00:29.553000,0 days 00:00:37.548000,0 days 00:00:25.412000,0 days 01:02:41.660000,0 days 01:03:19.208000,0 days 01:03:44.620000,288.0,253.0,243.0,298.0,False,HARD,11.0,False,Red Bull Racing,0 days 01:02:12.107000,2024-07-05 12:18:48.718,12,,None,,False,True
0 days 01:05:16.977000,VER,1,0 days 00:01:32.357000,17.0,4.0,,,0 days 00:00:29.601000,0 days 00:00:37.432000,0 days 00:00:25.324000,0 days 01:04:14.221000,0 days 01:04:51.653000,0 days 01:05:16.977000,290.0,254.0,243.0,301.0,False,HARD,12.0,False,Red Bull Racing,0 days 01:03:44.620000,2024-07-05 12:20:21.231,1,,None,,False,True
0 days 01:06:49.090000,VER,1,0 days 00:01:32.113000,18.0,4.0,,,0 days 00:00:29.542000,0 days 00:00:37.361000,0 days 00:00:25.210000,0 days 01:05:46.519000,0 days 01:06:23.880000,0 days 01:06:49.090000,,255.0,242.0,303.0,False,HARD,13.0,False,Red Bull Racing,0 days 01:05:16.977000,2024-07-05 12:21:53.588,1,,None,,False,True
0 days 01:08:21.458000,VER,1,0 days 00:01:32.368000,19.0,4.0,,,0 days 00:00:29.687000,0 days 00:00:37.477000,0 days 00:00:25.204000,0 days 01:07:18.777000,0 days 01:07:56.254000,0 days 01:08:21.458000,,254.0,244.0,302.0,False,HARD,14.0,False,Red Bull Racing,0 days 01:06:49.090000,2024-07-05 12:23:25.701,1,,None,,False,True
0 days 01:09:53.943000,VER,1,0 days 00:01:32.485000,20.0,4.0,,,0 days 00:00:29.786000,0 days 00:00:37.360000,0 days 00:00:25.339000,0 days 01:08:51.244000,0 days 01:09:28.604000,0 days 01:09:53.943000,,255.0,242.0,301.0,False,HARD,15.0,False,Red Bull Racing,0 days 01:08:21.458000,2024-07-05 12:24:58.069,1,,None,,False,True
0 days 01:11:33.779000,VER,1,0 days 00:01:39.836000,21.0,4.0,,,0 days 00:00:29.667000,0 days 00:00:37.420000,0 days 00:00:32.749000,0 days 01:10:23.610000,0 days 01:11:01.030000,0 days 01:11:33.779000,,255.0,245.0,301.0,False,HARD,16.0,False,Red Bull Racing,0 days 01:09:53.943000,2024-07-05 12:26:30.554,1,,None,,False,True
0 days 01:13:05.554000,VER,1,0 days 00:01:31.775000,22.0,4.0,,,0 days 00:00:29.421000,0 days 00:00:37.040000,0 days 00:00:25.314000,0 days 01:12:03.200000,0 days 01:12:40.240000,0 days 01:13:05.554000,,255.0,244.0,301.0,False,HARD,17.0,False,Red Bull Racing,0 days 01:11:33.779000,2024-07-05 12:28:10.390,1,,None,,False,True
0 days 01:14:37.175000,VER,1,0 days 00:01:31.621000,23.0,4.0,,,0 days 00:00:29.437000,0 days 00:00:37.015000,0 days 00:00:25.169000,0 days 01:13:34.991000,0 days 01:14:12.006000,0 days 01:14:37.175000,291.0,255.0,244.0,298.0,False,HARD,18.0,False,Red Bull Racing,0 days 01:13:05.554000,2024-07-05 12:29:42.165,1,,None,,False,True
0 days 01:16:59.306000,VER,1,0 days 00:02:22.131000,24.0,4.0,,,0 days 00:00:40.204000,0 days 00:00:57.692000,0 days 00:00:44.235000,0 days 01:15:17.379000,0 days 01:16:15.071000,0 days 01:16:59.306000,182.0,160.0,83.0,193.0,False,HARD,19.0,False,Red Bull Racing,0 days 01:14:37.175000,2024-07-05 12:31:13.786,1,,None,,False,True
0 days 01:19:04.358000,VER,1,0 days 00:02:05.052000,25.0,4.0,,0 days 01:18:58.412000,0 days 00:00:55.450000,0 days 00:00:41.518000,0 days 00:00:28.084000,0 days 01:17:54.756000,0 days 01:18:36.274000,0 days 01:19:04.358000,244.0,240.0,,269.0,False,HARD,20.0,False,Red Bull Racing,0 days 01:16:59.306000,2024-07-05 12:33:35.917,1,,None,,False,False
0 days 00:16:19.601000,RIC,3,,1.0,1.0,0 days 00:14:33.192000,,,0 days 00:00:43.314000,0 days 00:00:31.075000,,0 days 00:15:48.792000,0 days 00:16:19.748000,291.0,241.0,242.0,291.0,False,HARD,1.0,True,RB,0 days 00:14:33.192000,2024-07-05 11:31:09.803,1,,None,,False,False
0 days 00:17:51.319000,RIC,3,0 days 00:01:31.718000,2.0,1.0,,,0 days 00:00:29.163000,0 days 00:00:37.717000,0 days 00:00:24.838000,0 days 00:16:48.764000,0 days 00:17:26.481000,0 days 00:17:51.319000,314.0,259.0,246.0,324.0,True,HARD,2.0,True,RB,0 days 00:16:19.601000,2024-07-05 11:32:56.212,12,,None,,False,True
0 days 00:19:21.475000,RIC,3,0 days 00:01:30.156000,3.0,1.0,,,0 days 00:00:28.863000,0 days 00:00:36.828000,0 days 00:00:24.465000,0 days 00:18:20.182000,0 days 00:18:57.010000,0 days 00:19:21.475000,316.0,262.0,247.0,322.0,True,HARD,3.0,True,RB,0 days 00:17:51.319000,2024-07-05 11:34:27.930,21,,None,,False,True
0 days 00:21:32.589000,RIC,3,0 days 00:02:11.114000,4.0,1.0,,,0 days 00:00:35.174000,0 days 00:00:58.406000,0 days 00:00:37.534000,0 days 00:19:56.649000,0 days 00:20:55.055000,0 days 00:21:32.589000,215.0,184.0,244.0,225.0,False,HARD,4.0,True,RB,0 days 00:19:21.475000,2024-07-05 11:35:58.086,1,,None,,False,True
0 days 00:29:37.172000,RIC,3,,5.0,1.0,,0 days 00:23:34.179000,0 days 00:00:28.967000,,,0 days 00:22:01.834000,,,261.0,,,,False,HARD,5.0,True,RB,0 days 00:21:32.589000,2024-07-05 11:38:09.200,125,,None,,False,False
0 days 00:31:24.210000,RIC,3,,6.0,2.0,0 days 00:29:37.172000,,,0 days 00:00:41.194000,0 days 00:00:35.808000,,0 days 00:30:48.650000,0 days 00:31:24.210000,294.0,243.0,244.0,294.0,False,HARD,6.0,False,RB,0 days 00:29:37.172000,2024-07-05 11:46:13.783,1,,None,,False,False
0 days 00:32:54.240000,RIC,3,0 days 00:01:30.030000,7.0,2.0,,,0 days 00:00:28.702000,0 days 00:00:36.921000,0 days 00:00:24.407000,0 days 00:31:52.912000,0 days 00:32:29.833000,0 days 00:32:54.240000,317.0,263.0,247.0,323.0,True,HARD,7.0,False,RB,0 days 00:31:24.210000,2024-07-05 11:48:00.821,1,,None,,False,True
0 days 00:34:29.006000,RIC,3,0 days 00:01:34.766000,8.0,2.0,,,0 days 00:00:28.836000,0 days 00:00:39.271000,0 days 00:00:26.659000,0 days 00:33:23.076000,0 days 00:34:02.347000,0 days 00:34:29.006000,,250.0,248.0,298.0,False,HARD,8.0,False,RB,0 days 00:32:54.240000,2024-07-05 11:49:30.851,1,,None,,False,True
0 days 00:35:58.558000,RIC,3,0 days 00:01:29.552000,9.0,2.0,,,0 days 00:00:28.738000,0 days 00:00:36.513000,0 days 00:00:24.301000,0 days 00:34:57.744000,0 days 00:35:34.257000,0 days 00:35:58.558000,313.0,264.0,247.0,322.0,True,HARD,9.0,False,RB,0 days 00:34:29.006000,2024-07-05 11:51:05.617,1,,None,,False,True
0 days 00:38:13.575000,RIC,3,0 days 00:02:15.017000,10.0,2.0,,,0 days 00:00:42.494000,0 days 00:01:01.364000,0 days 00:00:31.159000,0 days 00:36:41.052000,0 days 00:37:42.416000,0 days 00:38:13.575000,171.0,171.0,247.0,268.0,False,HARD,10.0,False,RB,0 days 00:35:58.558000,2024-07-05 11:52:35.169,1,,None,,False,True
0 days 00:39:42.735000,RIC,3,0 days 00:01:29.160000,11.0,2.0,,,0 days 00:00:28.628000,0 days 00:00:36.319000,0 days 00:00:24.213000,0 days 00:38:42.203000,0 days 00:39:18.522000,0 days 00:39:42.735000,314.0,265.0,248.0,324.0,True,HARD,11.0,False,RB,0 days 00:38:13.575000,2024-07-05 11:54:50.186,1,,None,,False,True
0 days 00:41:35.775000,RIC,3,0 days 00:01:53.040000,12.0,2.0,,0 days 00:41:29.723000,0 days 00:00:37.397000,0 days 00:00:49.270000,0 days 00:00:26.373000,0 days 00:40:20.132000,0 days 00:41:09.402000,0 days 00:41:35.775000,233.0,231.0,,295.0,False,HARD,12.0,False,RB,0 days 00:39:42.735000,2024-07-05 11:56:19.346,1,,None,,False,False
0 days 00:54:29.614000,RIC,3,,13.0,3.0,0 days 00:52:47.758000,,,0 days 00:00:40.040000,0 days 00:00:30.312000,,0 days 00:53:59.539000,0 days 00:54:29.719000,301.0,246.0,253.0,221.0,False,SOFT,1.0,True,RB,0 days 00:41:35.775000,2024-07-05 11:58:12.386,1,,None,,False,False
0 days 00:55:58.153000,RIC,3,0 days 00:01:28.539000,14.0,3.0,,,0 days 00:00:28.252000,0 days 00:00:35.948000,0 days 00:00:24.339000,0 days 00:54:57.866000,0 days 00:55:33.814000,0 days 00:55:58.153000,314.0,264.0,248.0,322.0,True,SOFT,2.0,True,RB,0 days 00:54:29.614000,2024-07-05 12:11:06.225,1,,None,,False,True
0 days 00:58:23.304000,RIC,3,0 days 00:02:25.151000,15.0,3.0,,,0 days 00:00:45.557000,0 days 00:01:05.856000,0 days 00:00:33.738000,0 days 00:56:43.710000,0 days 00:57:49.566000,0 days 00:58:23.304000,155.0,163.0,250.0,225.0,False,SOFT,3.0,True,RB,0 days 00:55:58.153000,2024-07-05 12:12:34.764,1,,None,,False,True
0 days 00:59:51.781000,RIC,3,0 days 00:01:28.477000,16.0,3.0,,,0 days 00:00:28.423000,0 days 00:00:35.920000,0 days 00:00:24.134000,0 days 00:58:51.727000,0 days 00:59:27.647000,0 days 00:59:51.781000,313.0,265.0,248.0,322.0,True,SOFT,4.0,True,RB,0 days 00:58:23.304000,2024-07-05 12:14:59.915,1,,None,,False,True
0 days 01:02:10.949000,RIC,3,0 days 00:02:19.168000,17.0,3.0,,,0 days 00:00:45.694000,0 days 00:00:57.709000,0 days 00:00:35.765000,0 days 01:00:37.475000,0 days 01:01:35.184000,0 days 01:02:10.949000,188.0,169.0,174.0,216.0,False,SOFT,5.0,True,RB,0 days 00:59:51.781000,2024-07-05 12:16:28.392,1,,None,,False,True
0 days 01:03:57.183000,RIC,3,0 days 00:01:46.234000,18.0,3.0,,,0 days 00:00:34.896000,0 days 00:00:41.778000,0 days 00:00:29.560000,0 days 01:02:45.845000,0 days 01:03:27.623000,0 days 01:03:57.183000,273.0,234.0,252.0,231.0,False,SOFT,6.0,True,RB,0 days 01:02:10.949000,2024-07-05 12:18:47.560,12,,None,,False,True
0 days 01:05:34.370000,RIC,3,0 days 00:01:37.187000,19.0,3.0,,,0 days 00:00:28.342000,0 days 00:00:41.755000,0 days 00:00:27.090000,0 days 01:04:25.525000,0 days 01:05:07.280000,0 days 01:05:34.370000,316.0,245.0,251.0,297.0,False,SOFT,7.0,True,RB,0 days 01:03:57.183000,2024-07-05 12:20:33.794,1,,None,,False,True
0 days 01:07:07.762000,RIC,3,0 days 00:01:33.392000,20.0,3.0,,,0 days 00:00:28.440000,0 days 00:00:37.806000,0 days 00:00:27.146000,0 days 01:06:02.810000,0 days 01:06:40.616000,0 days 01:07:07.762000,315.0,241.0,249.0,281.0,False,SOFT,8.0,True,RB,0 days 01:05:34.370000,2024-07-05 12:22:10.981,1,,None,,False,True
0 days 01:08:41.181000,RIC,3,0 days 00:01:33.419000,21.0,3.0,,,0 days 00:00:28.586000,0 days 00:00:39.370000,0 days 00:00:25.463000,0 days 01:07:36.348000,0 days 01:08:15.718000,0 days 01:08:41.181000,314.0,249.0,247.0,314.0,False,SOFT,9.0,True,RB,0 days 01:07:07.762000,2024-07-05 12:23:44.373,1,,None,,False,True
0 days 01:10:12.168000,RIC,3,0 days 00:01:30.987000,22.0,3.0,,,0 days 00:00:28.974000,0 days 00:00:36.947000,0 days 00:00:25.066000,0 days 01:09:10.155000,0 days 01:09:47.102000,0 days 01:10:12.168000,294.0,261.0,247.0,302.0,False,SOFT,10.0,True,RB,0 days 01:08:41.181000,2024-07-05 12:25:17.792,1,,None,,False,True
0 days 01:11:43.158000,RIC,3,0 days 00:01:30.990000,23.0,3.0,,0 days 01:11:37.254000,0 days 00:00:29.045000,0 days 00:00:36.977000,0 days 00:00:24.968000,0 days 01:10:41.213000,0 days 01:11:18.190000,0 days 01:11:43.158000,292.0,260.0,,297.0,False,SOFT,11.0,True,RB,0 days 01:10:12.168000,2024-07-05 12:26:48.779,1,,None,,False,False
0 days 01:13:30.738000,RIC,3,0 days 00:01:47.580000,24.0,4.0,0 days 01:12:00.223000,0 days 01:13:24.671000,0 days 00:00:45.680000,0 days 00:00:37.057000,0 days 00:00:24.843000,0 days 01:12:28.838000,0 days 01:13:05.895000,0 days 01:13:30.738000,291.0,261.0,,301.0,False,SOFT,12.0,False,RB,0 days 01:11:43.158000,2024-07-05 12:28:19.769,1,,None,,False,False
0 days 00:16:09.860000,NOR,4,,1.0,1.0,0 days 00:13:54.348000,0 days 00:16:03.560000,,0 days 00:00:55.565000,0 days 00:00:33.350000,,0 days 00:15:36.674000,0 days 00:16:09.860000,159.0,222.0,,199.0,False,HARD,1.0,True,McLaren,0 days 00:13:54.348000,2024-07-05 11:30:30.959,1,,None,,False,False
0 days 00:18:44.403000,NOR,4,,2.0,2.0,0 days 00:16:36.338000,0 days 00:18:38.320000,0 days 00:01:06.892000,0 days 00:00:50.241000,0 days 00:00:37.353000,0 days 00:17:16.998000,0 days 00:18:07.200000,0 days 00:18:44.403000,159.0,146.0,,199.0,False,HARD,2.0,False,McLaren,0 days 00:16:09.860000,2024-07-05 11:32:46.471,12,,None,,False,False
0 days 00:21:31.006000,NOR,4,,3.0,3.0,0 days 00:19:22.063000,0 days 00:21:24.863000,0 days 00:01:22.096000,0 days 00:00:51.840000,0 days 00:00:32.695000,0 days 00:20:06.689000,0 days 00:20:58.474000,0 days 00:21:31.006000,159.0,110.0,,199.0,False,HARD,3.0,False,McLaren,0 days 00:18:44.403000,2024-07-05 11:35:21.014,1,,None,,False,False
0 days 00:31:07.144000,NOR,4,,4.0,4.0,0 days 00:21:57.109000,0 days 00:24:00.280000,,,,,,,,,,,False,HARD,4.0,False,McLaren,0 days 00:21:31.006000,2024-07-05 11:38:07.617,125,,None,,False,False
0 days 00:32:59.783000,NOR,4,,5.0,5.0,0 days 00:31:07.144000,,,0 days 00:00:45.514000,0 days 00:00:25.928000,,0 days 00:32:34.044000,0 days 00:32:59.971000,136.0,253.0,244.0,319.0,False,HARD,5.0,False,McLaren,0 days 00:31:07.144000,2024-07-05 11:47:43.755,1,,None,,False,False
0 days 00:34:30.993000,NOR,4,0 days 00:01:31.210000,6.0,5.0,,,0 days 00:00:29.068000,0 days 00:00:37.347000,0 days 00:00:24.795000,0 days 00:33:28.851000,0 days 00:34:06.198000,0 days 00:34:30.993000,315.0,264.0,249.0,325.0,True,HARD,6.0,False,McLaren,0 days 00:32:59.783000,2024-07-05 11:49:36.394,1,,None,,False,True
0 days 00:36:00.723000,NOR,4,0 days 00:01:29.730000,7.0,5.0,,,0 days 00:00:28.535000,0 days 00:00:36.807000,0 days 00:00:24.388000,0 days 00:34:59.528000,0 days 00:35:36.335000,0 days 00:36:00.723000,313.0,266.0,248.0,326.0,True,HARD,7.0,False,McLaren,0 days 00:34:30.993000,2024-07-05 11:51:07.604,1,,None,,False,True
0 days 00:38:06.748000,NOR,4,0 days 00:02:06.025000,8.0,5.0,,,0 days 00:00:37.782000,0 days 00:00:54.402000,0 days 00:00:33.841000,0 days 00:36:38.505000,0 days 00:37:32.907000,0 days 00:38:06.748000,205.0,152.0,250.0,207.0,False,HARD,8.0,False,McLaren,0 days 00:36:00.723000,2024-07-05 11:52:37.334,1,,None,,False,True
0 days 00:39:35.518000,NOR,4,0 days 00:01:28.770000,9.0,5.0,,,0 days 00:00:28.474000,0 days 00:00:36.081000,0 days 00:00:24.215000,0 days 00:38:35.222000,0 days 00:39:11.303000,0 days 00:39:35.518000,314.0,266.0,250.0,323.0,True,HARD,9.0,False,McLaren,0 days 00:38:06.748000,2024-07-05 11:54:43.359,1,,None,,False,True
0 days 00:41:39.796000,NOR,4,0 days 00:02:04.278000,10.0,5.0,,,0 days 00:00:37.267000,0 days 00:00:56.304000,0 days 00:00:30.707000,0 days 00:40:12.785000,0 days 00:41:09.089000,0 days 00:41:39.796000,193.0,200.0,251.0,253.0,False,HARD,10.0,False,McLaren,0 days 00:39:35.518000,2024-07-05 11:56:12.129,1,,None,,False,True
0 days 00:43:09.315000,NOR,4,0 days 00:01:29.519000,11.0,5.0,,0 days 00:43:03.306000,0 days 00:00:28.496000,0 days 00:00:36.193000,0 days 00:00:24.830000,0 days 00:42:08.292000,0 days 00:42:44.485000,0 days 00:43:09.315000,314.0,243.0,,315.0,False,HARD,11.0,False,McLaren,0 days 00:41:39.796000,2024-07-05 11:58:16.407,1,,None,,False,False
0 days 00:55:28.270000,NOR,4,,12.0,6.0,0 days 00:53:36.001000,,,0 days 00:00:49.522000,0 days 00:00:28.927000,,0 days 00:54:59.558000,0 days 00:55:28.325000,253.0,205.0,253.0,263.0,False,SOFT,1.0,True,McLaren,0 days 00:43:09.315000,2024-07-05 11:59:45.926,1,,None,,False,False
0 days 00:56:56.106000,NOR,4,0 days 00:01:27.836000,13.0,6.0,,,0 days 00:00:28.061000,0 days 00:00:35.629000,0 days 00:00:24.146000,0 days 00:55:56.331000,0 days 00:56:31.960000,0 days 00:56:56.106000,308.0,267.0,249.0,315.0,True,SOFT,2.0,True,McLaren,0 days 00:55:28.270000,2024-07-05 12:12:04.881,1,,None,,False,True
0 days 00:59:19.206000,NOR,4,0 days 00:02:23.100000,14.0,6.0,,,0 days 00:00:40.803000,0 days 00:01:05.093000,0 days 00:00:37.204000,0 days 00:57:36.909000,0 days 00:58:42.002000,0 days 00:59:19.206000,161.0,167.0,252.0,162.0,False,SOFT,3.0,True,McLaren,0 days 00:56:56.106000,2024-07-05 12:13:32.717,1,,None,,False,True
0 days 01:00:46.626000,NOR,4,0 days 00:01:27.420000,15.0,6.0,,,0 days 00:00:27.933000,0 days 00:00:35.531000,0 days 00:00:23.956000,0 days 00:59:47.139000,0 days 01:00:22.670000,0 days 01:00:46.626000,308.0,268.0,250.0,321.0,True,SOFT,4.0,True,McLaren,0 days 00:59:19.206000,2024-07-05 12:15:55.817,1,,None,,False,True
0 days 01:02:24.052000,NOR,4,0 days 00:01:37.426000,16.0,6.0,,,0 days 00:00:33.374000,0 days 00:00:38.877000,0 days 00:00:25.175000,0 days 01:01:20,0 days 01:01:58.877000,0 days 01:02:24.052000,237.0,262.0,251.0,299.0,False,SOFT,5.0,True,McLaren,0 days 01:00:46.626000,2024-07-05 12:17:23.237,1,,None,,False,True
0 days 01:03:55.008000,NOR,4,0 days 00:01:30.956000,17.0,6.0,,,0 days 00:00:29.326000,0 days 00:00:36.549000,0 days 00:00:25.081000,0 days 01:02:53.378000,0 days 01:03:29.927000,0 days 01:03:55.008000,294.0,261.0,250.0,294.0,False,SOFT,6.0,True,McLaren,0 days 01:02:24.052000,2024-07-05 12:19:00.663,12,,None,,False,True
0 days 01:05:25.472000,NOR,4,0 days 00:01:30.464000,18.0,6.0,,,0 days 00:00:28.845000,0 days 00:00:36.407000,0 days 00:00:25.212000,0 days 01:04:23.853000,0 days 01:05:00.260000,0 days 01:05:25.472000,,263.0,250.0,302.0,False,SOFT,7.0,True,McLaren,0 days 01:03:55.008000,2024-07-05 12:20:31.619,1,,None,,False,True
0 days 01:06:55.873000,NOR,4,0 days 00:01:30.401000,19.0,6.0,,,0 days 00:00:28.916000,0 days 00:00:36.498000,0 days 00:00:24.987000,0 days 01:05:54.388000,0 days 01:06:30.886000,0 days 01:06:55.873000,297.0,261.0,249.0,305.0,False,SOFT,8.0,True,McLaren,0 days 01:05:25.472000,2024-07-05 12:22:02.083,1,,None,,False,True
0 days 01:08:26.429000,NOR,4,0 days 00:01:30.556000,20.0,6.0,,,0 days 00:00:29.062000,0 days 00:00:36.448000,0 days 00:00:25.046000,0 days 01:07:24.935000,0 days 01:08:01.383000,0 days 01:08:26.429000,295.0,260.0,249.0,304.0,False,SOFT,9.0,True,McLaren,0 days 01:06:55.873000,2024-07-05 12:23:32.484,1,,None,,False,True
0 days 01:09:56.774000,NOR,4,0 days 00:01:30.345000,21.0,6.0,,,0 days 00:00:29.017000,0 days 00:00:36.394000,0 days 00:00:24.934000,0 days 01:08:55.446000,0 days 01:09:31.840000,0 days 01:09:56.774000,296.0,262.0,250.0,303.0,False,SOFT,10.0,True,McLaren,0 days 01:08:26.429000,2024-07-05 12:25:03.040,1,,None,,False,True
0 days 01:11:27.482000,NOR,4,0 days 00:01:30.708000,22.0,6.0,,,0 days 00:00:28.993000,0 days 00:00:36.470000,0 days 00:00:25.245000,0 days 01:10:25.767000,0 days 01:11:02.237000,0 days 01:11:27.482000,297.0,263.0,249.0,304.0,False,SOFT,11.0,True,McLaren,0 days 01:09:56.774000,2024-07-05 12:26:33.385,1,,None,,False,True
0 days 01:12:57.885000,NOR,4,0 days 00:01:30.403000,23.0,6.0,,,0 days 00:00:29.052000,0 days 00:00:36.428000,0 days 00:00:24.923000,0 days 01:11:56.534000,0 days 01:12:32.962000,0 days 01:12:57.885000,300.0,260.0,251.0,305.0,False,SOFT,12.0,True,McLaren,0 days 01:11:27.482000,2024-07-05 12:28:04.093,1,,None,,False,True
