Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:58:00.991000,LEC,16,0 days 00:01:33.228000,5.0,1.0,,0 days 00:57:58.250000,0 days 00:00:31.135000,0 days 00:00:35.580000,0 days 00:00:26.513000,0 days 00:56:58.898000,0 days 00:57:34.478000,0 days 00:58:00.991000,213.0,268.0,,306.0,False,TEST_UNKNOWN,5.0,True,Ferrari,0 days 00:56:27.763000,2024-10-25 22:43:18.270,12,,None,,False,False
0 days 01:01:34.357000,LEC,16,,6.0,2.0,0 days 01:00:06.534000,,,0 days 00:00:34.265000,0 days 00:00:22.969000,,0 days 01:01:11.647000,0 days 01:01:34.545000,255.0,281.0,253.0,289.0,False,TEST_UNKNOWN,1.0,True,Ferrari,0 days 00:58:00.991000,2024-10-25 22:44:51.498,1,,None,,False,False
0 days 01:02:52.244000,LEC,16,0 days 00:01:17.887000,7.0,2.0,,,0 days 00:00:27.488000,0 days 00:00:30.112000,0 days 00:00:20.287000,0 days 01:02:01.845000,0 days 01:02:31.957000,0 days 01:02:52.244000,315.0,295.0,252.0,345.0,True,TEST_UNKNOWN,2.0,True,Ferrari,0 days 01:01:34.357000,2024-10-25 22:48:24.864,1,,None,,False,True
0 days 01:04:55.215000,LEC,16,0 days 00:02:02.971000,8.0,2.0,,,0 days 00:00:42.703000,0 days 00:00:50.415000,0 days 00:00:29.853000,0 days 01:03:34.947000,0 days 01:04:25.362000,0 days 01:04:55.215000,158.0,182.0,252.0,147.0,False,TEST_UNKNOWN,3.0,True,Ferrari,0 days 01:02:52.244000,2024-10-25 22:49:42.751,1,,None,,False,True
0 days 01:06:13.342000,LEC,16,0 days 00:01:18.127000,9.0,2.0,,,0 days 00:00:27.579000,0 days 00:00:30.349000,0 days 00:00:20.199000,0 days 01:05:22.794000,0 days 01:05:53.143000,0 days 01:06:13.342000,316.0,295.0,250.0,348.0,False,TEST_UNKNOWN,4.0,True,Ferrari,0 days 01:04:55.215000,2024-10-25 22:51:45.722,1,,None,,False,True
0 days 01:07:52.245000,LEC,16,0 days 00:01:38.903000,10.0,2.0,,0 days 01:07:49.666000,0 days 00:00:33.280000,0 days 00:00:37.253000,0 days 00:00:28.370000,0 days 01:06:46.622000,0 days 01:07:23.875000,0 days 01:07:52.245000,175.0,178.0,,274.0,False,TEST_UNKNOWN,5.0,True,Ferrari,0 days 01:06:13.342000,2024-10-25 22:53:03.849,1,,None,,False,False
0 days 01:14:44.721000,LEC,16,,11.0,3.0,0 days 01:13:11.493000,,,0 days 00:00:35.643000,0 days 00:00:22.767000,,0 days 01:14:22.102000,0 days 01:14:44.869000,266.0,264.0,242.0,135.0,False,TEST_UNKNOWN,6.0,False,Ferrari,0 days 01:07:52.245000,2024-10-25 22:54:42.752,1,,None,,False,False
0 days 01:16:07.225000,LEC,16,0 days 00:01:22.504000,12.0,3.0,,,0 days 00:00:29.495000,0 days 00:00:31.884000,0 days 00:00:21.125000,0 days 01:15:14.216000,0 days 01:15:46.100000,0 days 01:16:07.225000,273.0,280.0,243.0,320.0,False,TEST_UNKNOWN,7.0,False,Ferrari,0 days 01:14:44.721000,2024-10-25 23:01:35.228,1,,None,,False,True
0 days 01:17:28.774000,LEC,16,0 days 00:01:21.549000,13.0,3.0,,,0 days 00:00:28.959000,0 days 00:00:31.545000,0 days 00:00:21.045000,0 days 01:16:36.184000,0 days 01:17:07.729000,0 days 01:17:28.774000,289.0,281.0,243.0,317.0,False,TEST_UNKNOWN,8.0,False,Ferrari,0 days 01:16:07.225000,2024-10-25 23:02:57.732,1,,None,,False,True
0 days 01:18:50.463000,LEC,16,0 days 00:01:21.689000,14.0,3.0,,,0 days 00:00:29.164000,0 days 00:00:31.617000,0 days 00:00:20.908000,0 days 01:17:57.938000,0 days 01:18:29.555000,0 days 01:18:50.463000,285.0,279.0,243.0,,False,TEST_UNKNOWN,9.0,False,Ferrari,0 days 01:17:28.774000,2024-10-25 23:04:19.281,1,,None,,False,True
0 days 01:20:12.117000,LEC,16,0 days 00:01:21.654000,15.0,3.0,,,0 days 00:00:28.989000,0 days 00:00:31.772000,0 days 00:00:20.893000,0 days 01:19:19.452000,0 days 01:19:51.224000,0 days 01:20:12.117000,289.0,279.0,244.0,319.0,False,TEST_UNKNOWN,10.0,False,Ferrari,0 days 01:18:50.463000,2024-10-25 23:05:40.970,1,,None,,False,True
0 days 01:21:33.465000,LEC,16,0 days 00:01:21.348000,16.0,3.0,,,0 days 00:00:28.917000,0 days 00:00:31.579000,0 days 00:00:20.852000,0 days 01:20:41.034000,0 days 01:21:12.613000,0 days 01:21:33.465000,285.0,277.0,242.0,321.0,False,TEST_UNKNOWN,11.0,False,Ferrari,0 days 01:20:12.117000,2024-10-25 23:07:02.624,1,,None,,False,True
0 days 01:22:55.035000,LEC,16,0 days 00:01:21.570000,17.0,3.0,,,0 days 00:00:29.043000,0 days 00:00:31.628000,0 days 00:00:20.899000,0 days 01:22:02.508000,0 days 01:22:34.136000,0 days 01:22:55.035000,281.0,274.0,243.0,312.0,False,TEST_UNKNOWN,12.0,False,Ferrari,0 days 01:21:33.465000,2024-10-25 23:08:23.972,1,,None,,False,True
0 days 01:24:17.157000,LEC,16,0 days 00:01:22.122000,18.0,3.0,,,0 days 00:00:28.767000,0 days 00:00:31.686000,0 days 00:00:21.669000,0 days 01:23:23.802000,0 days 01:23:55.488000,0 days 01:24:17.157000,289.0,282.0,244.0,320.0,False,TEST_UNKNOWN,13.0,False,Ferrari,0 days 01:22:55.035000,2024-10-25 23:09:45.542,1,,None,,False,True
0 days 01:25:52.670000,LEC,16,0 days 00:01:35.513000,19.0,3.0,,0 days 01:25:50.021000,0 days 00:00:28.356000,0 days 00:00:38.134000,0 days 00:00:29.023000,0 days 01:24:45.513000,0 days 01:25:23.647000,0 days 01:25:52.670000,291.0,172.0,,353.0,False,TEST_UNKNOWN,14.0,False,Ferrari,0 days 01:24:17.157000,2024-10-25 23:11:07.664,1,,None,,False,False
0 days 01:30:17.926000,LEC,16,,20.0,4.0,0 days 01:28:43.899000,,,0 days 00:00:35.756000,0 days 00:00:24.484000,,0 days 01:29:53.634000,0 days 01:30:18.064000,220.0,271.0,244.0,166.0,False,TEST_UNKNOWN,6.0,False,Ferrari,0 days 01:25:52.670000,2024-10-25 23:12:43.177,1,,None,,False,False
0 days 01:31:38.927000,LEC,16,0 days 00:01:21.001000,21.0,4.0,,,0 days 00:00:28.828000,0 days 00:00:31.524000,0 days 00:00:20.649000,0 days 01:30:46.754000,0 days 01:31:18.278000,0 days 01:31:38.927000,290.0,278.0,243.0,335.0,False,TEST_UNKNOWN,7.0,False,Ferrari,0 days 01:30:17.926000,2024-10-25 23:17:08.433,1,,None,,False,True
0 days 01:32:59.976000,LEC,16,0 days 00:01:21.049000,22.0,4.0,,,0 days 00:00:28.804000,0 days 00:00:31.490000,0 days 00:00:20.755000,0 days 01:32:07.731000,0 days 01:32:39.221000,0 days 01:32:59.976000,288.0,278.0,241.0,319.0,False,TEST_UNKNOWN,8.0,False,Ferrari,0 days 01:31:38.927000,2024-10-25 23:18:29.434,1,,None,,False,True
0 days 01:34:21.302000,LEC,16,0 days 00:01:21.326000,23.0,4.0,,,0 days 00:00:28.927000,0 days 00:00:31.557000,0 days 00:00:20.842000,0 days 01:33:28.903000,0 days 01:34:00.460000,0 days 01:34:21.302000,282.0,278.0,243.0,318.0,False,TEST_UNKNOWN,9.0,False,Ferrari,0 days 01:32:59.976000,2024-10-25 23:19:50.483,1,,None,,False,True
0 days 01:35:42.750000,LEC,16,0 days 00:01:21.448000,24.0,4.0,,,0 days 00:00:28.894000,0 days 00:00:31.719000,0 days 00:00:20.835000,0 days 01:34:50.196000,0 days 01:35:21.915000,0 days 01:35:42.750000,279.0,279.0,244.0,319.0,False,TEST_UNKNOWN,10.0,False,Ferrari,0 days 01:34:21.302000,2024-10-25 23:21:11.809,1,,None,,False,True
0 days 01:37:04.520000,LEC,16,0 days 00:01:21.770000,25.0,4.0,,,0 days 00:00:28.833000,0 days 00:00:31.823000,0 days 00:00:21.114000,0 days 01:36:11.583000,0 days 01:36:43.406000,0 days 01:37:04.520000,286.0,279.0,242.0,320.0,False,TEST_UNKNOWN,11.0,False,Ferrari,0 days 01:35:42.750000,2024-10-25 23:22:33.257,1,,None,,False,True
0 days 01:38:31.419000,LEC,16,0 days 00:01:26.899000,26.0,4.0,,,0 days 00:00:29.008000,0 days 00:00:35.215000,0 days 00:00:22.676000,0 days 01:37:33.528000,0 days 01:38:08.743000,0 days 01:38:31.419000,281.0,236.0,244.0,318.0,False,TEST_UNKNOWN,12.0,False,Ferrari,0 days 01:37:04.520000,2024-10-25 23:23:55.027,1,,None,,False,True
0 days 01:39:52.969000,LEC,16,0 days 00:01:21.550000,27.0,4.0,,,0 days 00:00:28.969000,0 days 00:00:31.688000,0 days 00:00:20.893000,0 days 01:39:00.388000,0 days 01:39:32.076000,0 days 01:39:52.969000,275.0,279.0,242.0,322.0,False,TEST_UNKNOWN,13.0,False,Ferrari,0 days 01:38:31.419000,2024-10-25 23:25:21.926,1,,None,,False,True
0 days 01:41:20.091000,LEC,16,0 days 00:01:27.122000,28.0,4.0,,0 days 01:41:17.387000,0 days 00:00:29.203000,0 days 00:00:31.757000,0 days 00:00:26.162000,0 days 01:40:22.172000,0 days 01:40:53.929000,0 days 01:41:20.091000,269.0,268.0,,314.0,False,TEST_UNKNOWN,14.0,False,Ferrari,0 days 01:39:52.969000,2024-10-25 23:26:43.476,1,,None,,False,False
0 days 01:43:13.366000,LEC,16,0 days 00:01:53.275000,29.0,5.0,0 days 01:41:46.064000,,0 days 00:00:55.655000,0 days 00:00:35.227000,0 days 00:00:22.393000,0 days 01:42:15.746000,0 days 01:42:50.973000,0 days 01:43:13.366000,259.0,261.0,249.0,303.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:41:20.091000,2024-10-25 23:28:10.598,1,,None,,False,False
0 days 01:45:00.426000,LEC,16,0 days 00:01:47.060000,30.0,5.0,,,0 days 00:00:28.966000,0 days 00:00:43.965000,0 days 00:00:34.129000,0 days 01:43:42.332000,0 days 01:44:26.297000,0 days 01:45:00.426000,308.0,205.0,60.0,345.0,False,MEDIUM,2.0,True,Ferrari,0 days 01:43:13.366000,2024-10-25 23:30:03.873,1,,None,,False,True
0 days 01:46:53.577000,LEC,16,0 days 00:01:53.151000,31.0,5.0,,0 days 01:46:50.831000,0 days 00:00:52.660000,0 days 00:00:32.723000,0 days 00:00:27.768000,0 days 01:45:53.086000,0 days 01:46:25.809000,0 days 01:46:53.577000,307.0,212.0,,309.0,False,MEDIUM,3.0,True,Ferrari,0 days 01:45:00.426000,2024-10-25 23:31:50.933,1,,None,,False,False
0 days 00:18:03.337000,STR,18,,1.0,1.0,0 days 00:16:21.234000,,,0 days 00:00:37.252000,0 days 00:00:30.707000,,0 days 00:17:32.802000,0 days 00:18:03.495000,227.0,257.0,246.0,234.0,False,TEST_UNKNOWN,1.0,True,Aston Martin,0 days 00:16:21.234000,2024-10-25 22:03:11.741,1,,None,,False,False
0 days 00:19:23.094000,STR,18,0 days 00:01:19.757000,2.0,1.0,,,0 days 00:00:28.249000,0 days 00:00:30.856000,0 days 00:00:20.652000,0 days 00:18:31.586000,0 days 00:19:02.442000,0 days 00:19:23.094000,309.0,290.0,245.0,344.0,True,TEST_UNKNOWN,2.0,True,Aston Martin,0 days 00:18:03.337000,2024-10-25 22:04:53.844,12,,None,,False,True
0 days 00:21:18.277000,STR,18,0 days 00:01:55.183000,3.0,1.0,,,0 days 00:00:46.091000,0 days 00:00:45.003000,0 days 00:00:24.089000,0 days 00:20:09.185000,0 days 00:20:54.188000,0 days 00:21:18.277000,214.0,259.0,245.0,150.0,False,TEST_UNKNOWN,3.0,True,Aston Martin,0 days 00:19:23.094000,2024-10-25 22:06:13.601,1,,None,,False,True
0 days 00:22:37.768000,STR,18,0 days 00:01:19.491000,4.0,1.0,,,0 days 00:00:28.238000,0 days 00:00:30.643000,0 days 00:00:20.610000,0 days 00:21:46.515000,0 days 00:22:17.158000,0 days 00:22:37.768000,309.0,288.0,245.0,343.0,True,TEST_UNKNOWN,4.0,True,Aston Martin,0 days 00:21:18.277000,2024-10-25 22:08:08.784,1,,None,,False,True
0 days 00:24:15.704000,STR,18,0 days 00:01:37.936000,5.0,1.0,,0 days 00:24:13.037000,0 days 00:00:32.470000,0 days 00:00:39.121000,0 days 00:00:26.345000,0 days 00:23:10.238000,0 days 00:23:49.359000,0 days 00:24:15.704000,237.0,270.0,,270.0,False,TEST_UNKNOWN,5.0,True,Aston Martin,0 days 00:22:37.768000,2024-10-25 22:09:28.275,1,,None,,False,False
0 days 00:51:04.936000,STR,18,,6.0,2.0,0 days 00:49:22.544000,,,0 days 00:00:36.768000,0 days 00:00:28.010000,,0 days 00:50:37.039000,0 days 00:51:04.936000,226.0,274.0,247.0,219.0,False,TEST_UNKNOWN,1.0,True,Aston Martin,0 days 00:49:22.544000,2024-10-25 22:36:13.051,12,,None,,False,False
0 days 00:52:23.826000,STR,18,0 days 00:01:18.890000,7.0,2.0,,,0 days 00:00:28.022000,0 days 00:00:30.505000,0 days 00:00:20.363000,0 days 00:51:32.958000,0 days 00:52:03.463000,0 days 00:52:23.826000,312.0,289.0,246.0,345.0,True,TEST_UNKNOWN,2.0,True,Aston Martin,0 days 00:51:04.936000,2024-10-25 22:37:55.443,1,,None,,False,True
0 days 00:54:38.492000,STR,18,0 days 00:02:14.666000,8.0,2.0,,,0 days 00:00:46.571000,0 days 00:00:48.926000,0 days 00:00:39.169000,0 days 00:53:10.397000,0 days 00:53:59.323000,0 days 00:54:38.492000,34.0,221.0,242.0,239.0,False,TEST_UNKNOWN,3.0,True,Aston Martin,0 days 00:52:23.826000,2024-10-25 22:39:14.333,1,,None,,False,True
0 days 00:55:58.178000,STR,18,0 days 00:01:19.686000,9.0,2.0,,,0 days 00:00:28.309000,0 days 00:00:30.790000,0 days 00:00:20.587000,0 days 00:55:06.801000,0 days 00:55:37.591000,0 days 00:55:58.178000,308.0,290.0,244.0,343.0,False,TEST_UNKNOWN,4.0,True,Aston Martin,0 days 00:54:38.492000,2024-10-25 22:41:28.999,1,,None,,False,True
0 days 00:57:41.324000,STR,18,0 days 00:01:43.146000,10.0,2.0,,0 days 00:57:38.540000,0 days 00:00:33.108000,0 days 00:00:42.565000,0 days 00:00:27.473000,0 days 00:56:31.286000,0 days 00:57:13.851000,0 days 00:57:41.324000,113.0,261.0,,282.0,False,TEST_UNKNOWN,5.0,True,Aston Martin,0 days 00:55:58.178000,2024-10-25 22:42:48.685,12,,None,,False,False
0 days 01:04:25.638000,STR,18,,11.0,3.0,0 days 01:02:58.084000,,,0 days 00:00:32.836000,0 days 00:00:21.503000,,0 days 01:04:04.285000,0 days 01:04:25.764000,259.0,276.0,241.0,242.0,False,TEST_UNKNOWN,6.0,False,Aston Martin,0 days 00:57:41.324000,2024-10-25 22:44:31.831,1,,None,,False,False
0 days 01:05:48.675000,STR,18,0 days 00:01:23.037000,12.0,3.0,,,0 days 00:00:29.435000,0 days 00:00:32.310000,0 days 00:00:21.292000,0 days 01:04:55.073000,0 days 01:05:27.383000,0 days 01:05:48.675000,276.0,277.0,241.0,321.0,False,TEST_UNKNOWN,7.0,False,Aston Martin,0 days 01:04:25.638000,2024-10-25 22:51:16.145,1,,None,,False,True
0 days 01:07:11.378000,STR,18,0 days 00:01:22.703000,13.0,3.0,,,0 days 00:00:29.313000,0 days 00:00:32.159000,0 days 00:00:21.231000,0 days 01:06:17.988000,0 days 01:06:50.147000,0 days 01:07:11.378000,278.0,277.0,241.0,324.0,False,TEST_UNKNOWN,8.0,False,Aston Martin,0 days 01:05:48.675000,2024-10-25 22:52:39.182,1,,None,,False,True
0 days 01:08:34.662000,STR,18,0 days 00:01:23.284000,14.0,3.0,,,0 days 00:00:29.442000,0 days 00:00:32.347000,0 days 00:00:21.495000,0 days 01:07:40.820000,0 days 01:08:13.167000,0 days 01:08:34.662000,277.0,277.0,240.0,321.0,False,TEST_UNKNOWN,9.0,False,Aston Martin,0 days 01:07:11.378000,2024-10-25 22:54:01.885,1,,None,,False,True
0 days 01:09:57.631000,STR,18,0 days 00:01:22.969000,15.0,3.0,,,0 days 00:00:29.410000,0 days 00:00:32.247000,0 days 00:00:21.312000,0 days 01:09:04.072000,0 days 01:09:36.319000,0 days 01:09:57.631000,284.0,277.0,241.0,323.0,False,TEST_UNKNOWN,10.0,False,Aston Martin,0 days 01:08:34.662000,2024-10-25 22:55:25.169,1,,None,,False,True
0 days 01:11:20.853000,STR,18,0 days 00:01:23.222000,16.0,3.0,,,0 days 00:00:29.460000,0 days 00:00:32.290000,0 days 00:00:21.472000,0 days 01:10:27.091000,0 days 01:10:59.381000,0 days 01:11:20.853000,278.0,277.0,240.0,324.0,False,TEST_UNKNOWN,11.0,False,Aston Martin,0 days 01:09:57.631000,2024-10-25 22:56:48.138,1,,None,,False,True
0 days 01:12:44.158000,STR,18,0 days 00:01:23.305000,17.0,3.0,,,0 days 00:00:29.505000,0 days 00:00:32.443000,0 days 00:00:21.357000,0 days 01:11:50.358000,0 days 01:12:22.801000,0 days 01:12:44.158000,275.0,278.0,240.0,,False,TEST_UNKNOWN,12.0,False,Aston Martin,0 days 01:11:20.853000,2024-10-25 22:58:11.360,1,,None,,False,True
0 days 01:14:07.509000,STR,18,0 days 00:01:23.351000,18.0,3.0,,,0 days 00:00:29.477000,0 days 00:00:32.349000,0 days 00:00:21.525000,0 days 01:13:13.635000,0 days 01:13:45.984000,0 days 01:14:07.509000,282.0,278.0,240.0,,False,TEST_UNKNOWN,13.0,False,Aston Martin,0 days 01:12:44.158000,2024-10-25 22:59:34.665,1,,None,,False,True
0 days 01:15:31.046000,STR,18,0 days 00:01:23.537000,19.0,3.0,,,0 days 00:00:29.476000,0 days 00:00:32.468000,0 days 00:00:21.593000,0 days 01:14:36.985000,0 days 01:15:09.453000,0 days 01:15:31.046000,275.0,278.0,240.0,323.0,False,TEST_UNKNOWN,14.0,False,Aston Martin,0 days 01:14:07.509000,2024-10-25 23:00:58.016,1,,None,,False,True
0 days 01:16:54.433000,STR,18,0 days 00:01:23.387000,20.0,3.0,,,0 days 00:00:29.469000,0 days 00:00:32.416000,0 days 00:00:21.502000,0 days 01:16:00.515000,0 days 01:16:32.931000,0 days 01:16:54.433000,280.0,278.0,239.0,,False,TEST_UNKNOWN,15.0,False,Aston Martin,0 days 01:15:31.046000,2024-10-25 23:02:21.553,1,,None,,False,True
0 days 01:18:17.946000,STR,18,0 days 00:01:23.513000,21.0,3.0,,,0 days 00:00:29.470000,0 days 00:00:32.477000,0 days 00:00:21.566000,0 days 01:17:23.903000,0 days 01:17:56.380000,0 days 01:18:17.946000,292.0,278.0,240.0,,False,TEST_UNKNOWN,16.0,False,Aston Martin,0 days 01:16:54.433000,2024-10-25 23:03:44.940,1,,None,,False,True
0 days 01:19:49.818000,STR,18,0 days 00:01:31.872000,22.0,3.0,,0 days 01:19:47.189000,0 days 00:00:31.234000,0 days 00:00:34.039000,0 days 00:00:26.599000,0 days 01:18:49.180000,0 days 01:19:23.219000,0 days 01:19:49.818000,243.0,264.0,,281.0,False,TEST_UNKNOWN,17.0,False,Aston Martin,0 days 01:18:17.946000,2024-10-25 23:05:08.453,1,,None,,False,False
0 days 01:26:45.759000,STR,18,,23.0,4.0,0 days 01:25:17.348000,,,0 days 00:00:33.960000,0 days 00:00:21.709000,,0 days 01:26:24.208000,0 days 01:26:45.856000,258.0,277.0,242.0,254.0,False,TEST_UNKNOWN,6.0,False,Aston Martin,0 days 01:19:49.818000,2024-10-25 23:06:40.325,1,,None,,False,False
0 days 01:28:07.736000,STR,18,0 days 00:01:21.977000,24.0,4.0,,,0 days 00:00:29.243000,0 days 00:00:31.734000,0 days 00:00:21,0 days 01:27:15.002000,0 days 01:27:46.736000,0 days 01:28:07.736000,277.0,278.0,241.0,323.0,False,TEST_UNKNOWN,7.0,False,Aston Martin,0 days 01:26:45.759000,2024-10-25 23:13:36.266,1,,None,,False,True
0 days 01:29:30.250000,STR,18,0 days 00:01:22.514000,25.0,4.0,,,0 days 00:00:29.437000,0 days 00:00:31.960000,0 days 00:00:21.117000,0 days 01:28:37.173000,0 days 01:29:09.133000,0 days 01:29:30.250000,273.0,278.0,241.0,320.0,False,TEST_UNKNOWN,8.0,False,Aston Martin,0 days 01:28:07.736000,2024-10-25 23:14:58.243,1,,None,,False,True
0 days 01:30:52.862000,STR,18,0 days 00:01:22.612000,26.0,4.0,,,0 days 00:00:29.158000,0 days 00:00:32.096000,0 days 00:00:21.358000,0 days 01:29:59.408000,0 days 01:30:31.504000,0 days 01:30:52.862000,272.0,278.0,240.0,325.0,False,TEST_UNKNOWN,9.0,False,Aston Martin,0 days 01:29:30.250000,2024-10-25 23:16:20.757,1,,None,,False,True
0 days 01:32:15.662000,STR,18,0 days 00:01:22.800000,27.0,4.0,,,0 days 00:00:29.298000,0 days 00:00:32.259000,0 days 00:00:21.243000,0 days 01:31:22.160000,0 days 01:31:54.419000,0 days 01:32:15.662000,276.0,277.0,241.0,326.0,False,TEST_UNKNOWN,10.0,False,Aston Martin,0 days 01:30:52.862000,2024-10-25 23:17:43.369,1,,None,,False,True
0 days 01:33:38.633000,STR,18,0 days 00:01:22.971000,28.0,4.0,,,0 days 00:00:29.325000,0 days 00:00:32.217000,0 days 00:00:21.429000,0 days 01:32:44.987000,0 days 01:33:17.204000,0 days 01:33:38.633000,,276.0,240.0,324.0,False,TEST_UNKNOWN,11.0,False,Aston Martin,0 days 01:32:15.662000,2024-10-25 23:19:06.169,1,,None,,False,True
0 days 01:35:01.711000,STR,18,0 days 00:01:23.078000,29.0,4.0,,,0 days 00:00:29.321000,0 days 00:00:32.437000,0 days 00:00:21.320000,0 days 01:34:07.954000,0 days 01:34:40.391000,0 days 01:35:01.711000,275.0,276.0,240.0,,False,TEST_UNKNOWN,12.0,False,Aston Martin,0 days 01:33:38.633000,2024-10-25 23:20:29.140,1,,None,,False,True
0 days 01:36:24.554000,STR,18,0 days 00:01:22.843000,30.0,4.0,,,0 days 00:00:29.409000,0 days 00:00:32.214000,0 days 00:00:21.220000,0 days 01:35:31.120000,0 days 01:36:03.334000,0 days 01:36:24.554000,278.0,278.0,240.0,325.0,False,TEST_UNKNOWN,13.0,False,Aston Martin,0 days 01:35:01.711000,2024-10-25 23:21:52.218,1,,None,,False,True
0 days 01:37:47.427000,STR,18,0 days 00:01:22.873000,31.0,4.0,,,0 days 00:00:29.261000,0 days 00:00:32.296000,0 days 00:00:21.316000,0 days 01:36:53.815000,0 days 01:37:26.111000,0 days 01:37:47.427000,292.0,277.0,240.0,,False,TEST_UNKNOWN,14.0,False,Aston Martin,0 days 01:36:24.554000,2024-10-25 23:23:15.061,1,,None,,False,True
0 days 01:39:10.496000,STR,18,0 days 00:01:23.069000,32.0,4.0,,,0 days 00:00:29.428000,0 days 00:00:32.369000,0 days 00:00:21.272000,0 days 01:38:16.855000,0 days 01:38:49.224000,0 days 01:39:10.496000,291.0,277.0,240.0,,False,TEST_UNKNOWN,15.0,False,Aston Martin,0 days 01:37:47.427000,2024-10-25 23:24:37.934,1,,None,,False,True
0 days 01:40:33.560000,STR,18,0 days 00:01:23.064000,33.0,4.0,,,0 days 00:00:29.381000,0 days 00:00:32.312000,0 days 00:00:21.371000,0 days 01:39:39.877000,0 days 01:40:12.189000,0 days 01:40:33.560000,293.0,277.0,240.0,,False,TEST_UNKNOWN,16.0,False,Aston Martin,0 days 01:39:10.496000,2024-10-25 23:26:01.003,1,,None,,False,True
0 days 01:42:17.696000,STR,18,0 days 00:01:44.136000,34.0,4.0,,0 days 01:42:15.010000,0 days 00:00:36.242000,0 days 00:00:36.038000,0 days 00:00:31.856000,0 days 01:41:09.802000,0 days 01:41:45.840000,0 days 01:42:17.696000,217.0,247.0,,297.0,False,TEST_UNKNOWN,17.0,False,Aston Martin,0 days 01:40:33.560000,2024-10-25 23:27:24.067,1,,None,,False,False
0 days 00:18:42.730000,MAG,20,,1.0,1.0,0 days 00:17:02.004000,,,0 days 00:00:38.755000,0 days 00:00:30.505000,,0 days 00:18:12.438000,0 days 00:18:42.781000,232.0,265.0,251.0,276.0,False,TEST_UNKNOWN,1.0,True,Haas F1 Team,0 days 00:17:02.004000,2024-10-25 22:03:52.511,1,,None,,False,False
0 days 00:20:02.188000,MAG,20,0 days 00:01:19.458000,2.0,1.0,,,0 days 00:00:28.553000,0 days 00:00:30.600000,0 days 00:00:20.305000,0 days 00:19:11.283000,0 days 00:19:41.883000,0 days 00:20:02.188000,312.0,293.0,251.0,347.0,True,TEST_UNKNOWN,2.0,True,Haas F1 Team,0 days 00:18:42.730000,2024-10-25 22:05:33.237,12,,None,,False,True
0 days 00:22:09.030000,MAG,20,0 days 00:02:06.842000,3.0,1.0,,,0 days 00:00:44.741000,0 days 00:00:57.671000,0 days 00:00:24.430000,0 days 00:20:46.929000,0 days 00:21:44.600000,0 days 00:22:09.030000,115.0,242.0,251.0,171.0,False,TEST_UNKNOWN,3.0,True,Haas F1 Team,0 days 00:20:02.188000,2024-10-25 22:06:52.695,1,,None,,False,True
0 days 00:23:27.672000,MAG,20,0 days 00:01:18.642000,4.0,1.0,,,0 days 00:00:28.002000,0 days 00:00:30.385000,0 days 00:00:20.255000,0 days 00:22:37.032000,0 days 00:23:07.417000,0 days 00:23:27.672000,313.0,293.0,251.0,345.0,True,TEST_UNKNOWN,4.0,True,Haas F1 Team,0 days 00:22:09.030000,2024-10-25 22:08:59.537,1,,None,,False,True
0 days 00:25:10.266000,MAG,20,0 days 00:01:42.594000,5.0,1.0,,0 days 00:25:07.568000,0 days 00:00:33.453000,0 days 00:00:39.363000,0 days 00:00:29.778000,0 days 00:24:01.125000,0 days 00:24:40.488000,0 days 00:25:10.266000,179.0,207.0,,249.0,False,TEST_UNKNOWN,5.0,True,Haas F1 Team,0 days 00:23:27.672000,2024-10-25 22:10:18.179,1,,None,,False,False
0 days 00:50:57.103000,MAG,20,,6.0,2.0,0 days 00:49:17.129000,,,0 days 00:00:35.702000,0 days 00:00:27.359000,,0 days 00:50:29.978000,0 days 00:50:57.103000,255.0,262.0,252.0,248.0,False,TEST_UNKNOWN,1.0,True,Haas F1 Team,0 days 00:49:17.129000,2024-10-25 22:36:07.636,12,,None,,False,False
0 days 00:52:15.342000,MAG,20,0 days 00:01:18.239000,7.0,2.0,,,0 days 00:00:27.820000,0 days 00:00:30.236000,0 days 00:00:20.183000,0 days 00:51:24.923000,0 days 00:51:55.159000,0 days 00:52:15.342000,313.0,292.0,251.0,349.0,True,TEST_UNKNOWN,2.0,True,Haas F1 Team,0 days 00:50:57.103000,2024-10-25 22:37:47.610,1,,None,,False,True
0 days 00:54:23.804000,MAG,20,0 days 00:02:08.462000,8.0,2.0,,,0 days 00:00:47.040000,0 days 00:00:49.262000,0 days 00:00:32.160000,0 days 00:53:02.382000,0 days 00:53:51.644000,0 days 00:54:23.804000,112.0,161.0,250.0,142.0,False,TEST_UNKNOWN,3.0,True,Haas F1 Team,0 days 00:52:15.342000,2024-10-25 22:39:05.849,1,,None,,False,True
