Driver,LapNumber,LapTimeSeconds,Compound,TyreLife,Avg_Speed_mps,Avg_Throttle,Brake_Aggression,MeanAbs_Jerk_Long,MeanAbs_Jerk_Lat,Max_Lateral_g,Max_Longitudinal_g,Energy_Index
1,56,84.319,MEDIUM,5,63.794581709765,74.29420036099097,0.36456553579088086,3944.2677254730133,585.4214930127112,139.05890174116433,262.29609417756365,40288487.22607491
2,31,87.983,HARD,5,61.04738902869405,67.43969051027297,0.367025299654411,3631.2751033752725,553.3738771206589,92.37527710111814,224.07595413414828,35403459.92572774
4,47,84.842,HARD,3,63.41948125702667,72.43784513626994,0.33074673695247764,3755.2476595278254,613.5131115435914,122.68359017844874,304.8705931988172,36955065.729547374
10,49,86.31,MEDIUM,5,62.32439104857485,73.11011428951085,0.3398815263512445,3693.9706397674013,543.16582176154,120.07470844530069,264.4399610179714,36228171.23719821
11,50,86.22,MEDIUM,7,62.01638040848088,73.2711885972854,0.3437637745276772,3785.120504251172,509.2563291145695,114.43851761005097,235.9841478796512,37217175.75465606
14,57,86.045,MEDIUM,13,62.42193109529912,72.20730671205501,0.36707760585759747,3890.1659636833583,496.1227129092933,117.64781314278203,307.3498149709975,37269256.52938473
16,57,84.992,MEDIUM,14,63.15343285612146,75.93059062445104,0.37841907683621484,3858.195629627228,554.8649332233499,126.80080520561052,235.68006208738745,38019368.317294754
18,55,86.352,MEDIUM,16,62.13061739632596,73.47207131103504,0.34112812286026994,3791.088175059681,564.9722824292226,140.5667741062023,257.4332615413041,37966882.30787669
20,46,87.067,HARD,7,61.74111735107033,66.96041954296633,0.3554087403799038,3842.557653752543,524.1116284912433,88.77763123092612,259.7131417457661,37532365.54775383
22,55,87.174,HARD,15,61.61500923523473,71.65693035124735,0.3385552399719052,3781.993800170708,529.5092464099608,97.55184661028743,271.6916650289094,37034623.32824675
23,57,86.666,HARD,13,62.075027414635834,67.50105375499298,0.36711708393621556,3703.434095634553,508.53712642726686,89.19740172420954,272.3790448374921,36730972.01269238
24,54,86.323,SOFT,2,62.35846255341918,73.69104089269749,0.35773170875908855,3691.660310053259,526.4142839052356,109.47757324677968,272.31142555425504,37230662.74495779
27,45,86.489,HARD,6,62.19687097794573,71.63835728290036,0.3506348037129563,3952.7900259937282,568.4775197008373,124.1228822911322,240.21662608808887,38480322.407718085
31,42,86.45,HARD,17,62.190379790213555,75.07558215534799,0.39036443621772693,3675.1525709284956,492.8072394435187,99.6735597949281,242.77954434041646,37125806.11784543
40,54,87.113,MEDIUM,15,61.73112203089729,74.41490643594095,0.3385552399719051,3761.6811878980097,514.4555461737962,93.3666904635137,221.2565191391959,37254473.80727539
63,35,85.77,HARD,3,62.858743568823684,74.97889312260376,0.3529985642108773,3796.8179127104704,597.7014344949506,135.79642321862133,304.39868195548166,36483978.7483742
77,54,86.652,HARD,16,62.339128788431225,73.46714826035374,0.33812822059073744,3447.637746842098,528.3916025400617,113.16199043938863,227.25674446995717,35431315.07578349
81,48,84.921,HARD,5,63.40606649204585,72.97291765907853,0.3397110374972183,3736.6973110585636,543.9572639851864,137.25706098181783,271.671069436071,36664459.48945678
