Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,32,MEDIUM,2,109.354
11,29,HARD,2,110.764
55,32,HARD,7,111.977
63,31,HARD,2,110.793
14,35,HARD,10,112.868
16,44,SOFT,5,109.984
31,36,MEDIUM,4,111.717
5,40,MEDIUM,8,112.515
10,24,SOFT,2,113.002
23,28,MEDIUM,2,113.055
18,29,HARD,3,112.88
4,31,MEDIUM,2,111.678
22,32,SOFT,2,112.436
24,30,SOFT,2,112.317
3,34,MEDIUM,2,113.08
20,29,MEDIUM,2,113.332
47,35,MEDIUM,5,112.646
6,38,SOFT,4,112.256
