Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,30,HARD,14,97.491
44,30,HARD,12,97.668
63,51,HARD,34,97.548
11,45,HARD,27,97.78
55,51,MEDIUM,9,95.781
14,53,HARD,35,98.16
4,43,HARD,25,99.037
31,53,HARD,35,98.684
3,27,HARD,9,99.133
18,52,HARD,35,99.185
5,43,HARD,25,99.044
10,53,MEDIUM,35,98.786
23,53,HARD,35,99.199
77,52,MEDIUM,16,97.963
47,48,HARD,30,99.068
24,25,HARD,3,99.368
6,40,MEDIUM,2,99.65
20,11,HARD,3,99.265
16,4,MEDIUM,4,98.088
22,4,MEDIUM,4,100.216
