Driver,LapNumber,LapTimeSeconds,Compound,TyreLife,Avg_Speed_mps,Avg_Throttle,Brake_Aggression,MeanAbs_Jerk_Long,MeanAbs_Jerk_Lat,Max_Lateral_g,Max_Longitudinal_g,Energy_Index
1,56,89.708,MEDIUM,11,59.399327173292335,66.29030004879438,0.38003582672207464,3818.279810949568,432.2377779978772,81.8063317763333,598.7265693059927,41830182.63564131
2,50,92.384,HARD,48,57.75045088491797,62.29015712504944,0.40037896012623153,3524.635226302491,461.8378470588699,149.87222992257728,590.1659684086675,36273090.62918613
4,47,92.401,HARD,43,57.832000515529636,63.067948693278,0.37464385802788813,3438.0483037843537,444.6402834508041,108.93704957980677,430.863554292694,35760759.122594826
10,55,91.971,HARD,40,58.15234401588119,64.24760022768868,0.33212789243788615,3657.8776695317297,423.8208066646669,91.91051891983709,496.1441214377691,36946027.98343902
11,57,90.56,HARD,37,58.96208242100105,65.86981222485647,0.3787061401536162,3669.925592868384,530.7862550768374,158.3150517047413,767.5014786433658,37736516.993706256
14,57,90.519,HARD,34,59.04892917890361,63.90530042014469,0.37089645766473134,4117.1900057680805,501.01228667248785,141.43082358168564,827.5620335150238,41554371.18480774
16,57,91.434,HARD,40,58.52774117333004,68.24329826801636,0.39436186173995313,3994.7473982015567,430.6486804068894,75.29740551542224,859.1036185691067,41429449.45800156
18,44,90.862,MEDIUM,3,58.9309220632388,65.97650249161656,0.3801056524988062,4175.710566238129,522.3333487738281,165.64963157082815,653.2792008685262,42725366.70852743
20,53,91.691,HARD,39,58.23088676513619,65.34415426288011,0.38066367066086737,3323.9496875985437,404.0541679223451,76.08559016858057,500.5110153273804,34310807.54225147
21,57,91.562,HARD,42,58.420997203676706,65.79018402822997,0.38810154295686683,3433.978103188738,472.42769605993493,80.82244749978108,284.34408028885474,35129328.222116515
22,56,91.038,MEDIUM,20,58.820911979627525,67.01808087775011,0.3670517177273093,3646.4612496879386,483.6667366919226,179.03095180062945,300.53644451520495,37201769.24500131
23,55,91.852,HARD,33,58.13869959034491,60.64303032381367,0.4121105097210915,3605.3681944700706,420.30865921412106,131.25240828249383,361.16098936337715,37720032.25443141
24,56,91.736,MEDIUM,25,58.21928468589309,66.37130018419816,0.38326714227738395,3740.216621312688,462.4871887793481,104.06828697314714,561.2201967952129,39295735.08970479
27,36,90.901,MEDIUM,3,58.989226917402576,64.27915563789327,0.38908977546454676,3804.9474136809336,492.81713862438943,106.55390501718013,591.1094400497526,37433331.23423581
31,56,91.143,MEDIUM,17,58.5640500464226,67.38801227207026,0.3896456262556054,3754.4086029086498,453.7709370097456,228.60991273931688,576.7640258432488,40080780.25432359
44,57,90.669,MEDIUM,20,58.8940847801796,68.58741889395125,0.3625402240235725,3993.086035629459,483.9172901281536,84.4946353485759,854.0532757936948,41274759.0915874
55,55,91.362,HARD,37,58.46010826993698,68.13610744775082,0.397065083478734,3532.1476277703914,445.77802285450394,97.7466116215311,262.16761128167866,36670235.800852366
63,57,91.015,HARD,40,58.723893496526365,65.77442719682999,0.4057136469066939,3675.3242167103454,508.40028064951775,231.22659572277144,348.7271191281956,37126495.05331905
77,56,91.838,HARD,41,58.1684151591846,66.77530065504288,0.40360683918282514,3789.063249108637,465.41415275349505,161.0951620556556,526.3590937959107,40707558.138730764
81,56,92.006,HARD,51,58.08475930491507,62.80826181473734,0.3733656101800589,4047.823216263383,451.2093066866787,99.4561464381486,900.2173817036999,42547165.48251306
