Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,55,HARD,20,82.905
16,53,HARD,18,83.242
81,51,HARD,17,83.218
63,50,HARD,15,83.355
10,56,HARD,21,83.705
55,52,HARD,18,83.465
14,57,MEDIUM,27,83.667
24,57,HARD,22,83.889
20,55,HARD,28,84.259
4,56,HARD,21,82.384
77,53,MEDIUM,26,85.533
44,52,HARD,18,83.865
22,47,SOFT,7,86.144
30,46,SOFT,6,86.076
23,47,SOFT,12,85.559
27,33,MEDIUM,2,85.767
11,31,MEDIUM,31,85.288
18,6,HARD,5,90.935
