RelativeTime_s,Speed,Throttle,Brake,nGear,RPM,DRS,Distance,RelativeDistance,X,Y,Driver,LapNumber,Compound,TyreLife,Speed_mps,VX,VY,AX_long,AY_lat,Jerk_long,Jerk_lat,TireEnergyProxy
0.0,293.02857142857147,100.0,False,7,11483.142857142857,0,0.0578522628064788,1.106849860904168e-05,-1199.7062192822268,-1328.4745605352232,1,49,HARD,41,81.31852190895972,-284.7932173111849,269.7603895632119,349.6067461355219,1.1295496426662612,1748.0380269693512,4.26127520461268,13758.426176898232
0.1,293.02857142857147,100.0,False,7,11483.142857142857,0,0.0578522628064788,1.106849860904168e-05,-1199.7062192822268,-1328.4745605352232,1,49,HARD,41,81.50104941781453,-310.09728025143886,293.8843595303274,524.410548832457,1.5556771631275292,1748.040617663817,3.2647966305569276,36229.457734633856
0.2,294.0,100.0,False,7,11454.0,0,11.18666666666667,0.0021402724531969,-1298.8456244974172,-1234.134916370111,1,49,HARD,41,81.66836101972105,-360.7054061319468,342.13229946455954,699.2148696682854,1.7825089687776468,874.0242329723122,0.03522645774881594,71079.87925798286
0.3,294.0,100.0,False,7,11454.0,0,11.18666666666667,0.0021402724531969,-1298.8456244974172,-1234.134916370111,1,49,HARD,41,81.8204567146793,-411.31353201245474,390.3802393987917,699.2153954269195,1.5627224546772924,-906.3611520297798,-6.360198180928878,110819.34689435989
0.4,295.5312512,100.0,False,7,10836.9057664,0,31.329494355318914,0.0059940691663836,-1374.0,-1163.0,1,49,HARD,41,81.95733650268926,-461.9216578929854,438.62817933300676,517.9426392623294,0.5104693325918712,-713.7455241853274,-6.603799228201344,143844.69994327595
0.5,296.0,100.0,False,8,10648.0,0,37.49777777777778,0.0071742068683443,-1407.4117175353172,-1131.3083147277598,1,49,HARD,41,82.07900038375121,-486.3608828126314,461.783941429386,556.466290589854,0.24196260903702377,4314.15393596103,10.70370608125755,181181.16465418698
0.6,296.0,100.0,False,8,10648.0,0,37.49777777777778,0.0071742068683443,-1407.4117175353172,-1131.3083147277598,1,49,HARD,41,82.17786281909363,-542.5973364102208,515.2938596608635,1380.7734264545354,2.6512105488433813,4513.078671878999,18.00631747807964,284701.6046268624
0.7,296.1136360727273,100.0,False,8,10598.090924218182,0,56.003559916624766,0.010714798263157,-1554.0,-992.0,1,49,HARD,41,82.26617130898757,-686.2397241261283,652.3361394224526,1459.0820249656538,3.843226104652952,-7320.4131025968545,1.3916733838751671,423214.2380398249
0.8,296.1136360727273,100.0,False,8,10598.090924218182,0,56.003559916624766,0.010714798263157,-1554.0,-992.0,1,49,HARD,41,82.36897487848206,-753.5716227802595,716.9055049823663,-83.30919406483545,2.9295452256184147,-14172.072520429805,-10.954226541708682,432183.9943331596
0.9,296.1136360727273,100.0,False,8,10598.090924218182,0,56.003559916624766,0.010714798263157,-1554.0,-992.0,1,49,HARD,41,82.43772947903302,-673.7641580526019,641.2762834928515,-1375.3324791203072,1.6523807963112156,-4765.013037884449,-13.262138263193822,560265.3062106158
