Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,33,HARD,10,98.406
4,33,HARD,11,98.751
11,33,HARD,10,99.388
16,33,HARD,12,99.384
55,19,HARD,2,99.764
63,39,HARD,16,100.112
14,45,MEDIUM,2,97.81
81,18,MEDIUM,3,99.739
44,34,HARD,13,100.835
27,32,HARD,9,100.815
31,33,HARD,10,100.937
23,34,HARD,11,100.79
10,40,MEDIUM,2,99.198
24,42,SOFT,2,98.633
18,37,HARD,7,99.444
20,45,MEDIUM,18,101.077
2,14,MEDIUM,2,101.0
3,16,MEDIUM,2,100.994
22,11,MEDIUM,3,101.593
77,11,HARD,2,101.276
