Driver,LapNumber,Compound,TyreLife,LapTimeSeconds
1,71,SOFT,5,67.012
16,51,HARD,4,68.82
11,52,HARD,2,68.111
4,48,HARD,7,68.739
14,54,MEDIUM,10,69.108
55,50,HARD,5,68.88
63,49,MEDIUM,8,69.283
44,48,MEDIUM,6,69.16
18,57,MEDIUM,3,68.463
10,48,MEDIUM,4,69.046
23,53,HARD,12,69.56
24,46,HARD,8,69.786
2,45,HARD,2,69.611
31,50,HARD,10,69.797
77,49,HARD,9,69.94
81,46,MEDIUM,5,69.862
21,46,MEDIUM,9,69.852
20,37,HARD,4,70.176
22,45,MEDIUM,2,69.62
27,7,MEDIUM,10,71.066
